ticker,3414924Q US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-09-19,-3.9634
2000-09-20,-1.2698
2000-09-21,-2.5723000000000003
2000-09-22,-0.33
2000-09-25,-0.3311
2000-09-26,6.3123000000000005
2000-09-27,8.125
2000-09-28,8.0925
2000-09-29,-1.8717000000000001
2000-10-02,-11.9891
2000-10-03,-21.9814
2000-10-04,-8.7302
2000-10-05,5.6522
2000-10-06,-6.1728
2000-10-09,1.7544
2000-10-10,-3.4483
2000-10-11,-6.6964
2000-10-12,-4.3062000000000005
2000-10-13,16.0
2000-10-16,3.8792999999999997
2000-10-17,-1.2448
2000-10-18,-2.1008
2000-10-19,7.7253
2000-10-20,-2.7888
2000-10-23,-3.6885
2000-10-24,-3.8298
2000-10-25,-6.6372
2000-10-26,-9.0047
2000-10-27,-4.6875
2000-10-30,0.5464
2000-10-31,16.8478
2000-11-01,-2.7907
2000-11-02,-2.8708
2000-11-03,0.4926
2000-11-06,-2.451
2000-11-07,1.005
2000-11-08,1.99
2000-11-09,-2.9268
2000-11-10,-3.0151
2000-11-13,-1.0363
2000-11-14,10.9948
2000-11-15,1.4151
2000-11-16,1.8605
2000-11-17,-4.5662
2000-11-20,-3.3493
2000-11-21,-2.9703
2000-11-22,-0.5102
2000-11-24,-2.0513
2000-11-27,-3.6649000000000003
2000-11-28,0.0
2000-11-29,8.6957
2000-11-30,-6.5
2000-12-01,-3.2086
2000-12-04,-1.6575
2000-12-05,8.427
2000-12-06,3.6269
2000-12-07,-1.5
2000-12-08,4.5685
2000-12-11,-2.4272
2000-12-12,1.99
2000-12-13,1.4634
2000-12-14,0.4808
2000-12-15,-2.8708
2000-12-18,-2.9557
2000-12-19,2.0305
2000-12-20,-2.9851
2000-12-21,-9.7436
2000-12-22,1.1364
2000-12-26,-1.1236
2000-12-27,-0.5682
2000-12-28,-4.5714
2000-12-29,-1.1976
2001-01-02,-3.6364
2001-01-03,9.434
2001-01-04,2.8736
2001-01-05,-1.6760000000000002
2001-01-08,4.5455
2001-01-09,22.2826
2001-01-10,3.5556
2001-01-11,-0.8584
2001-01-12,10.3896
2001-01-16,3.9215999999999998
2001-01-17,-9.0566
2001-01-18,-1.6598000000000002
2001-01-19,3.3755
2001-01-22,4.898
2001-01-23,8.5603
2001-01-24,-2.8674
2001-01-25,-8.4871
2001-01-26,2.0161
2001-01-29,7.5099
2001-01-30,-0.0588
2001-01-31,3.0018
2001-02-01,2.8
2001-02-02,-1.8344
2001-02-05,-0.3398
