ticker,GGP UP Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,8.0485
2000-01-19,5.9497
2000-01-20,-0.216
2000-01-27,-1.2987
2000-02-03,-0.2193
2000-02-11,1.7582
2000-03-30,4.5356
2000-04-07,1.2946
2000-04-10,1.8672
2000-04-13,3.2587
2000-04-17,0.9862
2000-04-19,-1.3672
2000-04-20,0.5941
2000-04-27,3.5433
2000-05-03,2.2814
2000-05-05,-0.3717
2000-05-09,0.0
2000-05-10,0.3731
2000-05-18,-2.4164
2000-05-26,-2.4762
2000-06-05,-1.9531
2000-06-13,0.1992
2000-06-16,0.3976
2000-07-12,3.6551
2000-07-14,1.5534
2000-08-11,4.0153
2000-09-06,-4.7794
2000-09-11,1.3514
2000-09-14,1.3333
2000-09-26,-1.1278
2000-10-09,-1.7071
2000-10-17,-2.7504999999999997
2000-10-23,0.0
2000-10-24,-4.6465
2000-11-16,8.4746
2000-11-30,2.3438
2000-12-12,6.2977
2000-12-21,0.3591
2000-12-28,3.3989
2001-01-02,-0.346
2001-01-24,7.1328
2001-01-25,-0.9868
2001-02-06,-3.3887
2001-02-07,-4.0715
2001-02-08,-1.1184
2002-03-14,37.7024
2002-07-15,5.0547
2002-07-18,3.3259
2002-07-19,-3.3047
2002-07-22,-4.0834
2002-07-23,-0.0463
2002-08-14,9.5602
2002-08-27,5.599
2002-09-03,0.5402
2002-10-07,-3.8361
2002-10-08,-1.0288
2002-10-09,-0.2546
2002-10-10,0.2552
2002-10-11,1.8456000000000001
2002-10-23,-3.6659
2002-10-25,3.7622
2002-10-28,-0.1042
2002-10-29,-0.1669
2002-10-30,0.3343
2002-11-01,0.2707
2002-11-06,2.8453
2002-11-08,-0.3029
2002-11-12,0.8507
2002-11-13,0.6226
2002-12-03,-0.1397
2003-01-07,0.0
2003-01-27,-2.535
2003-02-03,2.6009
2003-02-04,3.3867
2003-03-12,2.1577
2003-03-21,5.6068
2003-03-25,-0.9455
2003-03-31,-0.1836
2003-04-29,4.9199
2003-05-01,-0.1243
2003-05-06,2.6676
2003-05-21,1.7495
2003-05-22,0.4937
2003-05-30,-0.8131
2003-06-06,4.953
2003-06-11,0.9764
2003-06-12,-0.3546
2003-06-17,0.4367
2003-06-24,-2.818
2003-07-07,9.4919
2003-07-08,0.6433
2003-07-09,-0.0304
2003-07-10,-0.6546
2003-07-15,0.0
2003-07-16,3.0187
2003-07-17,-1.9485000000000001
2003-07-21,-0.7888
2003-07-30,4.5107
2003-08-25,-1.6679
