ticker,JOY UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-08-02,6.3158
2001-08-03,0.5824
2001-08-06,-1.2739
2001-08-07,1.7595
2001-08-08,0.8646
2001-08-09,0.0571
2001-08-10,0.3998
2001-08-13,-0.3413
2001-08-14,-0.5708
2001-08-15,0.1148
2001-08-16,-0.344
2001-08-17,1.5535
2001-08-20,1.4163999999999999
2001-08-21,0.2793
2001-08-22,-0.5571
2001-08-23,1.3445
2001-08-24,-0.2764
2001-08-27,0.6098
2001-08-28,-1.2671999999999999
2001-08-29,0.558
2001-08-30,-0.3885
2001-08-31,0.0
2001-09-04,6.6852
2001-09-05,0.4178
2001-09-06,0.468
2001-09-07,-2.9503
2001-09-10,-4.64
2001-09-17,-10.4586
2001-09-18,0.0
2001-09-19,-6.3086
2001-09-20,-4.9333
2001-09-21,-2.5244999999999997
2001-09-24,7.8417
2001-09-25,2.7352
2001-09-26,-2.9221
2001-09-27,-0.6689
2001-09-28,0.0
2001-10-01,1.0101
2001-10-02,0.0667
2001-10-03,-2.0653
2001-10-04,2.1769
2001-10-05,0.1997
2001-10-08,-0.1329
2001-10-09,4.1251
2001-10-10,2.1086
2001-10-11,3.8798
2001-10-12,-0.9036
2001-10-15,-0.3647
2001-10-16,0.0
2001-10-17,-2.0744
2001-10-18,0.3115
2001-10-19,0.3106
2001-10-22,0.6192
2001-10-23,2.8308
2001-10-24,-0.0598
2001-10-25,0.5988
2001-10-26,4.4643
2001-10-29,-0.5128
2001-10-30,-1.6609
2001-10-31,1.6308
2001-11-01,0.8596
2001-11-02,1.1364
2001-11-05,-3.8764
2001-11-06,1.6949
2001-11-07,-1.4368
2001-11-08,-1.5743
2001-11-09,-3.3768000000000002
2001-11-12,-2.5138
2001-11-13,2.5157
2001-11-14,0.9202
2001-11-15,-1.4711
2001-11-16,-0.3578
2001-11-19,0.0
2001-11-20,-0.3096
2001-11-21,1.2422
2001-11-23,-0.3067
2001-11-26,-5.6615
2001-11-27,-1.0437
2001-11-28,-0.1318
2001-11-29,3.1023
2001-11-30,-0.7682
2001-12-03,0.5806
2001-12-04,3.3355
2001-12-05,4.3451
2001-12-06,-0.3569
2001-12-07,1.0149
2001-12-10,-4.8463
2001-12-11,0.4348
2001-12-12,-0.7421
2001-12-13,-4.8598
2001-12-14,0.5239
2001-12-17,-1.1726
2001-12-18,2.439
2001-12-19,3.2819
2001-12-20,0.81
2001-12-21,1.3597000000000001
2001-12-24,0.9146
2001-12-26,1.5106000000000002
