date,NGVT UN Equity
2016-05-04,0.4675
2016-05-05,9.1896
2016-05-06,-5.8949
2016-05-07,
2016-05-08,
2016-05-09,-0.5283
2016-05-10,1.4795
2016-05-11,-0.9346
2016-05-12,1.3208
2016-05-13,-6.7783999999999995
2016-05-14,
2016-05-15,
2016-05-16,7.3112
2016-05-17,-0.2978
2016-05-18,0.0
2016-05-19,-4.9664
2016-05-20,-2.0432
2016-05-21,
2016-05-22,
2016-05-23,9.0654
2016-05-24,-4.3766
2016-05-25,1.3846
2016-05-26,1.8209
2016-05-27,3.9493
2016-05-28,
2016-05-29,
2016-05-30,
2016-05-31,4.4444
2016-06-01,6.6232
2016-06-02,2.1564
2016-06-03,0.0
2016-06-04,
2016-06-05,
2016-06-06,0.4096
2016-06-07,-1.0355
2016-06-08,2.7901
2016-06-09,-0.2776
2016-06-10,4.949
2016-06-11,
2016-06-12,
2016-06-13,0.5305
2016-06-14,-0.1466
2016-06-15,-0.3817
2016-06-16,2.5936
2016-06-17,-0.2298
2016-06-18,
2016-06-19,
2016-06-20,-1.5836000000000001
2016-06-21,0.9362
2016-06-22,-0.087
2016-06-23,0.7833
2016-06-24,-1.5832000000000002
2016-06-25,
2016-06-26,
2016-06-27,0.5557
2016-06-28,-2.8214
2016-06-29,1.8557000000000001
2016-06-30,0.0294
2016-07-01,1.0576
2016-07-02,
2016-07-03,
2016-07-04,
2016-07-05,0.8721
2016-07-06,0.7205
2016-07-07,3.0043
2016-07-08,1.2222
2016-07-09,
2016-07-10,
2016-07-11,4.4182
2016-07-12,2.4967
2016-07-13,-0.1282
2016-07-14,-0.8472
2016-07-15,-0.8027
2016-07-16,
2016-07-17,
2016-07-18,-1.6966999999999999
2016-07-19,1.248
2016-07-20,1.4424000000000001
2016-07-21,1.1375
2016-07-22,2.1471999999999998
2016-07-23,
2016-07-24,
2016-07-25,0.0751
2016-07-26,-0.125
2016-07-27,2.2784
2016-07-28,-6.0955
2016-07-29,-0.2346
2016-07-30,
2016-07-31,
2016-08-01,1.202
2016-08-02,-3.0467
2016-08-03,1.0386
2016-08-04,14.6547
2016-08-05,-0.3218
2016-08-06,
2016-08-07,
2016-08-08,0.2998
2016-08-09,0.138
2016-08-10,0.5741
2016-08-11,1.9635
2016-08-12,-0.6717
2016-08-13,
2016-08-14,
2016-08-15,-0.1353
2016-08-16,-0.5192
2016-08-17,-0.6807
2016-08-18,-1.5079
2016-08-19,-2.6908
2016-08-20,
2016-08-21,
2016-08-22,0.1192
2016-08-23,-0.119
2016-08-24,3.3135
2016-08-25,-0.4384
2016-08-26,0.5794
2016-08-27,
2016-08-28,
2016-08-29,2.9032
2016-08-30,-0.7613
2016-08-31,0.1354
2016-09-01,0.2704
2016-09-02,-0.1124
2016-09-03,
2016-09-04,
2016-09-05,
2016-09-06,1.9348
2016-09-07,-1.8098
2016-09-08,-0.6294
2016-09-09,-1.9226
2016-09-10,
2016-09-11,
2016-09-12,-0.4843
2016-09-13,-1.8772
2016-09-14,3.3538
2016-09-15,5.5987
2016-09-16,-0.4328
2016-09-17,
2016-09-18,
2016-09-19,-0.5434
2016-09-20,1.1364
2016-09-21,1.102
2016-09-22,1.9235
2016-09-23,0.1678
2016-09-24,
2016-09-25,
2016-09-26,-1.1932
2016-09-27,-0.5932
2016-09-28,1.1509
2016-09-29,-1.0114
2016-09-30,-1.8731
2016-10-01,
2016-10-02,
2016-10-03,-3.8612
2016-10-04,-2.0532
2016-10-05,-0.8293
2016-10-06,0.7201
2016-10-07,-0.8303
2016-10-08,
2016-10-09,
2016-10-10,1.0
2016-10-11,-1.1743000000000001
2016-10-12,-0.466
2016-10-13,-0.515
2016-10-14,0.3294
2016-10-15,
2016-10-16,
2016-10-17,-0.4925
2016-10-18,0.4242
2016-10-19,-0.6337
2016-10-20,-0.2598
2016-10-21,0.3078
2016-10-22,
2016-10-23,
2016-10-24,3.1634
2016-10-25,-1.4645000000000001
2016-10-26,-1.1147
2016-10-27,-2.2546
2016-10-28,-1.1773
2016-10-29,
2016-10-30,
2016-10-31,0.6565
2016-11-01,-0.5314
2016-11-02,-1.3356
2016-11-03,8.663499999999999
2016-11-04,2.1291
2016-11-05,
2016-11-06,
2016-11-07,-1.1311
2016-11-08,0.9421
2016-11-09,3.4667
2016-11-10,1.3101
2016-11-11,3.4344
2016-11-12,
2016-11-13,
2016-11-14,0.6969
2016-11-15,-0.3053
2016-11-16,1.0004
2016-11-17,2.0821
2016-11-18,0.0
2016-11-19,
2016-11-20,
2016-11-21,0.9505
2016-11-22,1.4712
2016-11-23,1.7398
2016-11-24,
2016-11-25,1.7861
2016-11-26,
2016-11-27,
2016-11-28,-2.7067
2016-11-29,-1.5925
2016-11-30,2.1057
2016-12-01,-4.1245
2016-12-02,-0.717
2016-12-03,
2016-12-04,
2016-12-05,0.2207
2016-12-06,0.1401
2016-12-07,2.2786
2016-12-08,0.5472
2016-12-09,-2.0991
2016-12-10,
2016-12-11,
2016-12-12,3.7721
2016-12-13,1.0522
2016-12-14,0.3976
2016-12-15,1.8103
2016-12-16,0.0556
2016-12-17,
2016-12-18,
2016-12-19,1.7955999999999999
2016-12-20,-0.291
2016-12-21,-2.4257
2016-12-22,-0.729
2016-12-23,1.4686
2016-12-24,
2016-12-25,
2016-12-26,
2016-12-27,1.5215999999999998
2016-12-28,-0.7311
2016-12-29,0.5708
2016-12-30,0.4394
2016-12-31,
2017-01-01,
2017-01-02,
2017-01-03,-3.0623
2017-01-04,1.8052000000000001
2017-01-05,1.2929
2017-01-06,0.0182
2017-01-07,
2017-01-08,
2017-01-09,-3.7375
2017-01-10,0.7765
2017-01-11,0.0752
2017-01-12,-1.4272
2017-01-13,0.9716
2017-01-14,
2017-01-15,
2017-01-16,
2017-01-17,-0.1887
2017-01-18,0.1701
2017-01-19,-1.321
2017-01-20,0.3825
2017-01-21,
2017-01-22,
2017-01-23,2.9529
2017-01-24,0.5366
2017-01-25,1.3252
2017-01-26,0.0363
2017-01-27,0.345
2017-01-28,
2017-01-29,
2017-01-30,-2.2801
2017-01-31,2.9444
2017-02-01,0.5217
2017-02-02,-1.3601
2017-02-03,2.1408
2017-02-04,
2017-02-05,
2017-02-06,-1.048
2017-02-07,0.3052
2017-02-08,0.6442
2017-02-09,-0.5334
2017-02-10,-1.1441
2017-02-11,
2017-02-12,
2017-02-13,0.3436
2017-02-14,0.5226
2017-02-15,1.3625
2017-02-16,1.5034
2017-02-17,-3.3281
2017-02-18,
2017-02-19,
2017-02-20,
2017-02-21,2.7397
2017-02-22,-1.0351
2017-02-23,-3.6518
2017-02-24,-1.6191
2017-02-25,
2017-02-26,
2017-02-27,-0.6733
2017-02-28,1.6193
2017-03-01,5.6513
2017-03-02,-0.6314
2017-03-03,4.9771
2017-03-04,
2017-03-05,
2017-03-06,-2.2359999999999998
2017-03-07,0.4815
2017-03-08,-0.3081
2017-03-09,0.6867
2017-03-10,0.7673
2017-03-11,
2017-03-12,
2017-03-13,0.6768
2017-03-14,0.2689
2017-03-15,0.7878
2017-03-16,-0.0333
2017-03-17,1.0148
2017-03-18,
2017-03-19,
2017-03-20,0.6094
2017-03-21,-0.9822
2017-03-22,-0.0661
2017-03-23,0.3639
2017-03-24,0.5439
2017-03-25,
2017-03-26,
2017-03-27,0.2131
2017-03-28,0.0491
2017-03-29,1.0628
2017-03-30,-0.6148
2017-03-31,-0.9442
2017-04-01,
2017-04-02,
2017-04-03,-4.7165
2017-04-04,-0.7244
2017-04-05,-1.0424
2017-04-06,1.7556
2017-04-07,-1.1905000000000001
2017-04-08,
2017-04-09,
2017-04-10,0.3143
2017-04-11,3.1506
2017-04-12,-0.0337
2017-04-13,0.3545
2017-04-14,
2017-04-15,
2017-04-16,
2017-04-17,0.2691
2017-04-18,-0.3523
2017-04-19,0.0337
2017-04-20,1.1612
2017-04-21,3.1442
2017-04-22,
2017-04-23,
2017-04-24,1.8871
2017-04-25,1.4722
2017-04-26,0.468
2017-04-27,0.6832
2017-04-28,-2.483
2017-04-29,
2017-04-30,
2017-05-01,0.6484
2017-05-02,-1.5871
2017-05-03,-1.6446
2017-05-04,-4.8864
2017-05-05,0.0
2017-05-06,
2017-05-07,
2017-05-08,-0.7851
2017-05-09,0.6193
2017-05-10,3.2484
2017-05-11,-0.563
2017-05-12,-1.5321
2017-05-13,
2017-05-14,
2017-05-15,-1.5728
2017-05-16,0.4467
2017-05-17,-2.5145
2017-05-18,-0.4036
2017-05-19,2.1846
2017-05-20,
2017-05-21,
2017-05-22,1.6724
2017-05-23,0.2205
2017-05-24,0.5922
2017-05-25,-0.4878
2017-05-26,0.5916
2017-05-27,
2017-05-28,
2017-05-29,
2017-05-30,0.0
2017-05-31,-0.7394
2017-06-01,-0.8465
2017-06-02,1.1781
2017-06-03,
2017-06-04,
2017-06-05,-2.4131
2017-06-06,-0.1038
2017-06-07,-0.2597
2017-06-08,2.9851
2017-06-09,1.0785
2017-06-10,
2017-06-11,
2017-06-12,-1.5838999999999999
2017-06-13,-0.2541
2017-06-14,-1.6303999999999998
2017-06-15,-1.0359
2017-06-16,-0.3838
2017-06-17,
2017-06-18,
2017-06-19,-0.6305
2017-06-20,-0.2115
2017-06-21,-2.3137
2017-06-22,-0.7774
2017-06-23,0.5466
2017-06-24,
2017-06-25,
2017-06-26,-1.1417
2017-06-27,-1.5765
2017-06-28,5.6994
2017-06-29,-0.9339
2017-06-30,2.0989
2017-07-01,
2017-07-02,
2017-07-03,-1.4285999999999999
2017-07-04,
2017-07-05,0.1237
2017-07-06,-1.1827
2017-07-07,2.4473
2017-07-08,
2017-07-09,
2017-07-10,-0.2441
2017-07-11,0.0
2017-07-12,0.6293
2017-07-13,-0.2606
2017-07-14,0.2264
2017-07-15,
2017-07-16,
2017-07-17,1.3901
2017-07-18,-0.497
2017-07-19,0.4306
2017-07-20,-0.7374
2017-07-21,-0.6393
2017-07-22,
2017-07-23,
2017-07-24,-1.0433
2017-07-25,2.4249
2017-07-26,0.0858
2017-07-27,0.4628
2017-07-28,0.6313
2017-07-29,
2017-07-30,
2017-07-31,-0.8138
2017-08-01,1.0598
2017-08-02,-0.0338
2017-08-03,-0.6599
2017-08-04,4.5818
2017-08-05,
2017-08-06,
2017-08-07,-2.443
2017-08-08,-0.7179
2017-08-09,-2.4718
2017-08-10,-2.4483
2017-08-11,0.6363
2017-08-12,
2017-08-13,
2017-08-14,0.4917
2017-08-15,-0.5942
2017-08-16,0.2286
2017-08-17,-2.2277
2017-08-18,0.3409
2017-08-19,
2017-08-20,
2017-08-21,-0.1252
2017-08-22,0.9488
2017-08-23,6.4018
2017-08-24,1.9
2017-08-25,0.3598
2017-08-26,
2017-08-27,
2017-08-28,0.7008
2017-08-29,0.1457
2017-08-30,0.307
2017-08-31,1.45
2017-09-01,1.4928
2017-09-02,
2017-09-03,
2017-09-04,
2017-09-05,-1.4395
2017-09-06,-1.4923
2017-09-07,-0.4835
2017-09-08,-0.8907
2017-09-09,
2017-09-10,
2017-09-11,-0.0817
2017-09-12,-1.5045
2017-09-13,-0.7637
2017-09-14,-0.4183
2017-09-15,-0.336
2017-09-16,
2017-09-17,
2017-09-18,-0.2023
2017-09-19,1.1149
2017-09-20,0.6181
2017-09-21,2.5237
2017-09-22,0.1134
2017-09-23,
2017-09-24,
2017-09-25,-2.8308
2017-09-26,-0.1332
2017-09-27,4.5174
2017-09-28,-0.319
2017-09-29,-0.048
2017-09-30,
2017-10-01,
2017-10-02,3.8739
2017-10-03,-0.4161
2017-10-04,-0.2012
2017-10-05,0.1706
2017-10-06,1.6562999999999999
2017-10-07,
2017-10-08,
2017-10-09,2.4821
2017-10-10,0.1932
2017-10-11,1.1716
2017-10-12,0.1319
2017-10-13,0.9955
2017-10-14,
2017-10-15,
2017-10-16,0.5073
2017-10-17,0.4471
2017-10-18,0.0574
2017-10-19,-1.8511
2017-10-20,1.7690000000000001
2017-10-21,
2017-10-22,
2017-10-23,0.2586
2017-10-24,0.3869
2017-10-25,0.2997
2017-10-26,0.1281
2017-10-27,1.5918
2017-10-28,
2017-10-29,
2017-10-30,-2.2104
2017-10-31,1.9026999999999998
2017-11-01,1.6145
2017-11-02,0.5526
2017-11-03,3.7236000000000002
2017-11-04,
2017-11-05,
2017-11-06,-0.1722
2017-11-07,-2.6539
2017-11-08,-0.5044
2017-11-09,0.1507
2017-11-10,1.067
2017-11-11,
2017-11-12,
2017-11-13,1.164
2017-11-14,0.5887
2017-11-15,-2.6071
2017-11-16,2.0759
2017-11-17,-1.8999000000000001
2017-11-18,
2017-11-19,
2017-11-20,1.4457
2017-11-21,2.8906
2017-11-22,-1.7901
2017-11-23,
2017-11-24,1.4768
2017-11-25,
2017-11-26,
2017-11-27,0.0656
2017-11-28,2.2275
2017-11-29,0.4486
2017-11-30,1.5567
2017-12-01,-0.6659
2017-12-02,
2017-12-03,
2017-12-04,-0.0885
2017-12-05,-2.2028
2017-12-06,0.2201
2017-12-07,-1.1754
2017-12-08,-1.3593
2017-12-09,
2017-12-10,
2017-12-11,-2.0405
2017-12-12,-3.341
2017-12-13,1.3434
2017-12-14,-3.1759
2017-12-15,0.6275
2017-12-16,
2017-12-17,
2017-12-18,1.5164
2017-12-19,-0.5445
2017-12-20,1.9933
2017-12-21,-0.6193
2017-12-22,-1.7449
2017-12-23,
2017-12-24,
2017-12-25,
2017-12-26,0.3946
2017-12-27,-0.1404
2017-12-28,-0.0703
2017-12-29,-0.8582
2017-12-30,
2017-12-31,
2018-01-01,
2018-01-02,0.6244
2018-01-03,-0.6205
2018-01-04,3.3489
2018-01-05,1.3456000000000001
2018-01-06,
2018-01-07,
2018-01-08,-1.3413
2018-01-09,1.6067
2018-01-10,-1.1218
2018-01-11,3.1848
2018-01-12,-1.2452
2018-01-13,
2018-01-14,
2018-01-15,
2018-01-16,-0.9658
2018-01-17,1.07
2018-01-18,-0.5495
2018-01-19,3.261
2018-01-20,
2018-01-21,
2018-01-22,-0.9918
2018-01-23,-0.2241
2018-01-24,-1.1096
2018-01-25,1.8702
2018-01-26,-1.1015
2018-01-27,
2018-01-28,
2018-01-29,-1.1005
2018-01-30,-0.3352
2018-01-31,-2.4079
2018-02-01,0.1241
2018-02-02,0.4268
2018-02-03,
2018-02-04,
2018-02-05,-3.4681
2018-02-06,1.2922
