date,Unemployment
2004-01-04,100.0
2004-01-11,93.0
2004-01-18,94.0
2004-01-25,99.0
2004-02-01,84.0
2004-02-08,88.0
2004-02-15,79.0
2004-02-22,87.0
2004-02-29,92.0
2004-03-07,72.0
2004-03-14,75.0
2004-03-21,62.0
2004-03-28,89.0
2004-04-04,78.0
2004-04-11,71.0
2004-04-18,80.0
2004-04-25,79.0
2004-05-02,80.0
2004-05-09,70.0
2004-05-16,67.0
2004-05-23,71.0
2004-05-30,72.0
2004-06-06,72.0
2004-06-13,77.0
2004-06-20,70.0
2004-06-27,80.0
2004-07-04,81.0
2004-07-11,79.0
2004-07-18,75.0
2004-07-25,75.0
2004-08-01,72.0
2004-08-08,70.0
2004-08-15,77.0
2004-08-22,69.0
2004-08-29,81.0
2004-09-05,66.0
2004-09-12,70.0
2004-09-19,74.0
2004-09-26,73.0
2004-10-03,72.0
2004-10-10,71.0
2004-10-17,70.0
2004-10-24,72.0
2004-10-31,80.0
2004-11-07,62.0
2004-11-14,74.0
2004-11-21,65.0
2004-11-28,77.0
2004-12-05,66.0
2004-12-12,64.0
2004-12-19,57.0
2004-12-26,75.5
2005-01-02,100.0
2005-01-09,91.0
2005-01-16,89.0
2005-01-23,96.0
2005-01-30,97.0
2005-02-06,87.0
2005-02-13,79.0
2005-02-20,77.0
2005-02-27,88.0
2005-03-06,77.0
2005-03-13,77.0
2005-03-20,74.0
2005-03-27,80.0
2005-04-03,78.0
2005-04-10,84.0
2005-04-17,83.0
2005-04-24,82.0
2005-05-01,81.0
2005-05-08,77.0
2005-05-15,70.0
2005-05-22,72.0
2005-05-29,89.0
2005-06-05,78.0
2005-06-12,78.0
2005-06-19,88.0
2005-06-26,83.0
2005-07-03,80.0
2005-07-10,83.0
2005-07-17,77.0
2005-07-24,82.0
2005-07-31,81.0
2005-08-07,76.0
2005-08-14,71.0
2005-08-21,67.0
2005-08-28,81.0
2005-09-04,89.0
2005-09-11,82.0
2005-09-18,79.0
2005-09-25,74.0
2005-10-02,78.0
2005-10-09,78.0
2005-10-16,78.0
2005-10-23,77.0
2005-10-30,81.0
2005-11-06,79.0
2005-11-13,82.0
2005-11-20,72.0
2005-11-27,83.0
2005-12-04,75.0
2005-12-11,80.0
2005-12-18,72.0
2005-12-25,84.0
2006-01-01,100.0
2006-01-08,92.0
2006-01-15,89.0
2006-01-22,85.0
2006-01-29,88.0
2006-02-05,78.0
2006-02-12,76.0
2006-02-19,75.0
2006-02-26,82.0
2006-03-05,71.0
2006-03-12,71.0
2006-03-19,73.0
2006-03-26,73.0
2006-04-02,87.0
2006-04-09,78.0
2006-04-16,81.0
2006-04-23,81.0
2006-04-30,73.0
2006-05-07,71.0
2006-05-14,75.0
2006-05-21,72.0
2006-05-28,74.0
2006-06-04,81.0
2006-06-11,74.0
2006-06-18,78.0
2006-06-25,89.0
2006-07-02,85.0
2006-07-09,87.0
2006-07-16,84.0
2006-07-23,85.0
2006-07-30,83.0
2006-08-06,83.0
2006-08-13,80.0
2006-08-20,76.0
2006-08-27,76.0
2006-09-03,71.0
2006-09-10,77.0
2006-09-17,73.0
2006-09-24,76.0
2006-10-01,77.0
2006-10-08,79.0
2006-10-15,86.0
2006-10-22,82.0
2006-10-29,81.0
2006-11-05,81.0
2006-11-12,87.0
2006-11-19,67.0
2006-11-26,84.0
2006-12-03,85.0
2006-12-10,79.0
2006-12-17,70.0
2006-12-24,81.0
2006-12-31,100.0
2007-01-07,93.0
2007-01-14,93.0
2007-01-21,98.0
2007-01-28,91.0
2007-02-04,82.0
2007-02-11,84.0
2007-02-18,81.0
2007-02-25,82.0
2007-03-04,81.0
2007-03-11,76.0
2007-03-18,77.0
2007-03-25,77.0
2007-04-01,81.0
2007-04-08,85.0
2007-04-15,81.0
2007-04-22,80.0
2007-04-29,77.0
2007-05-06,76.0
2007-05-13,75.0
2007-05-20,74.0
2007-05-27,71.0
2007-06-03,76.0
2007-06-10,78.0
2007-06-17,72.0
2007-06-24,79.0
2007-07-01,84.0
2007-07-08,87.0
2007-07-15,80.0
2007-07-22,79.0
2007-07-29,84.0
2007-08-05,77.0
2007-08-12,80.0
2007-08-19,80.0
2007-08-26,76.0
2007-09-02,77.0
2007-09-09,75.0
2007-09-16,77.0
2007-09-23,78.0
2007-09-30,82.0
2007-10-07,86.0
2007-10-14,81.0
2007-10-21,82.0
2007-10-28,85.0
2007-11-04,88.0
2007-11-11,88.0
2007-11-18,74.0
2007-11-25,88.0
2007-12-02,89.0
2007-12-09,90.0
2007-12-16,36.0
2007-12-23,39.0
2007-12-30,47.0
2008-01-06,48.0
2008-01-13,48.0
2008-01-20,52.0
2008-01-27,46.0
2008-02-03,43.0
2008-02-10,41.0
2008-02-17,37.0
2008-02-24,39.0
2008-03-02,42.0
2008-03-09,41.0
2008-03-16,40.0
2008-03-23,40.0
2008-03-30,43.0
2008-04-06,42.0
2008-04-13,41.0
2008-04-20,44.0
2008-04-27,41.0
2008-05-04,39.0
2008-05-11,39.0
2008-05-18,40.0
2008-05-25,40.0
2008-06-01,43.0
2008-06-08,44.0
2008-06-15,48.0
2008-06-22,48.0
2008-06-29,52.0
2008-07-06,50.0
2008-07-13,50.0
2008-07-20,53.0
2008-07-27,54.0
2008-08-03,47.0
2008-08-10,48.0
2008-08-17,51.0
2008-08-24,49.0
2008-08-31,56.0
2008-09-07,53.0
2008-09-14,56.0
2008-09-21,51.0
2008-09-28,56.0
2008-10-05,60.0
2008-10-12,57.0
2008-10-19,61.0
2008-10-26,61.0
2008-11-02,69.0
2008-11-09,72.0
2008-11-16,94.0
2008-11-23,76.0
2008-11-30,100.0
2008-12-07,69.0
2008-12-14,64.0
2008-12-21,61.0
2008-12-28,70.0
2009-01-04,94.0
2009-01-11,81.0
2009-01-18,84.0
2009-01-25,92.0
2009-02-01,91.0
2009-02-08,83.0
2009-02-15,87.0
2009-02-22,91.0
2009-03-01,90.0
2009-03-08,86.0
2009-03-15,82.0
2009-03-22,78.0
2009-03-29,82.0
2009-04-05,75.0
2009-04-12,77.0
2009-04-19,78.0
2009-04-26,74.0
2009-05-03,77.0
2009-05-10,74.0
2009-05-17,75.0
2009-05-24,72.0
2009-05-31,77.0
2009-06-07,78.0
2009-06-14,79.0
2009-06-21,81.0
2009-06-28,84.0
2009-07-05,82.0
2009-07-12,85.0
2009-07-19,84.0
2009-07-26,82.0
2009-08-02,85.0
2009-08-09,80.0
2009-08-16,77.0
2009-08-23,76.0
2009-08-30,78.0
2009-09-06,75.0
2009-09-13,77.0
2009-09-20,86.0
2009-09-27,79.0
2009-10-04,94.0
2009-10-11,85.0
2009-10-18,85.0
2009-10-25,89.0
2009-11-01,100.0
2009-11-08,88.0
2009-11-15,85.0
2009-11-22,81.0
2009-11-29,94.0
2009-12-06,52.0
2009-12-13,54.0
2009-12-20,55.0
2009-12-27,59.0
2010-01-03,63.0
2010-01-10,62.0
2010-01-17,60.0
2010-01-24,59.0
2010-01-31,55.0
2010-02-07,49.0
2010-02-14,55.0
2010-02-21,57.0
2010-02-28,63.0
2010-03-07,53.0
2010-03-14,47.0
2010-03-21,52.0
2010-03-28,58.0
2010-04-04,52.0
2010-04-11,66.0
2010-04-18,51.0
2010-04-25,49.0
2010-05-02,48.0
2010-05-09,48.0
2010-05-16,47.0
2010-05-23,49.0
2010-05-30,50.0
2010-06-06,55.0
2010-06-13,62.0
2010-06-20,68.0
2010-06-27,74.0
2010-07-04,63.0
2010-07-11,78.0
2010-07-18,100.0
2010-07-25,61.0
2010-08-01,52.0
2010-08-08,48.0
2010-08-15,47.0
2010-08-22,44.0
2010-08-29,42.0
2010-09-05,43.0
2010-09-12,43.0
2010-09-19,42.0
2010-09-26,42.0
2010-10-03,43.0
2010-10-10,41.0
2010-10-17,41.0
2010-10-24,41.0
2010-10-31,44.0
2010-11-07,45.0
2010-11-14,46.0
2010-11-21,38.0
2010-11-28,100.0
2010-12-05,95.0
2010-12-12,89.0
2010-12-19,79.0
2010-12-26,72.0
2011-01-02,94.0
2011-01-09,87.0
2011-01-16,91.0
2011-01-23,90.0
2011-01-30,80.0
2011-02-06,81.0
2011-02-13,74.0
2011-02-20,70.0
2011-02-27,73.0
2011-03-06,67.0
2011-03-13,62.0
2011-03-20,68.0
2011-03-27,66.0
2011-04-03,68.0
2011-04-10,69.0
2011-04-17,67.0
2011-04-24,65.0
2011-05-01,66.0
2011-05-08,64.0
2011-05-15,62.0
2011-05-22,64.0
2011-05-29,71.0
2011-06-05,64.0
2011-06-12,69.0
2011-06-19,65.0
2011-06-26,70.0
2011-07-03,75.0
2011-07-10,70.0
2011-07-17,70.0
2011-07-24,69.0
2011-07-31,72.0
2011-08-07,72.0
2011-08-14,70.0
2011-08-21,66.0
2011-08-28,66.0
2011-09-04,65.0
2011-09-11,70.0
2011-09-18,67.0
2011-09-25,64.0
2011-10-02,68.0
2011-10-09,68.0
2011-10-16,68.0
2011-10-23,65.0
2011-10-30,65.0
2011-11-06,68.0
2011-11-13,66.0
2011-11-20,66.5
2011-11-27,83.0
2011-12-04,80.0
2011-12-11,87.0
2011-12-18,86.0
2011-12-25,89.0
2012-01-01,100.0
2012-01-08,95.0
2012-01-15,93.0
2012-01-22,95.0
2012-01-29,91.0
2012-02-05,83.0
