date,Job search
2004-01-04,95.0
2004-01-11,100.0
2004-01-18,87.0
2004-01-25,86.0
2004-02-01,77.0
2004-02-08,78.0
2004-02-15,79.0
2004-02-22,77.0
2004-02-29,80.0
2004-03-07,71.0
2004-03-14,76.0
2004-03-21,65.0
2004-03-28,80.0
2004-04-04,72.0
2004-04-11,71.0
2004-04-18,77.0
2004-04-25,69.0
2004-05-02,76.0
2004-05-09,78.0
2004-05-16,78.0
2004-05-23,80.0
2004-05-30,76.0
2004-06-06,77.0
2004-06-13,80.0
2004-06-20,86.0
2004-06-27,73.0
2004-07-04,84.0
2004-07-11,75.0
2004-07-18,72.0
2004-07-25,73.0
2004-08-01,67.0
2004-08-08,72.0
2004-08-15,68.0
2004-08-22,81.0
2004-08-29,63.0
2004-09-05,70.0
2004-09-12,66.0
2004-09-19,61.0
2004-09-26,60.0
2004-10-03,63.0
2004-10-10,63.0
2004-10-17,56.0
2004-10-24,65.0
2004-10-31,60.0
2004-11-07,71.0
2004-11-14,57.0
2004-11-21,48.0
2004-11-28,61.0
2004-12-05,50.0
2004-12-12,47.0
2004-12-19,46.0
2004-12-26,60.5
2005-01-02,100.0
2005-01-09,89.0
2005-01-16,83.0
2005-01-23,83.0
2005-01-30,77.0
2005-02-06,75.0
2005-02-13,71.0
2005-02-20,77.0
2005-02-27,72.0
2005-03-06,75.0
2005-03-13,65.0
2005-03-20,80.0
2005-03-27,76.0
2005-04-03,65.0
2005-04-10,71.0
2005-04-17,73.0
2005-04-24,67.0
2005-05-01,70.0
2005-05-08,63.0
2005-05-15,71.0
2005-05-22,71.0
2005-05-29,71.0
2005-06-05,77.0
2005-06-12,79.0
2005-06-19,80.0
2005-06-26,77.0
2005-07-03,72.0
2005-07-10,72.0
2005-07-17,71.0
2005-07-24,72.0
2005-07-31,68.0
2005-08-07,75.0
2005-08-14,75.0
2005-08-21,69.0
2005-08-28,69.0
2005-09-04,72.0
2005-09-11,66.0
2005-09-18,68.0
2005-09-25,69.0
2005-10-02,63.0
2005-10-09,63.0
2005-10-16,64.0
2005-10-23,56.0
2005-10-30,65.0
2005-11-06,57.0
2005-11-13,56.0
2005-11-20,47.0
2005-11-27,52.0
2005-12-04,48.0
2005-12-11,54.0
2005-12-18,43.0
2005-12-25,80.0
2006-01-01,99.0
2006-01-08,95.0
2006-01-15,97.0
2006-01-22,100.0
2006-01-29,90.0
2006-02-05,88.0
2006-02-12,76.0
2006-02-19,85.0
2006-02-26,88.0
2006-03-05,80.0
2006-03-12,83.0
2006-03-19,89.0
2006-03-26,88.0
2006-04-02,88.0
2006-04-09,74.0
2006-04-16,82.0
2006-04-23,80.0
2006-04-30,78.0
2006-05-07,78.0
2006-05-14,84.0
2006-05-21,83.0
2006-05-28,86.0
2006-06-04,93.0
2006-06-11,94.0
2006-06-18,91.0
2006-06-25,85.0
2006-07-02,85.0
2006-07-09,84.0
2006-07-16,85.0
2006-07-23,87.0
2006-07-30,81.0
2006-08-06,91.0
2006-08-13,84.0
2006-08-20,87.0
2006-08-27,81.0
2006-09-03,78.0
2006-09-10,83.0
2006-09-17,79.0
2006-09-24,81.0
2006-10-01,75.0
2006-10-08,76.0
2006-10-15,80.0
2006-10-22,72.0
2006-10-29,69.0
2006-11-05,73.0
2006-11-12,71.0
2006-11-19,57.0
2006-11-26,72.0
2006-12-03,69.0
2006-12-10,62.0
2006-12-17,60.0
2006-12-24,67.0
2006-12-31,100.0
2007-01-07,87.0
2007-01-14,84.0
2007-01-21,84.0
2007-01-28,84.0
2007-02-04,78.0
2007-02-11,74.0
2007-02-18,74.0
2007-02-25,77.0
2007-03-04,74.0
2007-03-11,72.0
2007-03-18,72.0
2007-03-25,71.0
2007-04-01,78.0
2007-04-08,78.0
2007-04-15,76.0
2007-04-22,75.0
2007-04-29,73.0
2007-05-06,72.0
2007-05-13,77.0
2007-05-20,76.0
2007-05-27,83.0
2007-06-03,81.0
2007-06-10,82.0
2007-06-17,81.0
2007-06-24,81.0
2007-07-01,78.0
2007-07-08,87.0
2007-07-15,82.0
2007-07-22,77.0
2007-07-29,83.0
2007-08-05,73.0
2007-08-12,77.0
2007-08-19,85.0
2007-08-26,80.0
2007-09-02,79.0
2007-09-09,76.0
2007-09-16,74.0
2007-09-23,66.0
2007-09-30,67.0
2007-10-07,71.0
2007-10-14,71.0
2007-10-21,65.0
2007-10-28,66.0
2007-11-04,63.0
2007-11-11,63.0
2007-11-18,54.0
2007-11-25,63.0
2007-12-02,59.0
2007-12-09,56.0
2007-12-16,57.0
2007-12-23,62.0
2007-12-30,80.0
2008-01-06,100.0
2008-01-13,87.0
2008-01-20,82.0
2008-01-27,81.0
2008-02-03,79.0
2008-02-10,68.0
2008-02-17,83.0
2008-02-24,81.0
2008-03-02,65.0
2008-03-09,71.0
2008-03-16,72.0
2008-03-23,78.0
2008-03-30,76.0
2008-04-06,78.0
2008-04-13,66.0
2008-04-20,72.0
2008-04-27,74.0
2008-05-04,81.0
2008-05-11,78.0
2008-05-18,78.0
2008-05-25,73.0
2008-06-01,82.0
2008-06-08,84.0
2008-06-15,84.0
2008-06-22,68.0
2008-06-29,67.0
2008-07-06,82.0
2008-07-13,81.0
2008-07-20,74.0
2008-07-27,77.0
2008-08-03,72.0
2008-08-10,76.0
2008-08-17,76.0
2008-08-24,75.0
2008-08-31,78.0
2008-09-07,80.0
2008-09-14,75.0
2008-09-21,79.0
2008-09-28,76.0
2008-10-05,71.0
2008-10-12,75.0
2008-10-19,73.0
2008-10-26,67.0
2008-11-02,71.0
2008-11-09,75.0
2008-11-16,76.0
2008-11-23,57.0
2008-11-30,78.0
2008-12-07,66.0
2008-12-14,57.0
2008-12-21,48.0
2008-12-28,66.0
2009-01-04,100.0
2009-01-11,94.0
2009-01-18,88.0
2009-01-25,86.0
2009-02-01,86.0
2009-02-08,71.0
2009-02-15,74.0
2009-02-22,74.0
2009-03-01,74.0
2009-03-08,72.0
2009-03-15,73.0
2009-03-22,70.0
2009-03-29,72.0
2009-04-05,68.0
2009-04-12,65.0
2009-04-19,69.0
2009-04-26,66.0
2009-05-03,67.0
2009-05-10,73.0
2009-05-17,72.0
2009-05-24,76.0
2009-05-31,77.0
2009-06-07,79.0
2009-06-14,80.0
2009-06-21,77.0
2009-06-28,73.0
2009-07-05,78.0
2009-07-12,76.0
2009-07-19,76.0
2009-07-26,72.0
2009-08-02,74.0
2009-08-09,75.0
2009-08-16,78.0
2009-08-23,73.0
2009-08-30,69.0
2009-09-06,71.0
2009-09-13,68.0
2009-09-20,63.0
2009-09-27,63.0
2009-10-04,59.0
2009-10-11,57.0
2009-10-18,56.0
2009-10-25,59.0
2009-11-01,66.0
2009-11-08,60.0
2009-11-15,57.0
2009-11-22,46.0
2009-11-29,58.0
2009-12-06,69.0
2009-12-13,59.0
2009-12-20,53.0
2009-12-27,82.0
2010-01-03,96.0
2010-01-10,100.0
2010-01-17,91.0
2010-01-24,90.0
2010-01-31,83.0
2010-02-07,75.0
2010-02-14,85.0
2010-02-21,85.0
2010-02-28,79.0
2010-03-07,77.0
2010-03-14,76.0
2010-03-21,77.0
2010-03-28,74.0
2010-04-04,73.0
2010-04-11,69.0
2010-04-18,67.0
2010-04-25,67.0
2010-05-02,65.0
2010-05-09,72.0
2010-05-16,75.0
2010-05-23,68.0
2010-05-30,64.0
2010-06-06,69.0
2010-06-13,71.0
2010-06-20,70.0
2010-06-27,71.0
2010-07-04,72.0
2010-07-11,63.0
2010-07-18,61.0
2010-07-25,60.0
2010-08-01,48.0
2010-08-08,57.0
2010-08-15,62.0
2010-08-22,56.0
2010-08-29,49.0
2010-09-05,49.0
2010-09-12,55.0
2010-09-19,52.0
2010-09-26,46.0
2010-10-03,45.0
2010-10-10,44.0
2010-10-17,44.0
2010-10-24,45.0
2010-10-31,44.0
2010-11-07,46.0
2010-11-14,44.0
2010-11-21,33.0
2010-11-28,58.0
2010-12-05,55.0
2010-12-12,50.0
2010-12-19,47.0
2010-12-26,57.0
2011-01-02,100.0
2011-01-09,89.0
2011-01-16,86.0
2011-01-23,87.0
2011-01-30,75.0
2011-02-06,74.0
2011-02-13,71.0
2011-02-20,70.0
2011-02-27,71.0
2011-03-06,71.0
2011-03-13,67.0
2011-03-20,77.0
2011-03-27,78.0
2011-04-03,75.0
2011-04-10,70.0
2011-04-17,68.0
2011-04-24,71.0
2011-05-01,69.0
2011-05-08,82.0
2011-05-15,78.0
2011-05-22,76.0
2011-05-29,71.0
2011-06-05,78.0
2011-06-12,82.0
2011-06-19,70.0
2011-06-26,73.0
2011-07-03,73.0
2011-07-10,76.0
2011-07-17,74.0
2011-07-24,71.0
2011-07-31,74.0
2011-08-07,75.0
2011-08-14,70.0
2011-08-21,66.0
2011-08-28,70.0
2011-09-04,62.0
2011-09-11,70.0
2011-09-18,66.0
2011-09-25,67.0
2011-10-02,62.0
2011-10-09,62.0
2011-10-16,62.0
2011-10-23,62.0
2011-10-30,60.0
2011-11-06,56.0
2011-11-13,57.0
2011-11-20,47.5
2011-11-27,76.0
2011-12-04,74.0
2011-12-11,67.0
2011-12-18,57.0
2011-12-25,69.0
2012-01-01,92.0
2012-01-08,100.0
2012-01-15,92.0
2012-01-22,89.0
2012-01-29,92.0
2012-02-05,81.0
2012-02-12,71.0
2012-02-19,72.0
2012-02-26,82.0
2012-03-04,82.0
2012-03-11,74.0
2012-03-18,76.0
2012-03-25,82.0
2012-04-01,73.0
2012-04-08,79.0
2012-04-15,85.0
2012-04-22,83.0
2012-04-29,80.0
2012-05-06,82.0
2012-05-13,85.0
2012-05-20,83.0
2012-05-27,82.0
2012-06-03,79.0
2012-06-10,85.0
2012-06-17,81.0
2012-06-24,80.0
2012-07-01,68.0
2012-07-08,87.0
2012-07-15,87.0
2012-07-22,83.0
2012-07-29,79.0
2012-08-05,73.0
2012-08-12,74.0
2012-08-19,75.0
2012-08-26,77.0
2012-09-02,71.0
2012-09-09,78.0
2012-09-16,70.0
2012-09-23,77.0
2012-09-30,71.0
2012-10-07,72.0
2012-10-14,73.0
2012-10-21,64.0
2012-10-28,60.0
2012-11-04,63.0
2012-11-11,65.0
2012-11-18,54.0
2012-11-25,73.0
2012-12-02,75.0
2012-12-09,63.0
2012-12-16,62.0
2012-12-23,57.0
2012-12-30,87.0
2013-01-06,93.0
2013-01-13,100.0
2013-01-20,89.0
2013-01-27,91.0
2013-02-03,82.0
2013-02-10,73.0
2013-02-17,82.0
2013-02-24,82.0
2013-03-03,84.0
2013-03-10,82.0
2013-03-17,78.0
2013-03-24,79.0
2013-03-31,75.0
2013-04-07,82.0
2013-04-14,77.0
2013-04-21,80.0
2013-04-28,82.0
2013-05-05,80.0
2013-05-12,82.0
2013-05-19,87.0
2013-05-26,81.0
2013-06-02,87.0
2013-06-09,88.0
2013-06-16,84.0
2013-06-23,85.0
2013-06-30,69.0
2013-07-07,89.0
2013-07-14,84.0
2013-07-21,78.0
2013-07-28,88.0
2013-08-04,85.0
2013-08-11,82.0
2013-08-18,82.0
2013-08-25,78.0
2013-09-01,69.0
2013-09-08,78.0
2013-09-15,71.0
2013-09-22,72.0
2013-09-29,70.0
2013-10-06,68.0
2013-10-13,69.0
2013-10-20,69.0
2013-10-27,71.0
2013-11-03,68.0
2013-11-10,75.0
2013-11-17,78.0
2013-11-24,54.0
2013-12-01,67.0
2013-12-08,69.0
2013-12-15,69.0
2013-12-22,52.0
2013-12-29,78.0
2014-01-05,100.0
2014-01-12,96.0
2014-01-19,89.0
2014-01-26,87.0
2014-02-02,79.0
2014-02-09,74.0
2014-02-16,84.0
2014-02-23,84.0
2014-03-02,83.0
2014-03-09,81.0
2014-03-16,76.0
2014-03-23,86.0
2014-03-30,78.0
2014-04-06,81.0
2014-04-13,79.0
2014-04-20,79.0
2014-04-27,75.0
2014-05-04,74.0
2014-05-11,81.0
2014-05-18,80.0
2014-05-25,78.0
2014-06-01,85.0
2014-06-08,83.0
2014-06-15,85.0
2014-06-22,81.0
2014-06-29,66.0
2014-07-06,85.0
2014-07-13,82.0
2014-07-20,80.0
2014-07-27,79.0
2014-08-03,81.0
2014-08-10,79.0
2014-08-17,83.0
2014-08-24,78.0
2014-08-31,76.0
2014-09-07,84.0
2014-09-14,74.0
2014-09-21,77.0
2014-09-28,76.0
2014-10-05,71.0
2014-10-12,71.0
2014-10-19,73.0
2014-10-26,66.0
2014-11-02,73.0
2014-11-09,80.0
2014-11-16,74.0
2014-11-23,55.0
2014-11-30,73.0
2014-12-07,68.0
2014-12-14,63.0
2014-12-21,49.0
2014-12-28,71.0
2015-01-04,100.0
2015-01-11,87.0
2015-01-18,85.0
2015-01-25,82.0
2015-02-01,74.0
2015-02-08,80.0
2015-02-15,78.0
2015-02-22,75.0
2015-03-01,76.0
2015-03-08,77.0
2015-03-15,80.0
2015-03-22,75.0
2015-03-29,72.0
2015-04-05,75.0
2015-04-12,77.0
2015-04-19,75.0
2015-04-26,73.0
2015-05-03,74.0
2015-05-10,81.0
2015-05-17,75.0
2015-05-24,65.0
2015-05-31,76.0
2015-06-07,75.0
2015-06-14,73.0
2015-06-21,67.0
2015-06-28,67.0
2015-07-05,74.0
2015-07-12,73.0
2015-07-19,68.0
2015-07-26,79.0
2015-08-02,72.0
2015-08-09,68.0
2015-08-16,67.0
2015-08-23,71.0
2015-08-30,67.0
2015-09-06,62.0
2015-09-13,69.0
2015-09-20,66.0
2015-09-27,61.0
2015-10-04,57.0
2015-10-11,58.0
2015-10-18,63.0
2015-10-25,59.0
2015-11-01,89.0
2015-11-08,75.0
2015-11-15,80.0
2015-11-22,59.0
2015-11-29,78.0
2015-12-06,74.0
2015-12-13,66.0
2015-12-20,58.0
2015-12-27,77.0
2016-01-03,100.0
2016-01-10,92.0
2016-01-17,88.0
2016-01-24,85.0
2016-01-31,80.0
2016-02-07,79.0
2016-02-14,77.0
2016-02-21,83.0
2016-02-28,83.0
2016-03-06,79.0
2016-03-13,80.0
2016-03-20,71.0
2016-03-27,80.0
2016-04-03,88.0
2016-04-10,84.0
2016-04-17,77.0
2016-04-24,75.0
2016-05-01,80.0
2016-05-08,84.0
2016-05-15,77.0
2016-05-22,79.0
2016-05-29,68.0
2016-06-05,77.0
2016-06-12,69.0
2016-06-19,78.0
2016-06-26,73.0
2016-07-03,71.0
2016-07-10,79.0
2016-07-17,76.0
2016-07-24,73.0
2016-07-31,84.0
2016-08-07,68.0
2016-08-14,66.0
2016-08-21,72.0
2016-08-28,70.0
2016-09-04,71.0
2016-09-11,68.0
2016-09-18,77.0
2016-09-25,69.0
2016-10-02,63.0
2016-10-09,64.0
2016-10-16,67.0
2016-10-23,65.0
2016-10-30,76.0
2016-11-06,71.0
2016-11-13,78.0
2016-11-20,56.0
2016-11-27,80.0
2016-12-04,82.0
2016-12-11,67.0
2016-12-18,63.0
2016-12-25,67.0
2017-01-01,99.0
2017-01-08,97.0
2017-01-15,96.0
2017-01-22,94.0
2017-01-29,92.0
2017-02-05,84.0
2017-02-12,85.0
2017-02-19,87.0
2017-02-26,85.0
2017-03-05,82.0
2017-03-12,80.0
2017-03-19,88.0
2017-03-26,87.0
2017-04-02,88.0
2017-04-09,84.0
2017-04-16,86.0
2017-04-23,81.0
2017-04-30,97.0
2017-05-07,90.0
2017-05-14,86.0
2017-05-21,82.0
2017-05-28,79.0
2017-06-04,87.0
2017-06-11,76.0
2017-06-18,100.0
2017-06-25,79.0
2017-07-02,75.0
2017-07-09,90.0
2017-07-16,79.0
2017-07-23,94.0
2017-07-30,90.0
2017-08-06,87.0
2017-08-13,78.0
2017-08-20,77.0
2017-08-27,81.0
2017-09-03,75.0
2017-09-10,81.0
2017-09-17,81.0
2017-09-24,81.0
2017-10-01,83.0
2017-10-08,79.0
2017-10-15,77.0
2017-10-22,26.0
2017-10-29,25.0
2017-11-05,26.0
2017-11-12,26.0
2017-11-19,17.0
2017-11-26,22.0
2017-12-03,23.0
2017-12-10,22.0
2017-12-17,20.0
2017-12-24,20.0
2017-12-31,28.0
2018-01-07,30.0
2018-01-14,31.0
2018-01-21,28.0
2018-01-28,28.0
2018-02-04,28.0
2018-02-11,26.0
2018-02-18,28.0
2018-02-25,28.0
2018-03-04,26.0
2018-03-11,22.0
2018-03-18,26.0
2018-03-25,27.0
2018-04-01,27.0
2018-04-08,25.0
2018-04-15,25.0
2018-04-22,26.0
2018-04-29,26.0
2018-05-06,26.0
2018-05-13,26.0
2018-05-20,85.0
2018-05-27,97.0
2018-06-03,84.0
2018-06-10,86.0
2018-06-17,94.0
2018-06-24,96.0
2018-07-01,90.0
2018-07-08,100.0
2018-07-15,93.0
2018-07-22,87.0
2018-07-29,53.0
2018-08-05,36.0
2018-08-12,33.0
2018-08-19,29.0
2018-08-26,31.0
2018-09-02,32.0
2018-09-09,31.0
2018-09-16,28.0
2018-09-23,34.0
2018-09-30,31.0
2018-10-07,31.0
2018-10-14,32.0
2018-10-21,35.0
2018-10-28,38.0
2018-11-04,32.0
2018-11-11,30.0
2018-11-18,23.0
2018-11-25,30.0
2018-12-02,31.0
2018-12-09,27.0
2018-12-16,26.0
2018-12-23,22.0
2018-12-30,31.0
2019-01-06,38.0
2019-01-13,37.0
2019-01-20,34.0
2019-01-27,34.0
2019-02-03,38.0
2019-02-10,28.0
2019-02-17,31.0
2019-02-24,31.0
2019-03-03,33.0
2019-03-10,28.0
2019-03-17,33.0
2019-03-24,29.0
2019-03-31,29.0
2019-04-07,32.0
2019-04-14,28.0
2019-04-21,29.0
2019-04-28,28.0
2019-05-05,34.0
2019-05-12,92.0
2019-05-19,100.0
2019-05-26,35.0
2019-06-02,38.0
2019-06-09,33.0
2019-06-16,35.0
2019-06-23,34.0
2019-06-30,28.0
2019-07-07,35.0
2019-07-14,33.0
2019-07-21,29.0
2019-07-28,30.0
2019-08-04,31.0
2019-08-11,32.0
2019-08-18,28.0
2019-08-25,28.0
2019-09-01,28.0
2019-09-08,26.0
2019-09-15,31.0
2019-09-22,28.0
2019-09-29,32.0
2019-10-06,30.0
2019-10-13,85.0
2019-10-20,85.0
2019-10-27,82.0
2019-11-03,100.0
2019-11-10,79.0
2019-11-17,79.0
2019-11-24,57.0
2019-12-01,78.0
2019-12-08,81.0
2019-12-15,65.0
2019-12-22,54.0
2019-12-29,76.0
2020-01-05,99.0
2020-01-12,98.0
2020-01-19,95.0
2020-01-26,91.0
2020-02-02,80.0
2020-02-09,91.0
2020-02-16,91.0
2020-02-23,84.0
2020-03-01,85.0
2020-03-08,72.0
2020-03-15,62.0
2020-03-22,69.0
2020-03-29,77.0
2020-04-05,79.0
2020-04-12,72.0
2020-04-19,73.0
2020-04-26,71.0
2020-05-03,80.0
2020-05-10,80.0
2020-05-17,84.0
2020-05-24,85.0
2020-05-31,77.0
2020-06-07,93.0
2020-06-14,90.0
2020-06-21,90.0
2020-06-28,91.0
2020-07-05,90.0
2020-07-12,89.0
2020-07-19,80.0
2020-07-26,87.0
2020-08-02,79.0
2020-08-09,91.0
2020-08-16,73.0
2020-08-23,69.0
2020-08-30,81.0
2020-09-06,73.0
2020-09-13,67.0
2020-09-20,68.0
2020-09-27,72.0
2020-10-04,88.0
2020-10-11,87.0
2020-10-18,84.0
2020-10-25,86.0
2020-11-01,74.0
2020-11-08,88.0
2020-11-15,77.0
2020-11-22,62.0
2020-11-29,81.0
2020-12-06,81.0
2020-12-13,70.0
2020-12-20,57.0
2020-12-27,65.0
2021-01-03,85.0
2021-01-10,91.0
2021-01-17,82.0
2021-01-24,83.0
2021-01-31,80.0
2021-02-07,77.0
2021-02-14,70.0
2021-02-21,77.0
2021-02-28,84.0
2021-03-07,83.0
2021-03-14,67.0
2021-03-21,68.0
2021-03-28,69.0
2021-04-04,75.0
2021-04-11,73.0
2021-04-18,78.0
2021-04-25,86.0
2021-05-02,93.0
2021-05-09,90.0
2021-05-16,92.0
2021-05-23,97.0
2021-05-30,100.0
2021-06-06,96.0
2021-06-13,97.0
2021-06-20,87.0
2021-06-27,89.0
2021-07-04,90.0
2021-07-11,97.0
2021-07-18,95.0
2021-07-25,92.0
2021-08-01,86.0
2021-08-08,76.0
2021-08-15,85.0
2021-08-22,95.0
2021-08-29,85.0
2021-09-05,75.0
2021-09-12,76.0
2021-09-19,80.0
2021-09-26,74.0
2021-10-03,79.0
2021-10-10,85.0
2021-10-17,77.0
2021-10-24,78.0
2021-10-31,78.0
2021-11-07,75.0
2021-11-14,72.0
2021-11-21,55.0
2021-11-28,73.0
2021-12-05,69.0
2021-12-12,65.0
2021-12-19,51.0
2021-12-26,61.0
2022-01-02,91.0
2022-01-09,86.0
2022-01-16,82.0
2022-01-23,85.0
2022-01-30,96.0
2022-02-06,92.0
2022-02-13,90.0
2022-02-20,86.0
2022-02-27,91.0
2022-03-06,91.0
2022-03-13,84.0
2022-03-20,81.0
2022-03-27,89.0
2022-04-03,94.0
2022-04-10,91.0
2022-04-17,100.0
2022-04-24,93.0
2022-05-01,80.0
2022-05-08,84.0
2022-05-15,83.0
2022-05-22,81.0
2022-05-29,85.0
2022-06-05,86.0
2022-06-12,79.0
2022-06-19,86.0
2022-06-26,87.0
2022-07-03,82.0
2022-07-10,80.0
2022-07-17,84.0
2022-07-24,84.0
2022-07-31,89.0
2022-08-07,82.0
2022-08-14,86.0
2022-08-21,91.0
2022-08-28,84.0
2022-09-04,76.0
2022-09-11,84.0
2022-09-18,84.0
