date,Job
2004-01-04,100.0
2004-01-11,96.0
2004-01-18,95.0
2004-01-25,92.0
2004-02-01,86.0
2004-02-08,87.0
2004-02-15,86.0
2004-02-22,84.0
2004-02-29,84.0
2004-03-07,81.0
2004-03-14,86.0
2004-03-21,81.0
2004-03-28,94.0
2004-04-04,86.0
2004-04-11,82.0
2004-04-18,92.0
2004-04-25,96.0
2004-05-02,94.0
2004-05-09,86.0
2004-05-16,96.0
2004-05-23,94.0
2004-05-30,91.0
2004-06-06,94.0
2004-06-13,90.0
2004-06-20,93.0
2004-06-27,84.0
2004-07-04,88.0
2004-07-11,92.0
2004-07-18,91.0
2004-07-25,93.0
2004-08-01,92.0
2004-08-08,87.0
2004-08-15,87.0
2004-08-22,88.0
2004-08-29,84.0
2004-09-05,87.0
2004-09-12,85.0
2004-09-19,85.0
2004-09-26,83.0
2004-10-03,86.0
2004-10-10,82.0
2004-10-17,80.0
2004-10-24,84.0
2004-10-31,76.0
2004-11-07,69.0
2004-11-14,82.0
2004-11-21,63.0
2004-11-28,78.0
2004-12-05,71.0
2004-12-12,71.0
2004-12-19,50.0
2004-12-26,78.5
2005-01-02,93.0
2005-01-09,94.0
2005-01-16,95.0
2005-01-23,100.0
2005-01-30,89.0
2005-02-06,86.0
2005-02-13,88.0
2005-02-20,90.0
2005-02-27,88.0
2005-03-06,89.0
2005-03-13,88.0
2005-03-20,90.0
2005-03-27,90.0
2005-04-03,89.0
2005-04-10,91.0
2005-04-17,90.0
2005-04-24,91.0
2005-05-01,89.0
2005-05-08,95.0
2005-05-15,100.0
2005-05-22,94.0
2005-05-29,93.0
2005-06-05,93.0
2005-06-12,92.0
2005-06-19,92.0
2005-06-26,93.0
2005-07-03,89.0
2005-07-10,93.0
2005-07-17,92.0
2005-07-24,96.0
2005-07-31,89.0
2005-08-07,92.0
2005-08-14,88.0
2005-08-21,88.0
2005-08-28,83.0
2005-09-04,90.0
2005-09-11,89.0
2005-09-18,87.0
2005-09-25,87.0
2005-10-02,85.0
2005-10-09,82.0
2005-10-16,82.0
2005-10-23,79.0
2005-10-30,83.0
2005-11-06,79.0
2005-11-13,75.0
2005-11-20,65.0
2005-11-27,76.0
2005-12-04,70.0
2005-12-11,69.0
2005-12-18,63.0
2005-12-25,75.0
2006-01-01,96.0
2006-01-08,94.0
2006-01-15,90.0
2006-01-22,93.0
2006-01-29,92.0
2006-02-05,87.0
2006-02-12,80.0
2006-02-19,87.0
2006-02-26,87.0
2006-03-05,89.0
2006-03-12,89.0
2006-03-19,92.0
2006-03-26,91.0
2006-04-02,93.0
2006-04-09,90.0
2006-04-16,91.0
2006-04-23,91.0
2006-04-30,92.0
2006-05-07,93.0
2006-05-14,96.0
2006-05-21,97.0
2006-05-28,95.0
2006-06-04,95.0
2006-06-11,94.0
2006-06-18,93.0
2006-06-25,93.0
2006-07-02,89.0
2006-07-09,95.0
2006-07-16,91.0
2006-07-23,100.0
2006-07-30,92.0
2006-08-06,100.0
2006-08-13,94.0
2006-08-20,93.0
2006-08-27,90.0
2006-09-03,87.0
2006-09-10,90.0
2006-09-17,91.0
2006-09-24,91.0
2006-10-01,86.0
2006-10-08,87.0
2006-10-15,88.0
2006-10-22,84.0
2006-10-29,82.0
2006-11-05,80.0
2006-11-12,81.0
2006-11-19,62.0
2006-11-26,81.0
2006-12-03,76.0
2006-12-10,73.0
2006-12-17,60.0
2006-12-24,66.0
2006-12-31,94.0
2007-01-07,97.0
2007-01-14,88.0
2007-01-21,91.0
2007-01-28,86.0
2007-02-04,84.0
2007-02-11,75.0
2007-02-18,80.0
2007-02-25,87.0
2007-03-04,87.0
2007-03-11,81.0
2007-03-18,85.0
2007-03-25,85.0
2007-04-01,83.0
2007-04-08,88.0
2007-04-15,85.0
2007-04-22,88.0
2007-04-29,85.0
2007-05-06,91.0
2007-05-13,94.0
2007-05-20,92.0
2007-05-27,91.0
2007-06-03,92.0
2007-06-10,93.0
2007-06-17,94.0
2007-06-24,96.0
2007-07-01,89.0
2007-07-08,100.0
2007-07-15,89.0
2007-07-22,94.0
2007-07-29,95.0
2007-08-05,93.0
2007-08-12,95.0
2007-08-19,93.0
2007-08-26,90.0
2007-09-02,91.0
2007-09-09,88.0
2007-09-16,87.0
2007-09-23,90.0
2007-09-30,88.0
2007-10-07,87.0
2007-10-14,89.0
2007-10-21,86.0
2007-10-28,83.0
2007-11-04,87.0
2007-11-11,88.0
2007-11-18,63.0
2007-11-25,81.0
2007-12-02,77.0
2007-12-09,75.0
2007-12-16,64.0
2007-12-23,61.0
2007-12-30,81.0
2008-01-06,100.0
2008-01-13,90.0
2008-01-20,88.0
2008-01-27,84.0
2008-02-03,81.0
2008-02-10,72.0
2008-02-17,82.0
2008-02-24,85.0
2008-03-02,86.0
2008-03-09,85.0
2008-03-16,82.0
2008-03-23,89.0
2008-03-30,83.0
2008-04-06,89.0
2008-04-13,87.0
2008-04-20,90.0
2008-04-27,85.0
2008-05-04,85.0
2008-05-11,88.0
2008-05-18,88.0
2008-05-25,92.0
2008-06-01,95.0
2008-06-08,91.0
2008-06-15,95.0
2008-06-22,89.0
2008-06-29,89.0
2008-07-06,95.0
2008-07-13,92.0
2008-07-20,92.0
2008-07-27,96.0
2008-08-03,86.0
2008-08-10,87.0
2008-08-17,89.0
2008-08-24,90.0
2008-08-31,89.0
2008-09-07,95.0
2008-09-14,94.0
2008-09-21,94.0
2008-09-28,85.0
2008-10-05,91.0
2008-10-12,91.0
2008-10-19,90.0
2008-10-26,90.0
2008-11-02,88.0
2008-11-09,96.0
2008-11-16,89.0
2008-11-23,71.0
2008-11-30,92.0
2008-12-07,73.0
2008-12-14,69.0
