date,bank,google
2004-01-01,55.0,39.0
2004-01-02,86.0,28.0
2004-01-03,63.0,35.0
2004-01-04,52.0,31.0
2004-01-05,44.0,26.0
2004-01-06,83.0,25.0
2004-01-07,72.0,26.0
2004-01-08,72.0,31.0
2004-01-09,77.0,18.0
2004-01-10,64.0,36.0
2004-01-11,37.0,34.0
2004-01-12,69.0,31.0
2004-01-13,79.0,25.0
2004-01-14,84.0,27.0
2004-01-15,79.0,26.0
2004-01-16,80.0,28.0
2004-01-17,56.0,37.0
2004-01-18,39.0,34.0
2004-01-19,68.0,23.0
2004-01-20,80.0,28.0
2004-01-21,70.0,24.0
2004-01-22,79.0,27.0
2004-01-23,75.0,29.0
2004-01-24,59.0,35.0
2004-01-25,45.0,28.0
2004-01-26,78.0,28.0
2004-01-27,76.0,24.0
2004-01-28,71.0,29.0
2004-01-29,79.0,30.0
2004-01-30,69.0,28.0
2004-01-31,58.0,33.0
2004-02-01,39.0,36.0
2004-02-02,65.0,24.0
2004-02-03,68.0,32.0
2004-02-04,71.0,27.0
2004-02-05,78.0,28.0
2004-02-06,73.0,27.0
2004-02-07,46.0,31.0
2004-02-08,58.0,35.0
2004-02-09,72.0,35.0
2004-02-10,67.0,23.0
2004-02-11,69.0,31.0
2004-02-12,69.0,27.0
2004-02-13,83.0,33.0
2004-02-14,63.0,29.0
2004-02-15,45.0,21.0
2004-02-16,70.0,20.0
2004-02-17,70.0,22.0
2004-02-18,66.0,27.0
2004-02-19,72.0,25.0
2004-02-20,77.0,27.0
2004-02-21,54.0,27.0
2004-02-22,54.0,30.0
2004-02-23,61.0,30.0
2004-02-24,73.0,31.0
2004-02-25,59.0,28.0
2004-02-26,73.0,29.0
2004-02-27,80.0,23.0
2004-02-28,56.0,29.0
2004-02-29,52.0,23.0
2004-03-01,91.0,30.0
2004-03-02,74.0,27.0
2004-03-03,43.0,29.0
2004-03-04,79.0,30.0
2004-03-05,46.0,30.0
2004-03-06,63.0,31.0
2004-03-07,30.0,28.0
2004-03-08,0.0,0.0
2004-03-09,0.0,0.0
2004-03-10,78.0,23.0
2004-03-11,51.0,24.0
2004-03-12,100.0,25.0
2004-03-13,59.0,30.0
2004-03-14,55.0,27.0
2004-03-15,77.0,23.0
