ticker,EMLL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-06-07,12.0
2010-06-09,-10.7143
2010-07-12,12.0
2010-07-19,0.0
2010-07-21,-35.7143
2010-07-22,44.4444
2010-08-10,-98.9183
2010-08-11,-57.7778
2010-08-12,-26.3158
2010-08-13,150.0
2010-08-16,-48.5714
2010-08-17,16.6667
2010-08-18,-38.0952
2010-08-19,0.0
2010-08-20,0.0
2010-08-23,0.0
2010-08-24,-23.0769
2010-08-25,10.0
2010-08-26,-45.4545
2010-08-27,33.3333
2010-08-30,25.0
2010-08-31,-20.0
2010-09-01,0.0
2010-09-02,25.0
2010-09-03,0.0
2010-09-07,10.0
2010-09-08,-9.0909
2010-09-09,-20.0
2010-09-10,-37.5
2010-09-13,0.0
2010-09-14,20.0
2010-09-15,0.0
2010-09-16,66.6667
2010-09-17,-20.0
2010-09-20,25.0
2010-09-21,-20.0
2010-09-22,0.0
2010-09-23,0.0
2010-09-24,0.0
2010-09-27,0.0
2010-09-28,-25.0
2010-09-29,33.3333
2010-09-30,-25.0
2010-10-01,0.0
2010-10-04,33.3333
2010-10-05,0.0
2010-10-06,0.0
2010-10-07,0.0
2010-10-08,0.0
2010-10-11,37.5
2010-10-12,-9.0909
2010-10-13,0.0
2010-10-14,-20.0
2010-10-15,-25.0
2010-10-18,-16.6667
2010-10-19,0.0
2010-10-20,0.0
2010-10-21,0.0
2010-10-22,0.0
2010-10-25,0.0
2010-10-26,0.0
2010-10-27,0.0
2010-10-28,0.0
2010-10-29,0.0
2010-11-01,0.0
2010-11-02,-40.0
2010-11-03,0.0
2010-11-04,0.0
2010-11-05,66.6667
2010-11-08,0.0
2010-11-09,20.0
2010-11-10,33.3333
2010-11-11,25.0
2010-11-12,10.0
2010-11-15,63.6364
2010-11-16,-27.7778
2010-11-17,-15.3846
2010-11-18,-9.0909
2010-11-19,0.0
2010-11-22,0.0
2010-11-23,0.0
2010-11-24,0.0
2010-11-26,0.0
2010-11-29,-20.0
2010-11-30,25.0
2010-12-01,0.0
2010-12-02,0.0
2010-12-03,-20.0
2010-12-06,-25.0
2010-12-07,0.0
2010-12-08,0.0
2010-12-09,0.0
2010-12-10,0.0
2010-12-13,-16.6667
2010-12-14,20.0
2010-12-15,0.0
2010-12-16,0.0
2010-12-17,0.0
2010-12-20,-16.6667
2010-12-21,60.0
2010-12-22,0.0
2010-12-23,0.0
2010-12-27,0.0
2010-12-28,0.0
2010-12-29,0.0
2010-12-30,37.5
2010-12-31,-9.0909
