ticker,FBTT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-15,8.0952
2000-04-07,-3.9648
2000-05-04,2.7523
2000-06-06,-2.6786
2000-06-07,0.0
2000-06-28,28.4404
2000-07-20,0.0
2000-08-15,2.8571
2000-08-29,0.0
2000-08-31,-6.9444
2000-09-05,43.2836
2000-10-04,-36.9792
2000-11-03,19.0083
2000-12-14,5.5556
2001-02-14,5.2632
2001-02-22,0.0
2001-03-02,0.0
2001-03-06,0.0
2001-03-16,0.0
2001-03-29,0.0
2001-04-23,-5.0
2001-05-15,-17.1053
2001-06-01,0.0
2001-06-05,-4.7619
2001-06-06,0.0
2001-06-25,6.6667
2001-07-09,-3.125
2001-07-23,-3.2258
2001-07-30,1.6667
2001-08-01,8.1967
2001-08-06,12.1212
2001-08-21,-18.1081
2001-08-27,-0.33
2001-09-04,-7.2848
2001-09-06,32.1429
2001-10-30,-13.5135
2001-10-31,0.0
2001-11-13,0.0
2001-12-26,-12.5
2001-12-27,11.7857
2001-12-31,-8.9457
2002-01-04,1.7544
2002-01-14,5.1724
2002-01-22,0.0
2002-02-14,-6.2295
2002-02-19,0.3497
2002-02-20,7.1429
2002-02-27,-6.9919
2002-03-20,8.3916
2002-04-10,6.4516
2002-04-16,-6.0606
2002-04-22,0.0
2002-05-17,-1.6129
2002-05-30,0.2623
2002-06-20,-6.4748
2002-08-26,1.3986
2002-08-27,-3.4483
2002-08-28,1.7856999999999998
2002-09-03,1.7544
2002-09-06,-0.6897
2002-09-11,-2.0833
2002-09-13,-0.7092
2002-09-26,0.0
2002-10-07,0.0
2002-10-15,0.0
2002-11-21,1.7856999999999998
2002-11-22,-1.7544
2002-11-25,1.7856999999999998
2002-11-26,-1.7544
2002-12-12,5.3571
2002-12-31,0.0
2003-01-02,-5.0847
2003-01-03,1.7856999999999998
2003-01-09,0.3509
2003-01-10,-1.3986
2003-01-14,4.6099
2003-01-15,8.4746
2003-01-16,-11.875
2003-01-22,-0.7092
2003-01-23,0.0
2003-01-28,1.7856999999999998
2003-01-30,-1.7544
2003-02-06,1.7856999999999998
2003-03-03,5.2632
2003-03-31,-3.3333
2003-04-01,6.8966
2003-04-04,-6.4516
2003-04-10,3.4483
2003-05-08,1.3333
2003-05-13,-2.9605
2003-05-14,8.4746
2003-05-16,-7.5
2003-06-12,0.0676
2003-06-13,1.9581
2003-06-25,-0.6623
2003-06-27,5.0
2003-06-30,-3.1746
2003-07-22,0.0
2003-08-08,4.918
2003-08-11,-7.5
