ticker,NCTW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-05-04,14.2857
2006-05-05,0.0
2006-05-08,-6.25
2006-05-10,0.0
2006-05-11,-8.3333
2006-05-12,7.2727
2006-05-15,0.0
2006-05-16,-44.0678
2006-05-17,57.5758
2006-05-18,0.0
2006-05-19,5.7692
2006-05-22,-9.0909
2006-05-23,0.0
2006-05-24,4.0
2006-05-25,0.0
2006-05-26,15.3846
2006-06-02,-13.3333
2006-06-05,15.3846
2006-06-06,6.6667
2006-06-07,6.25
2006-06-08,-4.4118
2006-06-09,-7.6923
2006-06-12,8.3333
2006-06-13,0.0
2006-06-14,15.3846
2006-06-15,6.6667
2006-06-16,0.0
2006-06-19,0.0
2006-06-20,6.25
2006-06-21,-1.1764999999999999
2006-06-27,1.1905000000000001
2006-06-28,-5.8824
2006-06-29,0.0
2006-06-30,8.75
2006-07-03,-1.1494
2006-07-05,-2.3256
2006-07-10,-4.7619
2006-07-11,0.0
2006-07-12,-31.25
2006-07-13,18.1818
2006-07-18,7.6923
2006-07-19,0.0
2006-07-26,14.2857
2006-07-27,-6.25
2006-07-28,0.0
2006-07-31,0.0
2006-08-03,10.6667
2006-08-04,0.0
2006-08-07,-9.6386
2006-08-08,0.0
2006-08-15,6.6667
2006-08-16,6.25
2006-08-18,0.0
2006-08-23,0.0
2006-08-24,5.8824
2006-08-25,-0.1111
2006-08-28,-5.4505
2006-08-29,0.0
2006-08-30,0.0
2006-09-01,0.0
2006-09-06,0.0
2006-09-13,-1.1764999999999999
2006-09-14,1.1905000000000001
2006-09-20,0.0
2006-09-21,0.0
2006-09-22,5.8824
2006-09-25,0.0
2006-09-26,-16.6667
2006-09-27,9.3333
2006-10-16,-14.6341
2006-10-17,21.4286
2006-10-18,0.0
2006-10-23,0.0
2006-10-24,0.0
2006-10-25,0.0
2006-11-01,-5.8824
2006-11-02,-18.75
2006-11-03,23.0769
2006-11-08,0.0
2006-11-17,31.25
2006-11-20,-4.7619
2006-11-21,5.0
2006-11-22,14.2857
2006-11-27,-12.5
2006-11-28,0.0
2006-12-01,-3.8095
2006-12-04,13.8614
2006-12-05,0.0
2006-12-07,-12.1739
2006-12-11,8.9109
2006-12-12,4.5455
2006-12-15,0.0
2006-12-18,-0.8696
2006-12-19,0.0
2006-12-20,-7.8947
2006-12-21,4.7619
2006-12-22,0.0
2006-12-26,8.1818
2006-12-27,-3.3613
2006-12-29,-5.2174
2007-01-03,-2.7523
2007-01-04,-0.9434
2007-01-05,0.0
