ticker,APWL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-07-14,10.0
2004-07-15,0.0
2004-07-16,-8.1818
2004-07-19,8.9109
2004-07-20,-8.1818
2004-07-21,8.9109
2004-07-22,-5.4545
2004-07-23,7.6923
2004-07-26,0.0
2004-07-28,0.0
2004-07-29,0.0
2004-07-30,2.6786
2004-08-03,0.0
2004-08-06,4.3478
2004-08-09,0.0
2004-08-10,4.1667
2004-08-11,8.0
2004-08-12,25.9259
2004-08-13,14.7059
2004-08-16,-5.1282
2004-08-17,8.1081
2004-08-18,-7.5
2004-08-19,8.1081
2004-08-20,0.0
2004-08-24,2.5
2004-08-25,-4.878
2004-08-26,0.0
2004-08-27,2.5641
2004-08-30,2.5
2004-09-01,-2.439
2004-09-03,-7.5
2004-09-09,8.1081
2004-09-10,12.5
2004-09-13,-11.1111
2004-09-14,12.5
2004-09-15,-11.1111
2004-09-16,-5.0
2004-09-17,10.526299999999999
2004-09-20,-16.6667
2004-09-21,-15.4286
2004-09-22,-32.4324
2004-09-23,0.0
2004-09-24,0.0
2004-09-28,-20.0
2004-09-29,-6.25
2004-09-30,-60.0
2004-10-01,0.0
2004-10-04,0.0
2004-10-05,16.6667
2004-10-06,-14.2857
2004-10-07,-16.6667
2004-10-08,-20.0
2004-10-12,0.0
2004-10-13,25.0
2004-10-14,-40.0
2004-10-15,66.6667
2004-10-18,0.0
2004-10-19,40.0
2004-10-20,0.0
2004-10-21,28.5714
2004-10-22,11.1111
2004-10-25,-50.0
2004-10-26,0.0
2004-10-27,0.0
2004-10-28,20.0
2004-10-29,66.6667
2004-11-01,-40.0
2004-11-02,66.6667
2004-11-03,-20.0
2004-11-04,37.5
2004-11-08,0.0
2004-11-10,0.0
2004-11-11,-41.8182
2004-11-12,56.25
2004-11-15,-36.0
2004-11-16,25.0
2004-11-17,0.0
2004-11-18,0.0
2004-11-19,-12.5
2004-11-22,8.5714
2004-11-23,0.0
2004-11-24,0.0
2004-11-26,-15.7895
2004-11-29,31.25
2004-11-30,7.1429
2004-12-01,11.1111
2004-12-02,-30.0
2004-12-03,71.4286
2004-12-06,0.0
2004-12-08,-23.3333
2004-12-09,-30.4348
2004-12-10,43.75
2004-12-15,8.6957
2004-12-16,0.0
2004-12-17,-20.0
2004-12-20,25.0
2004-12-21,-2.0
2004-12-22,2.0408
2004-12-23,0.0
2004-12-27,30.0
2004-12-28,15.3846
2004-12-29,33.3333
2004-12-30,0.0
2004-12-31,10.0
2005-01-03,0.0
