ticker,TISDZ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-01-13,40.0
2003-01-16,28.5714
2003-01-17,0.0
2003-01-21,0.0
2003-01-22,0.0
2003-01-29,0.0
2003-02-19,0.0
2003-02-27,-77.7778
2003-02-28,400.0
2003-03-04,10.0
2003-03-05,-13.6364
2003-03-06,-73.6842
2003-03-07,100.0
2003-03-10,20.0
2003-03-11,-33.3333
2003-03-18,75.0
2003-03-19,42.8571
2003-03-20,-30.0
2003-03-21,-10.0
2003-03-25,-20.634900000000002
2003-03-28,20.0
2003-03-31,0.0
2003-04-01,0.0
2003-04-02,-16.6667
2003-04-04,120.0
2003-04-07,127.2727
2003-04-10,0.0
2003-04-11,-30.0
2003-04-15,-2.8571
2003-04-16,47.0588
2003-04-28,-56.0
2003-04-30,36.3636
2003-05-01,13.3333
2003-05-02,-5.8824
2003-05-06,12.5
2003-05-07,38.8889
2003-05-09,-12.0
2003-05-13,9.0909
2003-05-14,0.0
2003-05-16,0.0
2003-05-19,-4.1667
2003-05-20,0.0
2003-05-21,4.3478
2003-05-22,-8.3333
2003-05-27,45.4545
2003-05-28,-1.25
2003-05-29,-20.8861
2003-06-02,20.0
2003-06-03,-10.0
2003-06-05,3.7037
2003-06-06,0.0
2003-06-09,0.0
2003-06-10,0.0
2003-06-11,0.0
2003-06-12,0.0
2003-06-16,0.0
2003-06-24,-21.4286
2003-06-26,27.2727
2003-07-01,0.0
2003-07-02,0.0
2003-07-03,-32.1429
2003-07-07,47.3684
2003-07-11,-17.8571
2003-07-18,8.6957
2003-07-21,12.0
2003-07-23,-14.2857
2003-08-01,-16.6667
2003-08-05,20.0
2003-08-06,8.3333
2003-08-11,-15.3846
2003-08-14,0.0
2003-08-18,13.6364
2003-08-20,12.0
2003-08-21,7.1429
2003-08-22,10.0
2003-08-25,0.0
2003-08-26,-6.0606
2003-08-27,0.0
2003-08-28,0.0
2003-09-02,6.4516
2003-09-03,0.0
2003-09-04,6.0606
2003-09-05,0.0
2003-09-08,0.0
2003-09-09,0.0
2003-09-10,-5.7143
2003-09-11,0.0
2003-09-15,0.0
2003-09-18,-3.0303
2003-09-19,0.0
2003-09-22,0.0
2003-09-23,-6.25
2003-09-25,0.0
2003-09-29,20.0
2003-09-30,0.0
2003-10-01,-13.8889
2003-10-06,0.0
2003-10-08,12.9032
2003-10-09,-5.7143
2003-10-13,9.0909
2003-10-14,0.0
2003-10-15,0.0
2003-10-16,0.0
2003-10-20,-2.7778
2003-10-21,0.0
