ticker,CPAH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-04-08,136.5674
2004-04-13,135.2941
2004-04-14,0.0
2004-04-15,0.0
2004-04-20,0.0
2004-04-21,12.5
2004-04-22,-11.1111
2004-04-23,0.0
2004-04-27,-12.5
2004-05-06,-2.8571
2004-05-11,-23.5294
2004-05-12,34.6154
2004-05-14,1.7143000000000002
2004-05-18,-1.6854
2004-05-20,-13.7143
2004-05-21,15.894
2004-05-25,-14.2857
2004-06-01,6.6667
2004-06-02,9.375
2004-06-03,-2.8571
2004-06-04,2.9412000000000003
2004-06-07,0.0
2004-06-08,0.0
2004-06-09,-2.5714
2004-06-10,2.346
2004-06-14,0.2865
2004-06-16,-2.0
2004-06-17,-0.2915
2004-06-18,0.0
2004-06-21,2.3392
2004-06-22,-1.7143000000000002
2004-06-23,0.0
2004-06-24,2.3256
2004-06-25,-0.7386
2004-06-28,0.1717
2004-06-29,5.7143
2004-06-30,-1.8919000000000001
2004-07-01,-2.4793
2004-07-02,-0.565
2004-07-06,0.0
2004-07-07,-0.5682
2004-07-08,-2.2857
2004-07-09,1.7544
2004-07-12,4.023
2004-07-13,2.2099
2004-07-14,-2.1622
2004-07-15,1.6575
2004-07-16,0.0
2004-07-19,-1.087
2004-07-20,2.7473
2004-07-21,0.0
2004-07-22,2.6738
2004-07-23,6.25
2004-07-26,-8.3333
2004-07-27,-0.5348
2004-07-28,1.0753
2004-07-29,0.0
2004-07-30,6.9149
2004-08-02,-0.995
2004-08-03,-3.5176
2004-08-04,-1.0417
2004-08-05,-1.0526
2004-08-06,-9.0426
2004-08-09,7.6023
2004-08-10,0.0
2004-08-11,-3.2609
2004-08-12,-4.4944
2004-08-13,5.8824
2004-08-16,3.3333
2004-08-17,4.3011
2004-08-18,-6.1856
2004-08-19,1.6484
2004-08-20,2.7027
2004-08-23,1.0526
2004-08-24,8.3333
2004-08-25,-1.9231
2004-08-26,0.0
2004-08-27,-0.9804
2004-08-30,7.4257
2004-08-31,0.4608
2004-09-01,-0.4587
2004-09-02,-3.2258
2004-09-03,2.3810000000000002
2004-09-07,0.4651
2004-09-08,1.3889
2004-09-09,0.9132
2004-09-10,4.0724
2004-09-13,4.3478
2004-09-14,1.25
2004-09-15,2.6749
2004-09-16,-0.2004
2004-09-17,0.0
2004-09-20,12.8514
2004-09-21,-11.032
2004-09-22,-4.4
2004-09-23,-10.0418
2004-09-24,9.7674
2004-09-27,-0.4237
2004-09-28,-10.2128
2004-09-29,-3.7915
