ticker,DESTQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.3763
2000-01-04,0.0
2000-01-05,0.0
2000-01-06,-6.8182
2000-01-07,21.9512
2000-01-10,6.0
2000-01-11,-12.2642
2000-01-12,11.828
2000-01-13,-20.1923
2000-01-14,3.6145
2000-01-18,20.3488
2000-01-19,0.0
2000-01-20,-6.7633
2000-01-21,0.0
2000-01-24,3.6269
2000-01-27,-4.0
2000-01-31,-16.6667
2000-02-02,25.0
2000-02-04,1.0
2000-02-08,-14.8515
2000-02-09,16.2791
2000-02-10,-4.0
2000-02-15,-6.25
2000-02-16,5.5556
2000-02-17,-1.0526
2000-02-23,-3.1915
2000-02-24,0.5495
2000-02-25,-0.5464
2000-02-28,0.0
2000-02-29,0.0
2000-03-01,0.0
2000-03-02,0.0
2000-03-03,3.2967
2000-03-08,-7.4468
2000-03-09,-8.046
2000-03-10,0.0
2000-03-13,20.0
2000-03-17,-2.0833
2000-03-24,1.0638
2000-03-28,-11.5789
2000-03-30,14.2857
2000-03-31,0.0
2000-04-03,-12.5
2000-04-06,0.0
2000-04-10,14.2857
2000-04-12,-8.3333
2000-04-13,9.0909
2000-04-14,-8.3333
2000-04-17,-4.5455
2000-04-18,4.7619
2000-04-19,4.5455
2000-04-24,4.3478
2000-04-26,-2.0833
2000-04-27,-6.383
2000-04-28,9.0909
2000-05-01,2.0833
2000-05-03,0.0
2000-05-04,0.0
2000-05-05,-10.2041
2000-05-08,0.0
2000-05-10,0.0
2000-05-11,-9.0909
2000-05-12,10.0
2000-05-15,-9.0909
2000-05-17,10.0
2000-05-18,-1.1364
2000-05-19,-5.7471
2000-05-23,7.3171
2000-05-26,0.0
2000-05-31,-7.9545
2000-06-01,8.642
2000-06-05,0.0
2000-06-06,11.3636
2000-06-09,-18.3673
2000-06-13,20.0
2000-06-19,-14.5833
2000-06-20,15.8537
2000-06-21,-1.0526
2000-06-26,2.1277
2000-06-27,-16.6667
2000-06-28,0.0
2000-06-29,0.0
2000-06-30,12.5
2000-07-06,-3.3333
2000-07-07,-3.1609
2000-07-11,2.6706
2000-07-14,-25.4335
2000-07-17,17.8295
2000-07-18,-9.2105
2000-07-19,13.0435
2000-07-20,-1.9231
2000-07-24,0.0
2000-07-26,-3.268
2000-07-27,-24.3243
2000-07-28,33.0357
2000-07-31,7.3826
2000-08-01,-9.375
2000-08-03,0.6897
2000-08-09,-2.7397
2000-08-10,1.4085
2000-08-11,0.0
2000-08-14,-5.5556
