ticker,VINS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-06,0.0
2000-01-10,0.0
2000-02-01,0.0
2000-02-15,0.0
2000-03-02,0.0
2000-03-07,0.0
2000-03-14,0.0
2000-04-06,0.0
2000-04-11,50.0
2000-05-03,-33.3333
2000-05-08,0.0
2000-05-09,-50.0
2000-05-17,0.0
2000-05-25,-68.0
2000-06-12,0.0
2000-07-06,100.0
2000-07-13,0.0
2000-07-20,0.0
2000-08-01,400.0
2000-08-09,-80.0
2000-08-11,200.0
2000-09-29,-66.6667
2000-10-06,0.0
2000-10-17,0.0
2000-10-23,0.0
2000-10-25,0.0
2000-11-22,-25.0
2000-12-05,-20.0
2000-12-14,25.0
2000-12-19,0.0
2000-12-22,-33.3333
2000-12-29,0.0
2001-01-16,0.0
2001-02-09,0.0
2001-03-28,0.0
2001-04-11,0.0
2001-04-23,0.0
2001-04-24,0.0
2001-05-01,0.0
2001-08-14,0.0
2001-09-06,0.0
2001-11-20,0.0
2001-11-27,0.0
2001-12-05,100.0
2001-12-17,-25.0
2002-01-02,233.3333
2002-01-14,-70.0
2002-02-21,0.0
2002-03-08,0.0
2002-03-13,0.0
2002-04-16,0.0
2002-04-23,100.0
2002-05-17,0.0
2002-05-23,-16.6667
2002-05-30,0.0
2002-06-03,80.0
2002-06-04,11.1111
2002-06-05,40.0
2002-06-07,28.5714
2002-06-11,-33.3333
2002-06-28,-16.6667
2002-07-08,-20.0
2002-07-16,0.0
2002-07-31,0.0
2002-08-07,-25.0
2002-08-14,0.0
2002-08-22,0.0
2002-08-27,0.0
2002-08-28,0.0
2002-10-09,0.0
2002-10-16,0.0
2002-11-11,0.0
2002-11-20,-33.3333
2002-11-21,50.0
2002-12-05,0.0
2002-12-09,0.0
2002-12-16,0.0
2002-12-17,0.0
2002-12-20,0.0
2002-12-26,0.0
2002-12-27,0.0
2003-01-10,50.0
2003-01-16,22.2222
2003-01-17,36.3636
2003-01-21,-33.3333
2003-01-23,50.0
2003-01-24,0.0
2003-01-27,-6.6667
2003-01-28,-14.2857
2003-01-31,50.0
2003-02-03,-38.8889
2003-02-04,27.2727
2003-02-05,-42.8571
2003-02-10,125.0
2003-03-07,-55.5556
2003-03-14,75.0
2003-03-24,-42.8571
2003-03-26,0.0
2003-04-10,0.0
2003-04-15,0.0
2003-04-16,0.0
2003-05-19,0.0
2003-05-20,25.0
2003-05-21,-20.0
2003-05-30,0.0
2003-06-17,0.0
2003-07-09,0.0
2003-07-10,0.0
