ticker,TWOS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,75.0
2000-01-05,-42.8571
2000-01-10,50.0
2000-01-11,33.3333
2000-01-12,50.0
2000-01-13,1.0937999999999999
2000-01-14,188.5111
2000-01-18,17.1429
2000-01-19,-21.9512
2000-01-20,0.0
2000-01-21,-3.125
2000-01-24,16.129
2000-01-25,-27.7778
2000-01-26,19.2308
2000-01-27,9.6774
2000-01-28,0.0
2000-01-31,-17.647100000000002
2000-02-01,-21.4286
2000-02-02,0.0
2000-02-03,36.3636
2000-02-04,-16.6667
2000-02-07,0.0
2000-02-08,-4.0
2000-02-09,8.3333
2000-02-10,0.0
2000-02-11,-7.6923
2000-02-14,-10.4167
2000-02-15,0.0
2000-02-16,2.3256
2000-02-17,0.0
2000-02-18,-9.0909
2000-02-22,0.0
2000-02-23,0.0
2000-02-24,0.0
2000-02-25,5.0
2000-02-28,0.0
2000-02-29,4.7619
2000-03-01,27.2727
2000-03-02,42.8571
2000-03-03,0.0
2000-03-06,-10.0
2000-03-07,19.4444
2000-03-08,-25.5814
2000-03-09,-2.3438
2000-03-10,-4.0
2000-03-13,-10.0
2000-03-14,11.1111
2000-03-15,-10.0
2000-03-16,-7.4074
2000-03-17,-11.6
2000-03-20,22.1719
2000-03-21,-18.5185
2000-03-22,0.0
2000-03-23,-9.0909
2000-03-27,0.0
2000-03-29,0.0
2000-03-30,-10.0
2000-03-31,66.6667
2000-04-03,-1.6667
2000-04-04,-11.8644
2000-04-05,-30.7692
2000-04-06,33.3333
2000-04-07,-12.5
2000-04-10,19.0476
2000-04-11,-12.5
2000-04-12,0.5714
2000-04-13,-13.6364
2000-04-14,-5.2632
2000-04-17,11.1111
2000-04-18,0.0
2000-04-19,-5.0
2000-04-20,5.2632
2000-04-24,-15.0
2000-04-25,-5.8824
2000-04-26,-6.25
2000-04-27,0.0
2000-04-28,33.3333
2000-05-01,-25.0
2000-05-02,-20.0
2000-05-03,4.1667
2000-05-08,-60.0
2000-05-09,0.0
2000-05-15,210.0
2000-05-16,-67.7419
2000-05-18,0.0
2000-05-19,0.0
2000-05-22,400.0
2000-05-24,0.0
2000-05-25,-76.0
2000-05-26,0.0
2000-05-30,0.0
2000-05-31,0.0
2000-06-01,400.0
2000-06-02,0.0
2000-06-06,-93.3333
2000-06-07,650.0
2000-06-08,66.6667
2000-06-09,-80.0
2000-06-12,0.0
2000-06-15,200.0
2000-06-20,-66.6667
2000-06-28,0.0
2000-06-29,0.0
2000-06-30,200.0
