ticker,VTMC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-11-07,4900.0
2006-11-09,50.0
2006-12-18,-93.3333
2006-12-19,2000.0
2006-12-26,-23.8095
2007-01-08,31.25
2007-02-01,-23.8095
2007-02-02,31.25
2007-02-05,-4.7619
2007-02-16,28.0
2007-02-23,-21.0938
2007-02-26,3.9604
2007-02-27,0.0
2007-02-28,-1.9048
2007-03-05,3.8834999999999997
2007-03-06,1.8692
2007-03-07,1.8349
2007-03-08,7.2072
2007-03-09,9.2437
2007-03-12,12.3077
2007-03-13,6.1644
2007-03-14,15.4839
2007-03-15,1.1173
2007-03-16,-0.5525
2007-03-19,1.1111
2007-03-20,1.6484
2007-03-21,1.0811
2007-03-22,4.2781
2007-03-23,-3.5897
2007-03-26,-9.5745
2007-03-27,-17.647100000000002
2007-03-28,3.5714
2007-03-29,0.0
2007-03-30,0.0
2007-04-02,-13.7931
2007-04-03,12.0
2007-04-04,-35.7143
2007-04-05,22.2222
2007-04-09,-8.1818
2007-04-10,-15.8416
2007-04-11,0.0
2007-04-12,10.5882
2007-04-13,19.1489
2007-04-16,1.7856999999999998
2007-04-17,-4.386
2007-04-18,-8.2569
2007-04-19,-7.0
2007-04-20,9.6774
2007-04-23,0.0
2007-04-24,2.9412000000000003
2007-04-25,0.0
2007-04-26,-13.3333
2007-04-27,10.989
2007-04-30,3.9604
2007-05-01,0.0
2007-05-02,0.0
2007-05-03,-27.619
2007-05-04,11.8421
2007-05-07,-5.8824
2007-05-08,0.0
2007-05-09,5.0
2007-05-10,8.3333
2007-05-11,0.0
2007-05-14,-10.989
2007-05-15,-17.284
2007-05-16,10.4478
2007-05-17,-12.1622
2007-05-18,-15.3846
2007-05-21,1.8182
2007-05-22,14.2857
2007-05-23,1.5625
2007-05-24,4.6154
2007-05-25,4.4118
2007-05-29,-11.2676
2007-05-30,-15.873
2007-05-31,-9.434
2007-06-01,0.0
2007-06-04,-12.5
2007-06-05,-47.619
2007-06-06,-9.0909
2007-06-07,30.0
2007-06-08,-3.8462
2007-06-11,-20.0
2007-06-12,-20.0
2007-06-13,-6.25
2007-06-14,-20.0
2007-06-15,41.6667
2007-06-18,29.4118
2007-06-19,-9.0909
2007-06-20,-20.0
2007-06-21,12.5
2007-06-22,33.3333
2007-06-25,-25.0
2007-06-26,11.1111
2007-06-27,0.0
2007-06-28,-30.0
2007-06-29,42.8571
2007-07-02,0.0
2007-07-03,-10.0
2007-07-05,-5.5556
2007-07-06,-5.8824
