ticker,GESI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-05,1.5625
2000-01-06,-4.6154
2000-01-07,3.2258
2000-01-19,6.25
2000-01-20,-4.4118
2000-01-21,4.6154
2000-01-28,5.8824
2000-01-31,-1.3889
2000-02-03,7.0423
2000-02-07,-5.2632
2000-02-11,2.7778
2000-02-14,2.7027
2000-02-15,-2.6316
2000-02-16,-2.7027
2000-02-18,5.5556
2000-02-24,0.0
2000-02-28,5.2632
2000-02-29,0.0
2000-03-01,-2.5
2000-03-02,5.1282
2000-03-03,-2.439
2000-03-09,2.5
2000-03-10,2.439
2000-03-14,4.7619
2000-03-15,0.0
2000-03-16,0.0
2000-03-20,0.0
2000-03-21,-4.5455
2000-03-22,2.3810000000000002
2000-03-30,-2.3256
2000-03-31,4.7619
2000-04-04,-1.1364
2000-04-05,-8.046
2000-04-06,10.0
2000-04-07,0.0
2000-04-10,9.0909
2000-04-17,-4.1667
2000-04-18,4.3478
2000-04-20,4.1667
2000-04-28,-4.0
2000-05-04,4.1667
2000-05-12,4.0
2000-05-16,-3.8462
2000-05-17,4.0
2000-05-18,-1.9231
2000-05-19,5.8824
2000-05-23,-5.1852
2000-05-24,1.5625
2000-05-26,-7.6923
2000-05-30,6.6667
2000-05-31,-0.3906
2000-06-01,1.4902
2000-06-02,12.0556
2000-06-05,-1.7241
2000-06-06,-8.7719
2000-06-07,3.8462
2000-06-09,3.7037
2000-06-14,3.5714
2000-06-16,-10.3448
2000-06-19,7.6923
2000-06-20,-3.5714
2000-06-23,3.7037
2000-06-29,0.0
2000-07-07,2.8571
2000-07-14,0.0
2000-07-17,0.6944
2000-07-20,0.0
2000-07-25,-3.4483
2000-08-03,1.7856999999999998
2000-08-10,-1.7544
2000-08-11,0.7143
2000-08-18,2.1277
2000-08-25,0.0
2000-08-28,-6.25
2000-09-11,-5.5556
2000-09-13,-0.3922
2000-09-22,-1.5748
2000-09-25,-2.0
2000-09-26,-2.0408
2000-09-28,0.0
2000-10-02,-4.1667
2000-10-03,4.3478
2000-10-05,-8.3333
2000-10-06,9.0909
2000-10-09,0.0
2000-10-10,0.0
2000-10-11,-8.3333
2000-10-12,0.0
2000-10-13,0.0
2000-10-16,0.0
2000-10-17,2.2727
2000-10-18,-2.2222
2000-10-19,0.0
2000-10-20,0.0
2000-10-23,-9.0909
2000-10-26,12.5
2000-11-03,-8.8889
2000-11-06,0.0
2000-11-14,-6.3415
2000-11-24,-11.4583
2000-12-12,-11.7647
2000-12-20,0.0
