ticker,QDLC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,5.0
2000-01-04,-9.5238
2000-01-05,-15.7895
2000-01-06,6.25
2000-01-10,11.7647
2000-01-11,0.0
2000-01-12,5.2632
2000-01-14,-20.0
2000-01-18,0.0
2000-01-19,6.25
2000-01-20,2.9412000000000003
2000-01-21,-8.5714
2000-01-26,-12.5
2000-01-27,0.0
2000-01-31,-14.2857
2000-02-01,16.6667
2000-02-03,-21.4286
2000-02-04,13.6364
2000-02-07,12.0
2000-02-08,0.0
2000-02-09,14.2857
2000-02-10,-12.5
2000-02-15,-21.4286
2000-02-23,36.3636
2000-02-24,-13.3333
2000-02-29,0.0
2000-03-01,-23.0769
2000-03-02,60.0
2000-03-03,-25.0
2000-03-07,16.6667
2000-03-08,7.1429
2000-03-10,-6.6667
2000-03-13,0.0
2000-03-14,25.0
2000-03-15,-22.8571
2000-03-16,18.5185
2000-03-20,0.0
2000-03-21,-6.25
2000-03-22,6.6667
2000-03-23,0.0
2000-03-27,-12.5
2000-03-29,-35.7143
2000-03-30,55.5556
2000-03-31,0.0
2000-04-04,0.0
2000-04-06,-22.8571
2000-04-07,-7.4074
2000-04-10,0.0
2000-04-11,-10.0
2000-04-13,33.3333
2000-04-18,0.0
2000-04-24,-45.8333
2000-05-04,53.8462
2000-05-10,20.0
2000-05-11,-33.3333
2000-05-16,-10.0
2000-05-18,0.0
2000-05-19,-11.1111
2000-05-22,1.5625
2000-05-26,7.6923
2000-05-31,-7.1429
2000-06-01,7.6923
2000-06-02,15.4286
2000-06-08,0.0
2000-06-20,-0.9901
2000-06-26,5.0
2000-07-07,-7.619
2000-07-25,15.9794
2000-07-26,1.3333
2000-08-02,-1.3158
2000-08-09,-10.2222
2000-08-10,11.3861
2000-08-11,-10.2222
2000-08-16,-10.8911
2000-08-18,0.0
2000-08-25,11.1111
2000-08-31,-15.0
2000-09-07,90.5882
2000-09-11,0.0
2000-09-12,-7.4074
2000-09-14,0.0
2000-09-15,0.0
2000-09-19,-20.0
2000-09-20,-15.8333
2000-09-25,-0.9901
2000-09-26,-5.0
2000-09-27,-12.6316
2000-09-28,-3.6145
2000-10-02,25.0
2000-10-03,1.5625
2000-10-05,-1.5385
2000-10-13,0.0
2000-10-17,-30.0
2000-10-19,44.2857
2000-10-20,-40.5941
2000-10-23,41.6667
2000-10-26,-5.8824
2000-10-31,26.25
2000-11-02,23.7624
2000-11-06,-19.2
2000-11-21,5.198
2000-12-07,-23.5294
