ticker,EWPI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-07-14,-59.6
2000-07-24,395.0495
2000-07-25,-5.0
2000-08-03,215.7895
2000-08-08,0.0
2000-08-10,-66.6667
2000-08-31,200.0
2000-09-01,41.6667
2000-09-06,-5.8824
2000-09-07,25.0
2000-09-11,-40.0
2000-09-14,66.6667
2000-09-19,-40.0
2000-09-21,66.6667
2000-09-28,-10.0
2000-09-29,0.0
2000-10-06,-5.5556
2000-10-10,5.8824
2000-10-11,5.5556
2000-10-20,5.2632
2000-11-02,-20.0
2000-11-06,0.0
2000-11-08,0.0
2000-11-13,-25.0
2000-11-14,-33.3333
2000-11-16,75.0
2000-11-17,-50.0
2000-11-20,0.0
2000-11-21,-14.2857
2000-11-28,-30.0
2000-11-29,90.4762
2000-11-30,-45.0
2000-12-01,127.2727
2000-12-05,-56.0
2000-12-06,70.4545
2000-12-07,-6.6667
2000-12-12,28.5714
2000-12-15,-38.8889
2000-12-19,45.4545
2000-12-26,-37.5
2000-12-27,0.0
2000-12-28,-19.2
2000-12-29,-13.3663
2001-01-09,14.2857
2001-01-18,0.0
2001-01-24,60.0
2001-01-29,9.375
2001-02-09,-42.2857
2001-03-06,-13.3663
2001-03-07,-41.7143
2001-03-15,157.3529
2001-03-16,-4.7619
2001-04-30,40.0
2001-05-24,-40.0
2001-06-15,33.3333
2001-07-10,-64.2857
2001-07-12,50.0
2001-08-09,66.6667
2001-09-28,-16.0
2001-12-18,-99.5238
2001-12-19,1300.0
2001-12-20,42.8571
2001-12-27,80.0
2001-12-31,0.0
2002-01-17,-33.3333
2002-02-13,0.0
2003-11-24,-95.8333
2004-03-08,0.0
2005-02-24,0.0
2005-07-26,-80.0
2005-12-19,0.0
2006-01-17,0.0
2007-04-03,3200.0
2007-04-04,7.8788
2007-04-05,0.0
2007-04-09,0.5618
2007-04-10,0.5587
2007-04-11,0.5556
2007-04-12,0.0
2007-04-13,1.105
2007-04-16,0.0
2007-04-17,0.5464
2007-04-18,0.5435
2007-04-19,1.0811
2007-04-20,0.0
2007-04-23,0.5348
2007-04-24,0.5319
2007-04-25,0.0
2007-04-26,1.3228
2007-04-27,0.7833
2007-04-30,1.0363
2007-05-01,1.5385
2007-05-02,1.5152
2007-05-03,6.4677
2007-05-04,9.8131
2007-05-07,10.6383
2007-05-08,27.6923
2007-05-09,-3.9157
2007-05-10,-16.9279
2007-05-11,-17.7358
2007-05-14,-14.2202
2007-05-15,29.9465
2007-05-16,-9.0535
