ticker,HRAL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-06-10,346.9274
2005-06-13,10.0
2005-06-14,-36.3636
2005-06-15,-14.2857
2005-06-16,-33.3333
2005-06-17,2.5
2005-06-20,0.0
2005-06-21,-26.8293
2005-06-23,3.3333
2005-06-24,22.5806
2005-06-27,-1.3158
2005-06-28,-14.6667
2005-06-29,-37.5
2005-07-05,-25.0
2005-07-06,100.0
2005-07-07,-76.6667
2005-07-08,200.0
2005-07-11,-4.7619
2005-07-12,5.0
2005-07-13,66.0714
2005-07-14,-19.3548
2005-07-15,0.0
2005-07-18,-28.8889
2005-07-19,0.0
2005-07-20,0.0
2005-07-21,-44.375
2005-07-22,124.7191
2005-07-25,18.75
2005-07-29,1.0526
2005-08-02,-17.7083
2005-08-05,1.2658
2005-08-09,-20.0
2005-08-10,13.4375
2005-08-15,-33.8843
2005-08-17,51.25
2005-08-18,-33.8843
2005-08-19,0.0
2005-08-22,6.6667
2005-08-23,-7.0313
2005-08-24,-26.0504
2005-08-25,35.2273
2005-08-26,34.4538
2005-08-29,-50.0
2005-08-30,60.0
2005-09-01,12.5
2005-09-06,-44.4444
2005-09-07,60.0
2005-09-09,0.0
2005-09-16,-7.0313
2005-09-20,-32.7731
2005-09-23,48.75
2005-09-26,-19.3277
2005-09-28,23.9583
2005-10-05,68.0672
2005-10-19,-80.0
2005-10-20,360.0
2005-10-21,0.0
2005-10-24,30.4348
2005-11-01,0.0
2005-11-02,0.0
2005-11-04,-23.3333
2005-11-07,8.6957
2005-11-08,20.0
2005-11-09,0.0
2005-11-11,-16.6667
2005-11-15,0.0
2005-11-16,-24.0
2005-11-17,30.9211
2005-11-18,0.0
2005-11-21,0.5025
2005-11-22,-0.5
2005-11-23,0.0
2005-11-25,0.5025
2005-11-28,0.0
2005-11-29,0.0
2005-11-30,0.0
2005-12-01,-0.5
2005-12-02,0.0
2005-12-05,0.0
2005-12-06,0.5025
2005-12-07,-20.0
2005-12-08,-62.5
2005-12-09,233.3333
2005-12-12,-20.0
2005-12-13,50.0
2005-12-14,0.0
2005-12-15,-33.3333
2005-12-16,0.0
2005-12-19,0.0
2005-12-20,0.0
2005-12-21,0.0
2005-12-22,0.0
2005-12-23,-5.0
2005-12-27,5.2632
2005-12-28,0.0
2005-12-30,-0.625
2006-01-03,0.6289
2006-01-04,-0.625
2006-01-05,-4.4025
2006-01-06,5.2632
2006-01-09,0.0
2006-01-11,0.0
2006-01-12,50.0
2006-01-13,-16.6667
