ticker,REPCF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-06-03,4.7059
2004-06-07,0.0
2004-06-08,1.1236
2004-06-09,-11.1111
2004-06-10,7.5
2004-06-14,1.1628
2004-06-15,5.7471
2004-06-16,-2.1739
2004-06-17,3.3333
2004-06-18,3.1183
2004-06-21,1.147
2004-06-22,-1.0309
2004-06-23,0.0
2004-06-24,0.0
2004-06-25,1.0417
2004-06-28,1.0309
2004-06-29,-1.0204
2004-06-30,-1.0309
2004-07-01,0.0
2004-07-02,-1.0417
2004-07-06,-2.1053
2004-07-07,2.1505
2004-07-08,4.2105
2004-07-09,1.0101
2004-07-12,5.0
2004-07-13,0.0
2004-07-14,0.9524
2004-07-15,-4.717
2004-07-16,0.0
2004-07-19,-0.9901
2004-07-20,0.0
2004-07-21,0.0
2004-07-22,1.0
2004-07-23,-1.9802
2004-07-26,-2.0202
2004-07-27,3.0928
2004-07-28,0.0
2004-07-29,0.0
2004-07-30,4.0
2004-08-02,3.8462
2004-08-03,2.7778
2004-08-04,-6.3063
2004-08-05,-2.8846
2004-08-06,1.9802
2004-08-09,-1.9417
2004-08-10,-0.9901
2004-08-11,-1.0
2004-08-12,-5.0505
2004-08-13,0.0
2004-08-16,-13.8298
2004-08-17,-17.284
2004-08-18,4.4776
2004-08-19,21.4286
2004-08-20,-7.0588
2004-08-23,7.5949
2004-08-24,0.0
2004-08-25,0.0
2004-08-26,5.8824
2004-08-27,-5.5556
2004-08-30,3.5294
2004-08-31,-4.5455
2004-09-01,-8.3333
2004-09-02,3.8961
2004-09-03,0.0
2004-09-07,2.5
2004-09-08,-2.439
2004-09-09,-5.0
2004-09-10,0.0
2004-09-13,-7.8947
2004-09-14,1.4285999999999999
2004-09-15,-8.4507
2004-09-16,-7.6923
2004-09-17,-15.0
2004-09-20,-1.9607999999999999
2004-09-21,16.0
2004-09-22,0.0
2004-09-23,20.6897
2004-09-24,0.0
2004-09-27,-14.2857
2004-09-28,6.6667
2004-09-29,-6.25
2004-09-30,-3.3333
2004-10-01,-5.1724
2004-10-04,-1.8182
2004-10-05,-7.4074
2004-10-06,0.0
2004-10-07,-4.0
2004-10-08,20.8333
2004-10-11,3.4483
2004-10-12,11.6667
2004-10-13,-10.4478
2004-10-14,0.0
2004-10-15,-1.6667
2004-10-18,13.5593
2004-10-19,-16.4179
2004-10-20,1.7856999999999998
2004-10-21,14.0351
2004-10-22,4.6154
2004-10-25,0.0
2004-10-26,-10.2941
2004-10-27,-6.5574
