ticker,UFPT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.1364
2000-01-05,-3.4483
2000-01-06,7.1429
2000-01-07,-4.4444
2000-01-10,6.9767
2000-01-11,-4.3478
2000-01-12,0.0
2000-01-13,9.0909
2000-01-14,4.1667
2000-01-18,10.0
2000-01-19,-12.7273
2000-01-20,-8.3333
2000-01-21,0.0
2000-01-24,20.4545
2000-01-25,-9.434
2000-01-26,0.0
2000-01-27,-1.0417
2000-01-28,15.7895
2000-01-31,-12.7273
2000-02-01,10.4167
2000-02-02,0.0
2000-02-03,-6.6038
2000-02-04,-3.0303
2000-02-07,8.3333
2000-02-08,1.9231
2000-02-09,0.9434
2000-02-11,-2.8037
2000-02-14,0.0
2000-02-15,-4.8077
2000-02-16,-1.0101
2000-02-17,0.0
2000-02-18,-2.0408
2000-02-22,-8.3333
2000-02-23,9.0909
2000-02-25,0.0
2000-02-28,0.0
2000-02-29,0.0
2000-03-01,14.5833
2000-03-02,-1.8182
2000-03-03,-4.6296
2000-03-06,-2.9126
2000-03-07,8.0
2000-03-10,-5.5556
2000-03-13,0.0
2000-03-14,9.8039
2000-03-15,-8.9286
2000-03-16,-1.9607999999999999
2000-03-17,0.0
2000-03-22,6.0
2000-03-23,-1.8868
2000-03-24,0.0
2000-03-27,-3.8462
2000-03-28,-8.0
2000-03-29,-4.3478
2000-03-31,0.0
2000-04-03,9.0909
2000-04-04,-8.3333
2000-04-05,0.0
2000-04-06,9.0909
2000-04-07,-7.2917
2000-04-11,7.8652
2000-04-12,-7.2917
2000-04-13,-6.7416
2000-04-14,-8.4337
2000-04-17,10.526299999999999
2000-04-18,0.0
2000-04-19,2.3810000000000002
2000-04-24,-1.1628
2000-04-25,31.7647
2000-04-27,-25.0
2000-04-28,8.3333
2000-05-01,-12.0879
2000-05-02,2.5
2000-05-03,0.0
2000-05-04,0.0
2000-05-05,4.878
2000-05-08,-4.6512
2000-05-09,-1.2195
2000-05-10,-1.2346
2000-05-11,2.5
2000-05-12,0.0
2000-05-15,2.439
2000-05-16,0.0
2000-05-18,0.0
2000-05-19,-4.7619
2000-05-22,0.0
2000-05-23,1.25
2000-05-24,-1.2346
2000-05-25,0.0
2000-05-26,0.0
2000-05-31,10.0
2000-06-01,-9.0909
2000-06-05,0.0
2000-06-06,5.0
2000-06-07,4.7619
2000-06-08,-2.8409
2000-06-09,0.5848
2000-06-12,1.1628
2000-06-14,8.046
2000-06-15,4.2553
2000-06-19,-10.2041
2000-06-21,0.0
