ticker,ADES US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-10-23,33.3333
2003-10-24,-12.5
2003-10-27,71.4286
2003-10-28,-25.0
2003-10-29,11.5556
2003-10-30,-10.3586
2003-10-31,5.5556
2003-11-03,-5.2632
2003-11-04,13.3333
2003-11-05,17.647100000000002
2003-11-06,-1.6667
2003-11-07,3.3898
2003-11-10,-3.2787
2003-11-11,1.6949
2003-11-12,2.5
2003-11-13,-0.813
2003-11-14,4.0984
2003-11-17,-3.1496
2003-11-18,0.0
2003-11-19,1.626
2003-11-20,-0.8
2003-11-21,0.0
2003-11-24,0.0
2003-11-25,-0.8065
2003-11-26,0.0
2003-11-28,-0.813
2003-12-01,0.8197
2003-12-02,0.813
2003-12-03,0.8065
2003-12-04,0.8
2003-12-05,0.0
2003-12-08,4.7619
2003-12-09,-3.7879
2003-12-10,-0.7874
2003-12-11,6.3492
2003-12-12,11.9403
2003-12-15,-6.6667
2003-12-16,-2.8571
2003-12-17,2.9412000000000003
2003-12-18,7.1429
2003-12-19,-9.3333
2003-12-22,1.4706000000000001
2003-12-23,1.4493
2003-12-24,2.8571
2003-12-26,-2.0833
2003-12-29,0.0
2003-12-30,2.1277
2003-12-31,-1.3889
2004-01-02,0.0
2004-01-05,2.1127
2004-01-06,1.3793
2004-01-07,2.0408
2004-01-08,2.6667
2004-01-09,0.5195
2004-01-12,-2.4548
2004-01-13,3.9735
2004-01-14,5.7325
2004-01-15,5.4217
2004-01-16,1.1429
2004-01-20,-2.2599
2004-01-21,1.7341
2004-01-22,-1.1364
2004-01-23,-4.023
2004-01-26,1.7964
2004-01-27,-0.5882
2004-01-28,0.0
2004-01-29,-0.2959
2004-01-30,0.8902
2004-02-02,0.0
2004-02-03,5.2941
2004-02-04,-5.0279
2004-02-05,0.0
2004-02-06,-2.3529
2004-02-09,1.2048
2004-02-10,-1.1905000000000001
2004-02-11,2.4096
2004-02-12,-2.3529
2004-02-13,0.0
2004-02-17,-1.2048
2004-02-18,0.0
2004-02-19,-1.2195
2004-02-20,0.0
2004-02-23,0.2469
2004-02-24,2.2167
2004-02-25,-2.4096
2004-02-26,0.0
2004-02-27,0.6173
2004-03-01,-0.6135
2004-03-02,0.0
2004-03-03,0.6173
2004-03-04,0.6135
2004-03-05,-1.2195
2004-03-08,0.0
2004-03-09,0.6173
2004-03-10,-1.8405
2004-03-11,-6.25
2004-03-12,-5.3333
2004-03-15,-3.5211
2004-03-16,-0.073
2004-03-17,-1.3879000000000001
