ticker,FINN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,0.0
2000-01-05,3.125
2000-01-13,-2.3807
2000-01-18,0.0
2000-01-19,1.0417
2000-01-20,-0.5361
2000-01-21,-0.0829
2000-01-25,-0.4149
2000-01-26,0.0
2000-01-27,0.0
2000-02-02,0.0
2000-02-07,-0.8333
2000-02-09,-1.2605
2000-02-10,-2.1277
2000-02-11,-4.3478
2000-02-14,0.0
2000-02-15,3.4091
2000-02-17,-3.2967
2000-02-18,-1.1364
2000-02-22,0.0
2000-02-23,-11.2644
2000-02-24,2.3316
2000-02-25,-3.7975
2000-02-29,1.3158
2000-03-02,0.6234
2000-03-03,1.9618
2000-03-10,0.0
2000-03-13,1.2658
2000-03-14,0.0
2000-03-15,-4.75
2000-03-16,1.8373
2000-03-17,0.0
2000-03-20,0.5155
2000-03-22,-1.2821
2000-03-27,-1.2987
2000-03-29,1.3158
2000-03-30,0.0
2000-03-31,-1.2987
2000-04-03,2.6316
2000-04-05,0.0
2000-04-06,0.0
2000-04-07,0.0
2000-04-11,2.5641
2000-04-13,8.0402
2000-04-14,-9.3023
2000-04-17,0.0
2000-04-18,0.0
2000-04-26,2.5641
2000-05-04,0.0
2000-05-05,0.0
2000-05-08,0.0
2000-05-09,0.0
2000-05-11,0.0
2000-05-15,2.5
2000-05-17,-2.439
2000-05-23,0.0
2000-05-25,1.25
2000-05-31,-0.7407
2000-06-01,-0.4975
2000-06-07,5.0
2000-06-09,-2.7751
2000-06-14,3.3465
2000-06-19,0.0
2000-06-27,-0.9524
2000-06-28,0.0
2000-07-07,0.9615
2000-07-11,1.1905000000000001
2000-07-12,-1.1764999999999999
2000-07-18,1.1905000000000001
2000-07-19,-2.1176
2000-07-21,0.0
2000-07-24,0.9615
2000-07-25,0.0
2000-07-27,1.1905000000000001
2000-07-28,0.0
2000-07-31,1.1764999999999999
2000-08-08,4.6512
2000-08-10,-4.4444
2000-08-22,0.0
2000-08-24,0.0
2000-08-25,1.1628
2000-08-31,-1.1494
2000-09-06,0.0
2000-09-07,4.6512
2000-09-08,0.0
2000-09-13,-4.0179
2000-09-18,0.0
2000-09-19,0.0
2000-09-21,5.814
2000-09-22,-1.0989
2000-09-27,-4.3111
2000-09-28,4.5053
2000-10-03,-4.3111
2000-10-04,4.5053
2000-10-10,-4.4444
2000-10-16,0.0
2000-10-18,0.0
2000-10-20,0.0
2000-10-23,0.0
2000-10-25,0.0
2000-10-30,0.0
2000-10-31,0.0
