ticker,IBWC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-12-19,-7.0175
2001-02-07,-1.8868
2001-02-08,1.9231
2001-10-17,11.3208
2001-11-29,13.5593
2002-07-17,-3.5821
2002-08-08,5.2632
2002-11-27,5.8824
2002-12-31,0.8333
2003-01-02,-1.6529
2003-01-06,7.2829
2003-06-19,-6.658
2003-10-02,5.1748
2003-10-15,17.0213
2004-01-05,40.9091
2004-04-27,4.0323
2004-05-20,0.0
2004-05-25,1.3953
2004-05-26,0.9174
2004-05-27,0.0
2004-05-28,3.0303
2004-06-09,2.2059
2004-06-18,-2.8777
2004-06-21,3.8519
2004-06-22,0.0
2004-06-23,-1.5692
2004-06-30,1.5941999999999998
2004-07-01,-2.9957000000000003
2004-07-02,0.0
2004-07-07,3.6765
2004-07-14,0.4255
2004-07-19,0.0
2004-08-16,-3.2486
2004-08-17,0.7299
2004-09-30,0.7246
2004-11-08,-8.6331
2004-11-18,0.0
2004-11-24,7.0866
2004-12-01,1.4706000000000001
2004-12-02,1.4493
2005-01-03,-2.1429
2005-01-04,2.9196999999999997
2005-01-11,-9.2199
2005-01-12,4.6875
2005-01-27,13.4328
2005-01-28,-9.8684
2005-01-31,4.0146
2005-02-03,0.3509
2005-04-08,-4.1958
2005-05-27,-11.1111
2005-06-22,6.6667
2005-06-28,-3.125
2005-07-07,11.2903
2005-08-18,-7.2464
2005-11-10,6.9182
2005-11-30,0.0
2006-04-06,2.9412000000000003
2006-05-08,3.3237
2006-05-11,-4.8951
2006-05-12,3.7353
2006-05-30,1.3609
2006-06-13,0.979
2006-07-18,-0.554
2006-12-12,0.8463
2007-01-03,-6.2937
2007-01-04,4.4776
2007-02-28,2.5714
2007-04-10,0.2786
2007-05-25,-0.1406
2007-06-04,-3.5211
2007-06-22,-2.6277
2007-07-02,0.4498
2007-09-24,-5.2239
2007-09-27,2.3622
2007-10-19,-4.6154
2008-01-10,-8.347
2008-03-24,-7.1429
2008-04-15,0.0
2008-04-28,5.8824
2008-04-29,-7.4074
2008-06-10,8.0
2008-06-11,-5.5556
2009-02-24,5.0
2009-03-12,-42.8571
2009-03-24,0.0
2009-05-22,29.2517
2009-06-18,-10.526299999999999
2009-06-19,1.4706000000000001
2009-06-23,1.4493
2009-06-24,1.4285999999999999
2009-08-03,-32.3944
2009-08-07,16.6667
2009-09-25,-21.4286
2009-10-08,4.5455
2009-10-30,8.6957
2009-11-10,-8.0
2010-06-25,2.6786
2010-07-12,-4.3478
2010-07-20,0.0
