ticker,TYCB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-07-25,100.0
2000-07-27,-2.2727
2000-07-31,4.6512
2000-11-06,-12.7778
2000-11-07,0.0
2000-12-18,-13.3758
2000-12-19,8.0882
2001-05-08,0.0
2001-07-31,-4.7619
2001-08-08,8.0
2001-08-09,0.0
2001-12-13,0.187
2001-12-20,5.3333
2002-01-03,0.6329
2002-01-08,-11.9497
2002-01-25,15.8
2002-02-14,-12.3466
2002-03-14,14.2857
2002-04-05,-8.75
2002-04-11,4.7945
2002-04-12,-5.8824
2002-04-15,2.7778
2002-04-19,0.0
2002-04-22,-5.4054
2002-04-23,2.8571
2002-04-24,0.0
2002-04-26,-0.6944
2002-05-15,2.0979
2002-05-22,1.3699
2002-05-28,1.0811
2002-06-21,-1.0695000000000001
2002-07-19,2.7027
2002-07-26,-3.9474
2002-07-30,-0.6849
2002-08-16,3.4483
2002-08-20,-2.6667
2002-09-30,4.1096
2002-10-03,-1.3158
2002-10-04,1.3333
2002-10-21,-5.2632
2002-10-22,2.7778
2002-10-24,0.1351
2002-10-28,-2.6991
2002-10-29,2.7739000000000003
2002-10-30,0.0
2002-10-31,0.0
2002-11-08,-0.135
2002-11-12,2.7027
2003-02-03,6.383
2003-03-03,-8.75
2003-03-27,6.8493
2003-04-09,-5.3846
2003-04-10,4.336
2003-04-11,2.5974
2003-04-15,-3.1646
2003-04-24,0.0
2003-05-01,-2.8758
2003-05-02,1.4805
2003-05-22,0.1326
2003-05-23,1.9868000000000001
2003-05-27,0.0
2003-06-02,-3.2468
2003-06-06,0.6711
2003-06-12,1.3333
2003-06-13,-1.9737
2003-06-17,2.0134
2003-06-18,0.0
2003-06-20,-1.9737
2003-06-25,-0.6711
2003-07-02,0.0
2003-07-08,-0.6757
2003-07-10,-0.6803
2003-07-11,-0.6849
2003-07-15,-0.6897
2003-07-16,0.0
2003-07-29,2.7778
2003-07-30,-2.027
2003-08-06,-2.7586
2003-08-14,0.0
2003-08-15,2.1277
2003-08-18,-0.6944
2003-09-18,-1.1189
2003-09-22,2.5460000000000003
2003-09-25,-2.069
2003-10-22,4.2254
2003-10-24,-2.7027
2003-10-29,2.7778
2003-10-30,0.0
2003-10-31,0.0
2003-11-03,0.6757
2003-11-06,0.0
2003-11-19,-0.4093
2003-11-20,0.0
2003-11-21,0.0
2003-11-24,0.6849
2003-11-25,-0.6803
2003-12-01,0.6849
2003-12-04,-2.0408
2003-12-05,2.7778
2003-12-11,0.0
2003-12-15,-2.7027
