ticker,FRPC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-25,-4.5455
2000-03-30,0.0
2000-05-31,19.0476
2000-06-13,10.0
2000-06-22,-5.4545
2000-08-30,-1.9231
2000-09-11,0.0
2000-09-18,7.8431
2000-09-22,-7.2727
2000-10-10,-1.9607999999999999
2000-10-13,-7.25
2000-12-12,0.4852
2001-01-16,-8.5837
2001-02-12,-1.115
2001-02-13,18.6944
2001-09-21,-10.0
2001-11-01,-11.1111
2001-11-27,0.0
2001-12-20,0.0
2002-01-15,1.5
2002-01-24,15.7635
2002-05-21,-2.8723
2002-06-11,1.6429
2002-06-21,9.9138
2002-06-26,0.0
2002-07-30,0.0
2002-08-27,-8.0392
2002-10-02,8.742
2002-12-10,2.9412000000000003
2002-12-18,-5.2381
2002-12-19,-1.5074999999999998
2003-01-30,7.1429
2003-04-03,-4.7619
2003-11-05,-2.24
2003-11-06,1.2684
2004-01-30,-0.5051
2004-03-12,-0.8122
2004-04-02,2.3541
2004-06-09,-1.5
2004-06-24,0.0
2004-06-28,3.5533
2004-06-30,0.9804
2004-07-07,0.9709
2004-08-02,-5.2885
2004-09-01,0.0
2004-09-09,1.5228000000000002
2004-09-20,5.0
2004-09-21,-4.7619
2004-09-22,2.0
2005-02-01,-1.9607999999999999
2005-02-04,1.0
2005-02-15,14.8515
2005-02-25,-13.7931
2005-03-03,4.0
2005-03-04,-0.9615
2005-03-07,-1.9417
2005-03-16,4.9505
2005-04-15,0.4717
2005-05-23,8.9202
2005-05-24,-3.0172
2005-05-27,3.1111
2005-06-24,-1.0345
2005-09-21,8.0139
2005-09-28,-7.2581
2005-10-05,0.8696
2005-10-06,8.6207
2005-10-11,-3.1746
2005-10-12,0.0
2006-01-12,0.0
2006-01-25,1.6393
2006-02-03,-1.2097
2006-02-21,1.2245
2006-03-13,-0.8065
2006-03-16,0.6504
2006-03-23,0.9693
2006-04-04,-0.4
2006-04-11,0.4016
2006-04-18,-4.0
2006-04-24,1.6667
2006-04-28,0.5738
2006-05-01,0.0
2006-11-17,0.2445
2006-11-20,0.0
2006-12-22,0.0
2007-01-04,2.0325
2007-03-12,-1.1952
2007-03-27,0.0
2007-03-30,0.4032
2007-04-03,-0.4016
2007-04-19,1.2742
2007-06-12,-2.4526
2007-06-13,0.5714
2007-06-14,-1.7045
2007-06-21,-0.0826
2007-06-22,-1.6529
2007-06-27,1.6975
2007-10-17,-8.6101
2007-11-21,-13.2007
2007-12-04,13.8542
2007-12-18,-6.4044
2007-12-31,-2.2483
2008-08-18,6.0
2008-08-21,-0.9434
2008-08-26,0.0
2008-08-27,0.9524
2008-09-02,1.8868
2008-09-04,-6.2778
2008-09-11,0.079
2008-09-18,6.614
2008-10-10,-7.4074
2008-10-17,-16.0
2008-11-13,3.9048
2008-11-21,-0.3208
2009-02-02,10.3448
2009-02-18,-21.875
2009-09-08,-20.0
2009-09-10,3.3333
2010-12-17,-12.9032
2011-01-13,62.963
2012-01-03,0.0455
2012-05-02,-19.9
2012-05-15,7.7708
2012-06-21,-6.4474
2012-09-13,12.5176
2012-12-18,-7.375
2013-01-04,-0.108
2013-11-05,-12.0508
2013-11-06,0.3072
2013-11-22,1.072
2013-12-11,0.0
2014-01-13,-0.4545
2014-08-13,6.5449
2014-08-22,5.7143
2014-09-02,2.7027
2014-11-21,-7.8684
2014-12-18,-0.0286
2014-12-30,0.0
2014-12-31,-3.5714
2015-01-02,3.7037
2015-02-24,-4.1429
2015-05-05,-10.5812
2015-05-06,11.6667
2015-05-11,0.0
2015-06-17,0.0
2015-09-18,-0.597
2017-03-30,-1.8018
2017-12-12,-8.2569
2018-02-07,-10.0
2018-04-27,-7.4074
2018-04-30,0.0
2018-05-02,-1.6
2018-05-03,-1.4228
2018-08-03,-1.0309
2018-09-18,-2.0833
2018-09-21,-6.383
2018-09-25,-4.5455
2018-12-14,-4.7619
2018-12-17,-23.75
2019-01-04,4.5902
2019-01-09,0.0
2019-01-10,-2.8213
2019-01-14,-3.2903000000000002
2019-05-14,-13.2755
2019-05-31,-23.0769
2019-06-17,0.0
2019-09-17,0.0
2019-09-26,-9.9
2019-09-30,-22.3085
2019-10-01,-19.7143
2019-10-08,0.0
2019-10-17,-64.4128
2019-11-12,-39.5
2019-11-14,0.0
2019-12-10,0.8264
2020-02-06,0.8197
2020-05-07,-1.626
2020-05-08,23.9669
