ticker,MYFT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-11,0.0
2000-05-02,0.0
2000-05-23,0.0
2000-07-18,0.0
2001-01-25,1900.0
2001-01-29,-99.375
2001-02-09,700.0
2002-07-24,0.0
2004-07-28,-87.5
2004-08-05,140.0
2004-08-06,0.0
2004-08-09,8.3333
2004-08-10,0.0
2004-08-12,0.0
2004-08-16,0.0
2004-08-19,0.0
2004-08-23,15.3846
2004-08-26,-26.6667
2004-08-27,31.8182
2004-08-31,3.4483
2004-09-02,-6.6667
2004-09-03,-7.1429
2004-09-07,-15.3846
2004-09-08,9.0909
2004-09-09,-25.0
2004-09-10,16.6667
2004-09-13,-14.2857
2004-09-14,22.2222
2004-09-15,-4.5455
2004-09-16,-14.2857
2004-09-17,11.1111
2004-09-20,-9.0
2004-09-21,-6.5934
2004-09-22,0.0
2004-09-23,-5.8824
2004-09-24,6.25
2004-09-27,-11.7647
2004-09-28,0.0
2004-09-29,0.0
2004-09-30,-13.3333
2004-10-01,7.6923
2004-10-04,-35.7143
2004-10-05,-33.3333
2004-10-06,-11.6667
2004-10-07,-11.3208
2004-10-08,-23.4043
2004-10-11,11.1111
2004-10-12,-15.0
2004-10-13,5.8824
2004-10-14,-5.5556
2004-10-15,0.0
2004-10-18,-11.7647
2004-10-19,-26.6667
2004-10-20,0.0
2004-10-21,-31.8182
2004-10-22,-6.6667
2004-10-25,0.0
2004-10-26,7.1429
2004-10-27,6.6667
2004-10-28,-6.25
2004-10-29,-40.0
2004-11-01,-6.9444
2004-11-02,19.403
2004-11-03,0.0
2004-11-04,0.0
2004-11-05,10.0
2004-11-08,-9.0909
2004-11-09,10.0
2004-11-10,-9.0909
2004-11-11,10.0
2004-11-12,-9.0909
2004-11-15,40.0
2004-11-16,-7.1429
2004-11-17,-15.3846
2004-11-18,9.0909
2004-11-19,0.0
2004-11-22,-8.3333
2004-11-23,0.0
2004-11-24,9.0909
2004-11-26,-8.3333
2004-11-29,0.0
2004-11-30,9.0909
2004-12-01,8.3333
2004-12-02,15.3846
2004-12-03,-13.3333
2004-12-06,-21.1538
2004-12-07,7.3171
2004-12-08,0.0
2004-12-09,-6.8182
2004-12-10,-18.2927
2004-12-13,19.403
2004-12-14,-17.5
2004-12-15,6.0606
2004-12-16,2.8571
2004-12-17,26.3889
2004-12-20,-20.8791
2004-12-21,11.1111
2004-12-22,10.0
2004-12-23,0.0
2004-12-27,-6.8182
2004-12-28,-2.439
2004-12-29,0.0
2004-12-30,0.0
