ticker,FMBH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.3676
2000-01-13,-4.0293
2000-01-25,1.5267
2000-01-26,2.6316
2000-01-28,0.0
2000-02-02,-4.7619
2000-02-08,1.1538
2000-02-11,0.3802
2000-02-24,-3.0303
2000-03-14,0.7813
2000-03-20,2.3256
2000-03-23,-2.2727
2000-03-27,0.0
2000-04-03,-0.7752
2000-04-04,0.0
2000-04-05,1.1719
2000-04-06,0.0
2000-04-13,-1.1583
2000-04-14,0.0
2000-04-17,0.0
2000-04-18,0.0
2000-04-20,0.7813
2000-04-26,0.7752
2000-05-01,1.1538
2000-05-03,-1.5209000000000001
2000-05-04,0.3861
2000-05-05,-1.5385
2000-05-12,0.0
2000-05-19,0.0
2000-05-22,1.5625
2000-05-23,-0.3846
2000-05-24,-5.7915
2000-05-25,-1.6393
2000-05-31,-0.8333
2000-06-01,4.2017
2000-06-02,-3.2258
2000-06-06,3.3333
2000-06-07,-4.0323
2000-06-08,3.3613
2000-06-09,-3.252
2000-06-12,0.8403
2000-06-14,-3.3333
2000-06-15,0.0
2000-06-26,-2.5862
2000-06-28,-0.4425
2000-06-29,-0.4444
2000-06-30,3.5714
2000-07-12,-3.4483
2000-07-17,0.0
2000-07-19,1.3393
2000-07-31,-1.3216
2000-08-02,0.8929
2000-08-07,-2.6549
2000-08-16,2.7273
2000-08-22,-0.885
2000-08-23,-0.4464
2000-08-24,0.4484
2000-08-30,0.0
2000-09-11,0.4464
2000-09-12,0.4444
2000-09-20,0.885
2000-10-05,1.7544
2000-10-06,0.0
2000-10-17,0.431
2000-10-19,-0.4292
2000-10-23,0.431
2000-10-24,0.0
2000-10-25,0.4292
2000-10-27,1.7094
2000-10-31,0.4202
2000-11-02,-0.8368
2000-11-07,-1.6878
2000-11-09,-0.4292
2000-11-13,0.0
2000-11-14,0.431
2000-11-16,0.0
2000-11-17,-3.8627000000000002
2000-11-20,4.4643
2000-11-29,-3.4188
2000-11-30,1.7699
2000-12-05,-1.7391
2000-12-18,0.0
2000-12-19,0.0
2000-12-28,1.1457
2001-01-03,0.4425
2001-01-04,2.2026
2001-01-05,0.8621
2001-01-08,1.7094
2001-01-09,0.8403
2001-01-10,2.5
2001-01-11,1.2195
2001-01-16,1.2048
2001-01-24,3.1746
2001-02-09,-0.7692
2001-02-26,-5.814
2001-02-27,4.9383
2001-03-08,-1.5686
2001-03-19,-2.7888
2001-03-20,4.5082
2001-03-23,-4.3137
2001-03-28,4.5082
