ticker,CTVA US Equity
2019-10-11,3.6145
2019-10-14,-1.2378
2019-10-15,1.4052
2019-10-16,0.6367
2019-10-17,-0.3722
2019-10-18,-2.7269
2019-10-21,-2.0737
2019-10-22,1.8824
2019-10-23,-1.4242
2019-10-24,2.9676
2019-10-25,1.3652
2019-10-28,0.1496
2019-10-29,0.0374
2019-10-30,2.6139
2019-10-31,-4.0029
2019-11-01,-0.7582
2019-11-04,-1.6806999999999999
2019-11-05,-0.3108
2019-11-06,1.8316
2019-11-07,0.0765
2019-11-08,0.1912
2019-11-11,2.0611
2019-11-12,-0.0748
2019-11-13,-3.7425
2019-11-14,2.5661
2019-11-15,-3.4117
2019-11-18,0.0
2019-11-19,0.8634
2019-11-20,-2.8016
2019-11-21,0.5204
2019-11-22,1.7125
2019-11-25,1.5270000000000001
2019-11-26,-0.1928
2019-11-27,1.1592
2019-11-29,-0.1152
2019-12-02,-3.2283
2019-12-03,-2.1048
2019-12-04,0.7708
2019-12-05,-0.0805
2019-12-06,1.7728000000000002
2019-12-09,2.019
2019-12-10,0.388
2019-12-11,1.2756
2019-12-12,2.9771
2019-12-13,-1.8162
2019-12-16,4.0015
2019-12-17,-2.8312
2019-12-18,3.9223
2019-12-19,-0.3954
2019-12-20,1.6961
2019-12-23,1.7033
2019-12-24,0.5234
2019-12-26,1.319
2019-12-27,-0.1713
2019-12-30,-0.9609
2019-12-31,2.4255
2020-01-02,-2.774
2020-01-03,-1.183
2020-01-06,-0.1408
2020-01-07,0.3879
2020-01-08,0.8079
2020-01-09,0.1045
2020-01-10,-1.3227
2020-01-13,0.8113
2020-01-14,0.2099
2020-01-15,0.1397
2020-01-16,1.8828
2020-01-17,-3.1485
2020-01-21,-1.6961
2020-01-22,1.2221
2020-01-23,1.0298
2020-01-24,-1.7574999999999998
2020-01-27,-2.8265000000000002
2020-01-28,1.4727999999999999
2020-01-29,0.8708
2020-01-30,5.1799
2020-01-31,-1.0944
2020-02-03,4.1494
2020-02-04,2.7556000000000003
2020-02-05,2.4556
2020-02-06,-0.3784
2020-02-07,-1.7410999999999999
2020-02-10,-1.4175
2020-02-11,-0.2941
2020-02-12,1.4094
2020-02-13,-1.0989
2020-02-14,0.3595
2020-02-18,2.2468
2020-02-19,0.3822
2020-02-20,0.1586
2020-02-21,-1.1086
2020-02-24,-1.7936999999999999
2020-02-25,-7.4364
2020-02-26,0.4228
2020-02-27,-4.2456
2020-02-28,-0.3298
2020-03-02,4.3015
2020-03-03,-1.1331
2020-03-04,3.51
2020-03-05,-5.5017
2020-03-06,-7.3599
2020-03-09,-8.8142
2020-03-10,12.3104
2020-03-11,-3.5122
2020-03-12,-10.64
2020-03-13,11.1012
2020-03-16,-16.4384
2020-03-17,9.3057
2020-03-18,-4.8522
2020-03-19,7.835
2020-03-20,-3.1384
2020-03-23,-2.7075
2020-03-24,1.8704
2020-03-25,4.7918
2020-03-26,3.1624
2020-03-27,-3.8525
2020-03-30,3.7915
2020-03-31,-2.4491
2020-04-01,-4.2128
2020-04-02,-1.1995
2020-04-03,1.7086000000000001
2020-04-06,7.2501999999999995
2020-04-07,1.1129
2020-04-08,6.1965
2020-04-09,7.2169
2020-04-13,-4.9051
2020-04-14,-0.4518
2020-04-15,-3.5174
2020-04-16,-1.3719999999999999
2020-04-17,1.3911
2020-04-20,-3.4496
2020-04-21,-1.4616
2020-04-22,2.7606
2020-04-23,1.8444
2020-04-24,3.4252000000000002
2020-04-27,-2.7027
2020-04-28,2.4648
2020-04-29,3.2837
2020-04-30,-3.1793
2020-05-01,-2.6728
2020-05-04,-0.2746
2020-05-05,2.9898
2020-05-06,-4.4691
2020-05-07,5.7577
2020-05-08,-1.7769
2020-05-11,-6.1586
2020-05-12,-4.6349
2020-05-13,0.086
2020-05-14,0.7735
2020-05-15,-2.3585
2020-05-18,5.4458
2020-05-19,-0.0833
2020-05-20,4.5852
2020-05-21,-2.1523
2020-05-22,-0.0407
2020-05-26,4.4825
2020-05-27,0.624
2020-05-28,4.6124
2020-05-29,1.1856
2020-06-01,-1.7942
2020-06-02,4.437
2020-06-03,1.7494
2020-06-04,5.8596
2020-06-05,1.591
2020-06-08,-2.0881
2020-06-09,-1.3995
2020-06-10,-1.5208
2020-06-11,-7.0007
2020-06-12,1.6236000000000002
2020-06-15,-2.7959
2020-06-16,3.9223
2020-06-17,-1.6894
2020-06-18,0.4753
2020-06-19,-1.2737
2020-06-22,1.6587
2020-06-23,-0.5801
2020-06-24,-4.9234
2020-06-25,0.4987
2020-06-26,-1.0687
2020-06-29,0.8488
2020-06-30,2.4866
2020-07-01,0.9332
2020-07-02,1.9601
2020-07-06,-0.1451
2020-07-07,-1.4166
2020-07-08,-4.7163
2020-07-09,-0.4254
2020-07-10,3.3786
2020-07-13,0.8264
2020-07-14,0.8942
2020-07-15,3.1758
2020-07-16,-0.0716
2020-07-17,1.5401
2020-07-20,-2.2222
2020-07-21,2.2727
2020-07-22,1.0935
2020-07-23,0.0349
2020-07-24,-0.5232
2020-07-27,1.0168
2020-07-28,-2.152
2020-07-29,2.1994
2020-07-30,-1.1454
2020-07-31,0.2809
