ticker,AGX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,-8.3333
2000-01-07,-9.0909
2000-01-10,5.0
2000-01-11,-9.5238
2000-01-12,0.0
2000-01-14,0.0
2000-01-18,0.0
2000-01-19,0.0
2000-01-20,5.2632
2000-01-21,-5.0
2000-01-26,0.0
2000-01-27,5.2632
2000-01-28,0.0
2000-01-31,-10.0
2000-02-03,5.5556
2000-02-04,0.0
2000-02-08,-5.2632
2000-02-09,5.5556
2000-02-11,-5.2632
2000-02-14,11.1111
2000-02-15,-10.0
2000-02-16,0.0
2000-02-18,11.1111
2000-02-22,5.0
2000-02-23,-9.5238
2000-02-24,0.0
2000-02-28,15.7895
2000-02-29,0.0
2000-03-01,-9.0909
2000-03-02,0.0
2000-03-03,10.0
2000-03-08,0.0
2000-03-09,-4.5455
2000-03-10,4.7619
2000-03-13,-4.5455
2000-03-14,0.0
2000-03-15,0.0
2000-03-16,-4.7619
2000-03-17,0.0
2000-03-20,0.0
2000-03-21,0.0
2000-03-22,0.0
2000-03-23,0.0
2000-03-28,0.0
2000-03-31,-13.6
2000-04-04,21.5278
2000-04-05,-14.2857
2000-04-06,5.5556
2000-04-10,-5.2632
2000-04-12,0.0
2000-04-13,0.0
2000-04-17,0.0
2000-04-19,0.0
2000-04-20,0.0
2000-04-24,-5.5556
2000-04-25,5.8824
2000-04-26,-5.5556
2000-04-27,0.0
2000-04-28,11.7647
2000-05-04,-5.2632
2000-05-09,0.0
2000-05-11,0.0
2000-05-17,0.0
2000-05-18,-5.5556
2000-05-19,0.0
2000-05-22,11.7647
2000-05-30,-10.526299999999999
2000-06-01,-0.2353
2000-06-06,-5.6604
2000-06-12,6.25
2000-06-14,11.7647
2000-06-15,-5.2632
2000-06-19,-11.1111
2000-06-20,18.75
2000-06-22,-15.7895
2000-07-03,0.0
2000-07-07,0.0
2000-07-10,0.0
2000-07-12,6.25
2000-07-13,52.9412
2000-07-14,-3.8462
2000-07-17,-16.0
2000-07-18,0.0
2000-07-19,-14.2857
2000-07-21,0.0
2000-07-31,-5.5556
2000-08-04,5.8824
2000-08-10,0.0
2000-08-14,0.0
2000-08-18,0.0
2000-08-21,0.0
2000-08-22,5.5556
2000-08-23,-0.1789
2000-08-28,0.1793
2000-08-29,-5.2632
2000-08-30,22.2222
2000-08-31,-18.1818
2000-09-05,0.0
2000-09-07,0.0
2000-09-14,0.0
2000-09-18,5.5556
2000-09-19,-5.2632
2000-09-21,6.6667
2000-09-26,9.375
