ticker,9999587D US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-12-16,2.9412000000000003
2003-12-17,-1.7143000000000002
2003-12-18,-0.5814
2003-12-19,0.117
2003-12-22,-0.7009
2003-12-23,1.1764999999999999
2003-12-24,-0.4651
2003-12-26,0.6425
2003-12-29,0.1161
2003-12-30,1.1594
2003-12-31,1.2607
2004-01-02,0.0566
2004-01-05,0.9615
2004-01-06,-0.7843
2004-01-07,1.4681
2004-01-08,-0.3784
2004-01-09,0.5474
2004-01-12,2.7778
2004-01-13,-0.2703
2004-01-14,0.813
2004-01-15,2.8495
2004-01-16,0.3659
2004-01-20,0.625
2004-01-21,-1.6046
2004-01-22,0.7943
2004-01-23,-0.8402
2004-01-26,1.0
2004-01-27,-0.6253
2004-01-28,6.6597
2004-01-29,-4.6213999999999995
2004-01-30,0.0
2004-02-02,0.6701
2004-02-03,-0.6656
2004-02-04,-0.3608
2004-02-05,-0.2121
2004-02-06,0.057
2004-02-09,-0.2591
2004-02-10,2.0779
2004-02-11,-2.0356
2004-02-12,1.3506
2004-02-13,0.7176
2004-02-17,0.0
2004-02-18,-1.4758
2004-02-19,-0.6198
2004-02-20,-3.2225
2004-02-23,-0.913
2004-02-24,-3.6856
2004-02-25,-1.1761
2004-02-26,2.1582
2004-02-27,0.8919
2004-03-01,1.6575
2004-03-02,-2.1739
2004-03-03,0.5556
2004-03-04,-1.105
2004-03-05,-1.2291
2004-03-08,0.8484
2004-03-09,0.0841
2004-03-10,0.028
2004-03-11,0.2241
2004-03-12,-2.739
2004-03-15,-0.7471
2004-03-16,-2.2583
2004-03-17,0.6517
2004-03-18,1.3537
2004-03-19,-0.6969
2004-03-22,-0.3509
2004-03-23,-0.0587
2004-03-24,0.6459
2004-03-25,-2.4504
2004-03-26,-0.4785
2004-03-29,-1.4423
2004-03-30,0.9146
2004-03-31,2.4773
2004-04-01,-0.1179
2004-04-02,1.5348000000000002
2004-04-05,-0.5233
2004-04-06,0.9351
2004-04-07,3.9954
2004-04-08,0.2227
2004-04-12,0.6111
2004-04-13,2.3192
2004-04-14,-0.5936
2004-04-15,-2.5516
2004-04-16,3.0084
2004-04-19,0.0
2004-04-20,-0.5949
2004-04-21,-2.0675
2004-04-22,5.3889
2004-04-23,0.1581
2004-04-26,-4.5789
2004-04-27,-0.717
2004-04-28,-4.6667
2004-04-29,-1.9814
2004-04-30,-2.3186999999999998
2004-05-03,1.5215999999999998
2004-05-04,3.4772
2004-05-05,-1.0429
2004-05-06,-2.6347
