ticker,SSHC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-10-18,1.0
2005-10-21,1.4851
2005-10-24,-1.4634
2005-10-25,0.495
2005-10-28,0.4926
2005-11-09,-1.9607999999999999
2005-12-01,0.0
2005-12-08,0.5
2005-12-15,1.99
2005-12-20,0.0
2005-12-21,2.439
2006-01-06,-0.9524
2006-02-21,-0.9615
2006-02-23,0.4854
2006-03-09,-0.9662
2006-03-30,7.3171
2006-05-11,-5.0
2006-07-25,0.9569
2006-08-14,1.8957000000000002
2006-09-13,-1.8605
2006-09-26,0.9479
2006-11-06,2.8169
2006-11-28,-0.9132
2007-01-05,1.3825
2007-03-12,1.0909
2007-04-02,-1.0791
2007-04-03,-4.5455
2007-04-05,-2.3810000000000002
2007-04-11,4.878
2007-05-07,0.0
2007-05-18,-6.9767
2007-05-21,0.5
2007-07-31,-1.393
2007-08-17,-9.0817
2007-08-21,0.0
2007-08-31,10.4329
2007-10-12,-14.5729
2007-10-15,23.5294
2007-11-28,-23.8095
2007-12-20,-8.75
2007-12-31,13.0137
2008-02-11,-11.5152
2008-02-28,13.0137
2008-05-06,-14.5455
2008-05-09,4.2553
2008-06-04,-4.7619
2008-06-09,7.1429
2008-07-16,-13.3333
2008-07-21,0.0
2008-08-07,0.0
2008-09-22,-7.6923
2008-09-25,-6.6667
2008-10-01,4.4643
2008-10-03,0.8547
2008-10-23,-6.7797
2008-11-19,0.0
2008-11-20,-18.1818
2008-12-08,-5.5556
2008-12-12,-17.647100000000002
2008-12-15,0.0
2008-12-18,2.8571
2008-12-29,-2.7778
2008-12-30,0.0
2008-12-31,0.0
2009-01-05,-2.8571
2009-01-08,2.3529
2009-01-15,-13.7931
2009-01-27,-33.3333
2009-01-28,0.0
2009-02-02,25.0
2009-02-20,-18.0
2009-03-03,0.0
2009-03-10,82.9268
2009-05-07,-46.6667
2009-05-15,10.0
2009-05-29,9.0909
2009-06-15,-27.0833
2009-06-17,0.0
2009-06-18,0.0
2009-06-19,-14.2857
2009-06-22,16.6667
2009-06-30,0.0
2009-07-07,0.0
2009-07-30,11.4286
2009-07-31,7.6923
2009-08-03,-4.7619
2009-08-04,0.0
2009-08-05,0.0
2009-08-06,-2.5
2009-08-07,7.6923
2009-08-10,-4.7619
2009-08-11,-5.0
2009-08-13,0.0
2009-08-14,5.2632
2009-08-17,5.0
2009-08-18,0.0
2009-08-20,4.7619
2009-08-24,11.3636
2009-08-25,-2.0408
2009-09-21,-10.4167
2009-09-22,-2.3256
2009-09-30,-4.7619
2009-10-13,-17.5
2009-11-03,3.0303
2009-11-10,-2.9412000000000003
2009-11-12,-3.0303
2009-11-25,-9.375
2009-12-02,3.4483
2009-12-18,0.0
2009-12-23,-26.6667
2009-12-29,0.0
2009-12-30,-72.7273
2009-12-31,266.6667
2010-01-25,13.6364
2010-01-28,-52.0
2010-02-16,0.0
2010-02-17,66.6667
2010-03-01,-70.0
2010-03-12,0.0
2010-03-18,0.0
2010-04-01,0.0
2010-05-04,0.0
2010-10-29,0.0
2010-12-08,66.6667
2010-12-15,-40.0
2010-12-16,-13.3333
2010-12-22,0.0
2011-01-05,0.0
2011-01-21,-3.8462
2011-04-19,-56.0
2011-04-29,-45.4545
2011-05-19,0.0
2011-06-24,-16.6667
2011-07-27,0.0
2011-07-29,-80.0
2011-08-01,80.0
2011-09-08,11.1111
2011-09-09,-10.0
2011-10-05,-5.5556
2011-10-19,76.4706
2011-10-20,-50.0
2011-11-08,0.0
2011-12-13,-6.6667
2011-12-14,-85.7143
2011-12-15,156.25
2011-12-27,-2.439
2012-02-28,-60.0
2012-03-15,0.0
2012-03-30,0.0
2012-05-09,1100.0
2012-05-10,-4.1667
2012-05-11,-65.2174
2012-05-14,1150.0
2012-05-16,-92.0
2012-06-07,5525.0
2012-06-11,-98.7083
2012-06-12,983.871
2012-06-13,-7.1429
2012-06-22,-90.0641
2012-06-26,3.2258
2012-07-16,-3.125
2012-07-17,0.0
2012-07-20,-43.0108
2012-08-07,0.0
2012-08-22,-39.6226
2013-02-05,0.0
2013-04-25,800.0
2013-04-26,-88.8889
2013-07-09,0.0
2013-08-01,150.0
2015-01-27,-40.0
2015-11-17,-83.3333
2017-04-26,-25.0
2018-01-25,6.6667
2018-03-13,0.0
2018-04-19,-75.0
2018-10-11,0.0
2019-10-21,9900.0
2019-11-25,88.0
2019-12-02,6.383
2019-12-03,650.0
2019-12-04,566.6
2019-12-05,-88.9989
2019-12-06,18.1818
2019-12-10,42.3077
2020-05-11,-40.5405
2020-06-26,0.0
