ticker,CYPJ US Equity
2009-01-16,0.0
2009-01-30,-40.0
2009-02-10,-33.3333
2009-02-23,0.0
2009-03-12,-33.3333
2009-05-18,-25.0
2009-05-27,0.0
2009-05-28,0.0
2009-06-04,-66.6667
2009-07-01,200.0
2009-07-02,-33.3333
2009-07-22,100.0
2009-08-25,25.0
2009-08-28,0.0
2009-09-04,0.0
2009-10-14,0.0
2009-10-30,100.0
2009-11-05,50.0
2009-11-09,0.0
2009-11-10,0.0
2009-11-11,0.0
2009-11-13,0.0
2009-11-23,33.3333
2009-12-09,0.0
2010-01-11,25.0
2010-01-22,-20.0
2010-02-05,0.0
2010-02-16,-75.0
2010-02-17,200.0
2010-03-02,0.0
2010-03-19,0.0
2010-03-24,-66.6667
2010-05-04,100.0
2010-05-11,0.0
2010-05-14,-10.0
2010-05-25,-44.4444
2010-07-28,0.0
2010-09-15,200.0
2010-09-16,0.0
2010-09-29,0.0
2010-10-11,-60.0
2010-12-14,33.3333
2011-01-13,0.0
2011-05-05,0.0
2011-09-01,-25.0
2011-09-06,150.0
2011-09-07,-86.6667
2011-09-09,650.0
2011-09-14,-66.6667
2011-10-27,0.0
2011-12-27,-79.75
2011-12-30,0.0
2012-02-24,0.0
2012-02-27,0.0
2012-04-13,393.8272
2012-04-16,-80.0
2012-07-13,-98.75
2012-07-19,450.0
2012-07-27,1518.1818
2012-08-13,250.5618
2012-10-11,-94.0705
2012-12-11,2.7027
2012-12-17,-2.6316
2013-02-14,2.7027
2013-03-18,0.0
2013-05-29,0.0
2013-06-04,0.0
2013-07-24,0.0
2013-11-18,-2.6316
2013-12-19,-13.5135
2013-12-30,-18.75
2014-01-17,0.0
2014-02-27,946.1538
2014-03-11,58.8235
2014-03-14,-4.3981
2014-03-17,-38.0145
2014-03-18,-37.5
2014-03-19,0.0
2014-04-08,0.0
2014-04-14,0.0
2014-05-07,1.25
2014-05-08,0.0
2014-06-19,0.0
2014-06-27,28.3951
2014-06-30,23.0769
2014-07-03,-6.25
2014-07-15,-6.6667
2014-08-14,-6.25
2014-08-28,0.0
2014-09-11,-16.1905
2014-09-12,0.0
2014-11-10,-9.0909
2014-11-11,-35.0
2014-11-12,-23.0769
2014-11-19,-20.0
2014-12-03,25.0
2014-12-30,0.0
2014-12-31,-17.5
2015-01-02,0.0
2015-01-08,1.5152
2015-01-13,2.9851
2015-02-13,0.0
2015-03-02,7.2464
2015-05-15,-2.7027
2015-08-24,0.0
2015-09-18,0.0
2015-09-24,0.0
2015-09-28,2.7778
2015-10-23,0.0
2015-10-30,0.0
2016-06-23,-9.4595
2016-07-08,0.0
2016-10-10,-4.4776
2016-12-21,17.1875
2016-12-28,-36.0
2016-12-29,0.0
2017-01-23,0.0
2017-05-16,233.3333
2017-05-17,-5.0
2017-05-23,-47.3684
2017-05-25,45.0
2017-06-05,-31.0345
2017-07-13,63.0
2017-08-01,-34.3558
2017-09-25,-6.5421
2017-11-27,29.2
2017-12-01,-4.7988
2017-12-08,5.6911000000000005
2018-01-02,0.0
2018-01-22,-53.8462
2018-01-31,0.0
2018-03-19,0.0
2018-06-21,-16.6667
2018-09-17,80.0
2018-09-19,-33.3333
2018-09-20,-16.6667
2018-11-30,10.0
2018-12-31,9.0909
2019-01-11,33.3333
2019-01-14,-17.5
2019-01-15,0.0
2019-01-17,36.3636
2019-01-25,-26.6667
2019-01-28,166.6667
2019-02-05,-3.4091
2019-02-07,-20.5882
2019-02-08,-25.9259
2019-02-11,-20.0
2019-02-12,0.0
2019-02-15,0.0
2019-03-04,-12.5
2019-03-05,14.2857
2019-03-11,0.0
2019-03-15,-25.0
2019-03-22,0.0
2019-04-18,50.0
2019-04-26,-7.7778
2019-05-09,68.6747
2019-05-15,-42.8571
2019-05-29,-10.0
2019-06-04,-38.8889
2019-06-05,77.9545
2019-06-11,-23.3716
2019-06-18,-16.6667
2019-07-01,64.0
2019-07-02,-2.439
2019-07-05,0.0
2019-07-09,-22.5
2019-07-12,0.0
2019-07-16,77.4194
2019-07-17,-9.0909
2019-07-18,-32.0
2019-07-22,-2.9412000000000003
2019-07-23,72.7273
2019-07-24,0.0
2019-08-05,-42.1053
2019-08-09,6.0606
2019-08-12,-8.5714
2019-08-20,31.25
2019-09-06,-4.7619
2019-09-10,25.0
2019-09-12,-10.0
2019-09-17,-33.3333
2019-09-26,0.0
2019-10-04,0.0
2019-10-07,-16.6667
2019-10-09,0.0
2019-10-10,17.0
2019-10-15,-14.5299
2019-10-25,16.0
2019-10-31,3.4483
2019-11-13,-3.3333
2019-11-15,189.6552
2019-11-18,-65.4762
2019-11-22,72.4138
2019-11-25,0.0
2019-12-02,20.0
2019-12-04,0.0
2019-12-11,-48.3333
2019-12-16,53.0645
2019-12-17,-30.4531
2019-12-19,0.0
2019-12-26,3.0303
2019-12-30,-2.9412000000000003
2020-01-02,0.0
2020-01-10,0.0
2020-01-13,-18.1818
2020-02-06,-7.4074
2020-02-12,0.0
2020-02-26,0.0
2020-03-09,30.0
2020-04-14,-47.6923
2020-05-13,-94.1176
2020-06-04,2900.0
2020-06-15,-13.3333
2020-07-02,15.3846
2020-07-14,0.0
2020-07-20,0.0
2020-07-30,-33.3333
