ticker,ETCC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.4132
2000-01-04,9.5436
2000-01-05,3.0303
2000-01-06,16.1765
2000-01-07,-2.5316
2000-01-10,1.2987
2000-01-11,-8.9744
2000-01-12,-10.5634
2000-01-13,-5.5118
2000-01-14,6.6667
2000-01-18,12.5
2000-01-19,0.0
2000-01-20,-3.4722
2000-01-21,-2.1583
2000-01-24,4.4118
2000-01-25,-4.2254
2000-01-26,0.0
2000-01-27,0.0
2000-01-28,1.1029
2000-01-31,0.3636
2000-02-01,4.3478
2000-02-02,1.7361
2000-02-03,-1.7065000000000001
2000-02-04,-5.5556
2000-02-07,-5.8824
2000-02-08,-6.25
2000-02-09,-0.8333
2000-02-10,1.6806999999999999
2000-02-11,-3.3058
2000-02-14,0.8547
2000-02-15,0.0
2000-02-16,0.0
2000-02-17,-2.5423999999999998
2000-02-18,-1.7391
2000-02-22,3.5398
2000-02-23,-1.2821
2000-02-25,-1.2987
2000-02-28,-4.386
2000-02-29,-5.5046
2000-03-01,-8.7379
2000-03-02,2.1277
2000-03-03,18.75
2000-03-06,7.0175
2000-03-07,-1.6393
2000-03-08,-5.0
2000-03-10,-3.5088
2000-03-13,-2.7273
2000-03-14,-0.4673
2000-03-15,0.4695
2000-03-16,-1.8692
2000-03-17,0.0
2000-03-20,-1.9048
2000-03-21,0.9709
2000-03-23,-0.9615
2000-03-24,-2.4272
2000-03-27,-0.4975
2000-03-28,2.0
2000-03-29,-5.3922
2000-03-31,-12.9534
2000-04-03,-4.7619
2000-04-04,-0.625
2000-04-05,-1.2579
2000-04-06,-1.2739
2000-04-07,-0.6452
2000-04-10,-2.5974
2000-04-11,-4.0
2000-04-12,-2.7778
2000-04-13,0.0
2000-04-14,-5.7143
2000-04-17,3.0303
2000-04-18,4.4118
2000-04-19,0.7042
2000-04-20,11.8881
2000-04-24,0.0
2000-04-25,0.0
2000-04-26,-1.25
2000-04-27,-0.6329
2000-04-28,-3.1847
2000-05-01,-3.9474
2000-05-02,2.7397
2000-05-03,1.3333
2000-05-04,-0.6579
2000-05-05,-3.3113
2000-05-08,-2.7397
2000-05-09,1.4085
2000-05-10,0.0
2000-05-11,-0.6944
2000-05-12,3.4965
2000-05-15,0.0
2000-05-16,0.0
2000-05-18,2.7027
2000-05-19,0.0
2000-05-22,-3.2895
2000-05-23,0.0
2000-05-24,0.6803
2000-05-25,2.7027
2000-05-26,0.0
2000-05-30,0.0
2000-05-31,0.0
2000-06-01,1.3158
