ticker,PTSS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-07-08,0.0
2008-07-14,0.0
2008-07-15,0.0
2008-07-17,0.0
2008-07-18,0.0
2008-07-28,0.0
2008-09-02,-70.0
2008-09-05,0.0
2008-09-16,-80.0
2008-09-18,400.0
2008-09-19,0.0
2008-09-23,0.0
2008-10-29,0.0
2008-11-10,-93.3333
2008-11-14,1400.0
2009-07-09,11.1111
2009-07-30,0.0
2009-07-31,0.0
2009-08-03,12.5
2009-08-04,8.8889
2009-08-05,6.1224
2009-08-06,11.538499999999999
2009-08-07,1.7241
2009-08-10,0.0
2009-08-11,-1.6949
2009-08-12,-10.3448
2009-08-13,3.8462
2009-08-14,-1.8519
2009-08-17,-1.8868
2009-08-18,-1.9231
2009-08-19,0.0
2009-08-20,0.0
2009-08-21,-1.9607999999999999
2009-08-24,-10.0
2009-08-25,2.2222
2009-08-28,4.3478
2009-09-02,-8.3333
2009-09-04,-9.0909
2009-09-09,0.0
2009-09-10,-0.5
2009-09-11,0.5025
2009-09-15,0.0
2009-09-16,0.0
2009-09-18,0.0
2009-09-21,-0.5
2009-09-23,0.5025
2009-09-24,0.0
2009-09-25,2.5
2009-09-28,0.0
2009-09-29,0.0
2009-10-01,-7.3171
2009-10-06,5.2632
2009-10-07,-2.5
2009-10-09,-2.5641
2009-10-12,0.0
2009-10-13,-7.8947
2009-10-15,5.7143
2009-10-21,-5.4054
2009-10-23,-2.8571
2009-10-27,0.0
2009-10-28,0.0
2009-10-29,0.0
2009-10-30,-5.8824
2009-11-03,-12.5
2009-11-05,-10.7143
2009-11-06,16.0
2009-11-09,17.2414
2009-11-10,-11.7647
2009-11-11,6.6667
2009-11-12,6.875
2009-11-13,1.7544
2009-11-16,-2.2989
2009-11-17,-25.8824
2009-11-18,0.0
2009-11-19,-4.7619
2009-11-20,0.0
2009-11-23,0.0
2009-11-24,12.5
2009-11-25,-21.4815
2009-11-27,-14.1509
2009-11-30,16.4835
2009-12-01,-37.7358
2009-12-02,53.0303
2009-12-03,0.0
2009-12-04,0.0
2009-12-08,-0.9901
2009-12-14,-2.0
2009-12-15,-1.0204
2009-12-16,1.0309
2009-12-17,-32.6531
2009-12-23,36.3636
2009-12-28,-16.6667
2009-12-29,0.0
2009-12-30,-12.0
2010-01-05,0.0
2010-01-06,0.0
2010-01-08,21.2121
2010-01-12,0.0
2010-01-14,-30.0
2010-01-15,23.2143
2010-01-20,-18.8406
2010-01-22,57.1429
2010-01-25,-15.9091
