ticker,GALT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-09-05,0.0
2002-09-06,75.0
2002-09-09,-42.8571
2002-09-10,62.5
2002-09-11,0.0
2002-09-12,7.6923
2002-09-13,-7.1429
2002-09-18,0.0
2002-09-19,-7.6923
2002-09-20,4.1667
2002-09-23,4.0
2002-09-24,-1.5385
2002-09-25,-6.25
2002-09-26,16.6667
2002-09-27,-10.0
2002-09-30,7.9365
2002-10-01,-1.4706000000000001
2002-10-02,0.0
2002-10-04,-7.4627
2002-10-07,-1.6129
2002-10-08,6.5574
2002-10-09,-4.6154
2002-10-11,-0.3226
2002-10-14,-6.1489
2002-10-16,6.8966
2002-10-17,-3.2258
2002-10-18,1.6667
2002-10-21,1.6393
2002-10-22,0.0
2002-10-23,-3.2258
2002-10-25,-1.6667
2002-10-28,2.3729
2002-10-29,-0.6623
2002-10-30,0.0
2002-11-01,0.6667
2002-11-04,0.0
2002-11-05,0.0
2002-11-06,-0.6623
2002-11-07,0.0
2002-11-08,1.0
2002-11-11,0.0
2002-11-12,-0.9901
2002-11-13,0.6667
2002-11-14,-0.0041
2002-11-15,-0.6581
2002-11-18,0.0
2002-11-19,3.3333
2002-11-20,-6.4516
2002-11-21,0.0
2002-11-22,3.4483
2002-11-25,0.0
2002-11-27,1.0
2002-11-29,-0.9901
2002-12-02,-3.0
2002-12-03,3.7801
2002-12-04,-0.9934
2002-12-06,0.3344
2002-12-10,0.0
2002-12-12,0.6667
2002-12-13,0.9934
2002-12-16,-1.6393
2002-12-17,1.6667
2002-12-18,0.0
2002-12-19,-1.6393
2002-12-20,0.0
2002-12-23,-1.6667
2002-12-24,-0.339
2002-12-26,0.0
2002-12-27,0.3401
2002-12-30,-1.6949
2003-01-02,1.7241
2003-01-03,1.3559
2003-01-06,-18.0602
2003-01-08,12.2449
2003-01-09,-1.8182
2003-01-10,0.0
2003-01-13,0.0
2003-01-14,3.7037
2003-01-15,3.5714
2003-01-16,-3.4483
2003-01-17,1.7856999999999998
2003-01-21,-3.5088
2003-01-23,1.8182
2003-01-24,5.3571
2003-01-27,0.0
2003-01-28,-1.6949
2003-01-29,-5.1724
2003-01-30,5.4545
2003-01-31,-5.1724
2003-02-03,1.0909
2003-02-04,0.0
2003-02-06,-1.0791
2003-02-07,-1.8182
2003-02-10,2.963
2003-02-11,0.0
2003-02-12,0.0
2003-02-13,5.3957
2003-02-14,0.0
2003-02-19,-4.4369
2003-02-20,0.0
2003-02-21,1.7856999999999998
