ticker,UVSE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-10-12,6.3158
2005-11-02,48.5149
2005-11-03,0.0
2005-12-02,0.0
2006-04-21,-30.0
2006-06-06,-2.8571
2006-06-21,66.6667
2006-06-29,2.9412000000000003
2006-07-06,0.0
2006-07-07,-4.0
2006-07-13,0.0
2006-07-14,2.3810000000000002
2006-07-17,1.7442
2006-07-18,0.0
2006-07-19,0.0
2006-07-20,1.7143000000000002
2006-07-21,0.0
2006-07-24,0.0
2006-07-25,0.0
2006-07-26,1.6854
2006-07-27,0.0
2006-07-28,0.0
2006-07-31,0.0
2006-08-10,0.0
2006-08-14,0.0
2006-08-15,1.6575
2006-08-16,-1.6303999999999998
2006-08-30,0.5525
2006-08-31,5.4945
2006-09-01,1.0417
2006-09-06,0.0
2006-09-07,0.5155
2006-09-08,-1.0256
2006-09-11,0.5181
2006-09-12,0.0
2006-09-13,0.0
2006-09-14,0.0
2006-09-15,0.0
2006-09-18,0.0
2006-09-19,0.0
2006-09-20,0.0
2006-09-21,0.0
2006-09-22,0.5155
2006-09-25,0.5128
2006-09-26,0.5102
2006-09-27,1.0152
2006-09-28,-1.005
2006-10-03,-2.0305
2006-10-04,3.1088
2006-10-06,0.0
2006-10-11,-0.5025
2006-10-12,1.0038
2006-10-16,-0.4938
2006-10-17,-0.5025
2006-10-18,0.0
2006-10-19,-1.0101
2006-10-20,1.0204
2006-10-23,1.0101
2006-10-24,0.0
2006-10-25,0.0
2006-10-26,0.0
2006-10-27,0.0
2006-10-30,1.0
2006-11-01,0.0
2006-11-02,-0.495
2006-11-03,-0.4975
2006-11-06,1.0
2006-11-07,0.0
2006-11-08,-0.9901
2006-11-09,1.0
2006-11-10,-0.9901
2006-11-13,0.5
2006-11-14,0.995
2006-11-15,0.0
2006-11-16,0.9852
2006-11-17,0.0
2006-11-20,-0.4878
2006-11-21,0.4902
2006-11-22,-0.9756
2006-11-27,0.4926
2006-11-28,0.0
2006-11-29,0.0
2006-11-30,0.4902
2006-12-01,0.9756
2006-12-04,0.4831
2006-12-05,0.0
2006-12-06,0.0
2006-12-07,0.9615
2006-12-08,0.0
2006-12-11,0.0
2006-12-13,0.4762
2006-12-14,0.4739
2006-12-15,0.0
2006-12-18,0.4717
2006-12-19,0.0
2006-12-20,0.4695
2006-12-21,0.0
2006-12-22,0.4673
2006-12-26,0.0
2006-12-27,0.9302
2006-12-28,-0.4608
2007-01-03,0.463
2007-01-04,0.0
2007-01-05,0.0
2007-01-08,0.0
