ticker,FNLC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.25
2000-01-05,-2.754
2000-01-06,-1.5625
2000-01-10,0.0
2000-01-12,1.5873
2000-01-19,0.0
2000-01-20,1.5625
2000-01-21,-1.5385
2000-01-24,-1.5625
2000-01-26,0.0
2000-01-27,0.0
2000-01-28,0.0
2000-01-31,-1.5873
2000-02-01,0.0
2000-02-02,0.0
2000-02-08,-0.6048
2000-02-14,1.4199
2000-02-16,0.0
2000-02-17,-1.6
2000-02-18,1.626
2000-02-22,-2.4
2000-02-28,2.459
2000-02-29,-2.4
2000-03-01,2.459
2000-03-02,-4.0
2000-03-06,-1.6667
2000-03-07,0.0
2000-03-14,0.0
2000-03-17,1.6949
2000-03-21,0.0
2000-03-22,-11.6667
2000-03-23,13.2075
2000-03-29,-0.8333
2000-03-30,-0.8403
2000-04-04,-0.2568
2000-04-10,3.0043
2000-04-13,-3.3333
2000-04-17,3.4483
2000-04-19,-1.6667
2000-04-20,1.6949
2000-04-24,-1.6667
2000-04-27,1.6949
2000-05-01,0.0
2000-05-02,-3.3333
2000-05-03,1.7241
2000-05-05,0.8475
2000-05-08,0.0
2000-05-16,-0.8403
2000-05-17,-1.6949
2000-05-23,0.8621
2000-05-24,2.0299
2000-05-25,-1.9895
2000-05-26,2.5641
2000-05-30,0.0
2000-05-31,-0.8333
2000-06-01,0.8403
2000-06-02,0.0
2000-06-05,0.0
2000-06-06,0.0
2000-06-07,-1.6667
2000-06-08,2.5423999999999998
2000-06-15,-1.6529
2000-06-26,2.521
2000-07-05,-0.5964
2000-07-10,0.0
2000-07-12,-0.8333
2000-07-13,-0.8403
2000-07-18,0.0
2000-07-20,-1.6949
2000-07-21,2.5862
2000-07-27,0.0
2000-07-28,0.0
2000-08-02,-1.6806999999999999
2000-08-03,2.5641
2000-08-09,1.6667
2000-08-11,1.6393
2000-08-21,0.0
2000-08-22,-0.8065
2000-08-24,0.813
2000-08-31,0.0
2000-09-01,0.0
2000-09-06,0.0
2000-09-07,0.0
2000-09-11,1.6129
2000-09-12,1.5873
2000-09-18,-5.4687
2000-09-22,-0.8264
2000-09-26,3.3333
2000-09-27,-0.8065
2000-09-28,2.439
2000-09-29,0.0
2000-10-03,-3.6825
2000-10-11,0.8333
2000-10-17,0.0
2000-10-18,-0.8264
2000-10-19,0.0
2000-10-20,-1.6667
2000-10-23,0.0
2000-10-24,0.0
2000-10-25,1.6949
2000-10-27,0.0
2000-11-01,-1.6667
2000-11-08,1.6949
