ticker,CFIC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-11-10,21.0
2003-11-11,-4.5455
2003-11-12,18.6147
2003-11-13,2.1898
2003-11-17,0.0
2003-11-18,-0.7143
2003-11-20,-14.3885
2003-11-25,0.4202
2003-12-02,2.0921
2003-12-03,5.7377
2003-12-10,1.5504
2003-12-11,-1.9083999999999999
2003-12-12,8.9494
2003-12-16,-6.7143
2003-12-19,-0.4594
2003-12-22,3.8462
2003-12-23,-2.1481
2003-12-29,4.0878
2003-12-30,-3.2727
2003-12-31,0.0752
2004-01-02,1.4275
2004-01-06,-1.4815
2004-01-07,1.5038
2004-01-08,1.8519
2004-01-09,2.9091
2004-01-14,-0.7067
2004-01-27,-0.3559
2004-01-28,0.7143
2004-01-29,-2.4823
2004-01-30,2.5455
2004-02-02,-2.4823
2004-02-09,1.8182
2004-02-23,-1.7856999999999998
2004-02-24,0.7273
2004-02-26,4.6931
2004-03-03,-5.1724
2004-03-04,0.0
2004-03-05,0.0
2004-03-08,0.0
2004-03-09,0.7273
2004-03-11,0.0
2004-03-17,-0.722
2004-03-18,5.4545
2004-03-23,-1.7241
2004-03-25,0.0
2004-03-29,-3.5088
2004-03-30,0.7273
2004-04-07,2.8881
2004-04-08,0.0
2004-04-13,-1.7544
2004-04-14,-1.7856999999999998
2004-04-15,0.2909
2004-04-19,-2.103
2004-04-21,3.3333
2004-04-22,-2.509
2004-04-23,0.0
2004-04-27,-2.5735
2004-04-28,0.0
2004-05-07,-1.1320999999999999
2004-05-18,-0.7634
2004-06-01,-3.8462
2004-06-02,-4.0
2004-06-03,0.0
2004-06-04,-1.6667
2004-06-10,-0.8475
2004-06-16,0.4274
2004-06-23,5.9574
2004-06-24,-4.8193
2004-06-28,-0.4219
2004-06-29,-2.5423999999999998
2004-06-30,0.0
2004-07-02,-1.3043
2004-07-06,1.3216
2004-07-09,-0.4348
2004-07-14,0.4367
2004-07-16,0.0
2004-07-22,1.7391
2004-08-04,0.0
2004-08-11,2.5641
2004-08-24,3.75
2004-09-02,-2.8112
2004-09-09,0.4132
2004-09-10,0.823
2004-09-14,-0.5714
2004-09-15,2.2167
2004-09-16,-1.8474
2004-09-21,0.0
2004-09-22,6.383
2004-09-27,-4.2308
2004-09-28,0.4016
2004-09-29,0.0
2004-09-30,1.2
2004-10-01,-0.7905
2004-10-06,3.5857
2004-10-08,-3.4615
2004-10-15,2.4701
2004-10-20,6.5319
2004-10-29,-6.9343
2004-11-02,5.8824
2004-11-03,-5.5556
