ticker,SOIS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-10,400.0
2000-01-12,0.0
2000-01-19,0.0
2000-01-24,0.0
2000-01-28,0.0
2000-02-01,-70.0
2000-02-02,233.3333
2000-02-04,-40.0
2000-02-09,0.0
2000-02-16,100.0
2000-02-17,0.0
2000-02-18,0.0
2000-02-24,-16.6667
2000-03-14,0.0
2000-03-20,-40.0
2000-03-22,0.0
2000-03-27,98.6667
2000-03-28,-49.6644
2000-03-29,0.0
2000-03-30,33.3333
2000-03-31,50.0
2000-04-03,-66.6667
2000-04-04,0.0
2000-04-05,200.0
2000-04-18,-66.6667
2000-04-24,0.0
2000-05-23,50.0
2000-06-05,100.0
2000-06-07,-33.3333
2000-06-09,50.0
2000-06-13,0.0
2000-06-22,-33.3333
2000-06-26,0.0
2000-07-12,0.0
2000-07-24,25.0
2000-07-25,-20.0
2000-07-31,0.0
2000-08-10,-12.5
2000-08-31,-42.8571
2000-09-01,0.0
2000-09-19,0.0
2000-09-21,0.0
2000-09-22,-20.0
2000-09-25,-50.0
2000-09-27,-40.0
2000-10-09,0.0
2000-10-17,-50.0
2000-11-01,-33.3333
2000-12-06,0.0
2000-12-08,0.0
2000-12-28,0.0
2000-12-29,0.0
2001-01-10,0.0
2001-01-12,400.0
2001-01-16,-6.25
2001-01-22,-78.6667
2001-04-10,0.0
2001-04-17,-50.0
2002-01-18,400.0
2002-02-22,-80.0
2002-03-20,-50.0
2002-08-08,0.0
2002-08-19,0.0
2002-09-27,500.0
2002-10-11,-83.3333
2002-10-16,0.0
2002-11-21,-86.25
2002-12-19,627.2727
2002-12-24,100.0
2002-12-26,200.0
2003-01-09,33.3333
2003-01-22,25.0
2003-01-30,-40.0
2003-03-05,-33.3333
2003-03-18,0.0
2003-04-03,0.0
2003-04-04,350.0
2003-04-28,-44.4444
2003-05-01,-20.0
2003-05-02,0.0
2003-07-16,-50.0
2003-07-29,-50.0
2003-08-06,0.0
2003-08-20,400.0
2003-09-02,0.0
2003-10-08,0.0
2003-10-14,0.0
2003-12-15,100.0
2003-12-16,0.0
2003-12-19,0.0
2003-12-23,50.0
2003-12-31,-60.0
2004-01-02,66.6667
2004-01-21,100.0
2004-02-23,0.0
2004-02-24,0.0
2004-03-05,-25.0
2004-03-08,0.0
2004-03-12,33.3333
2004-04-01,155.0
2004-04-13,17.647100000000002
2004-04-21,-16.6667
2004-04-22,-10.0
2004-04-27,-11.1111
2004-05-03,-22.5
2004-05-06,12.9032
