ticker,DCTH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-10-24,40.0
2001-10-25,-31.4286
2001-10-26,45.8333
2001-10-29,-42.8571
2001-10-30,0.0
2001-10-31,0.0
2001-11-01,0.0
2001-11-05,0.0
2001-11-06,-30.0
2001-11-07,0.0
2001-11-08,-20.0
2001-11-09,1.7856999999999998
2001-11-12,5.2632
2001-11-13,5.0
2001-11-14,0.0
2001-11-15,26.9841
2001-11-16,-12.5
2001-11-19,8.5714
2001-11-20,0.0
2001-11-21,11.8421
2001-11-23,-5.8824
2001-11-26,11.25
2001-11-27,12.3596
2001-11-28,3.0
2001-11-29,-7.767
2001-11-30,-3.1579
2001-12-03,-13.0435
2001-12-04,15.0
2001-12-07,0.0
2001-12-11,0.0
2001-12-12,0.0
2001-12-14,-18.4783
2001-12-17,13.3333
2001-12-18,-11.7647
2001-12-19,0.0
2001-12-20,-1.3333
2001-12-21,1.3514
2001-12-26,14.6667
2001-12-27,22.093
2001-12-28,-4.7619
2001-12-31,12.0
2002-01-04,0.0
2002-01-07,2.6786
2002-01-08,4.3478
2002-01-09,0.0
2002-01-10,8.3333
2002-01-11,-9.2308
2002-01-14,2.5423999999999998
2002-01-15,-0.8264
2002-01-16,16.6667
2002-01-17,-3.5714
2002-01-18,25.9259
2002-01-22,26.4706
2002-01-23,18.1395
2002-01-24,12.2047
2002-01-25,-15.7895
2002-01-28,2.0833
2002-01-29,-8.1633
2002-01-30,-2.2222
2002-01-31,-4.5455
2002-02-01,22.8571
2002-02-04,-3.4884
2002-02-05,-13.6546
2002-02-06,-5.5814
2002-02-07,-1.4778
2002-02-08,-7.5
2002-02-11,-13.5135
2002-02-12,0.625
2002-02-13,1.2422
2002-02-14,0.6135
2002-02-15,0.0
2002-02-19,-0.6098
2002-02-20,0.6135
2002-02-21,-15.2439
2002-02-22,4.3165
2002-02-25,-15.1724
2002-02-26,5.6911000000000005
2002-02-27,-6.9231
2002-02-28,6.6116
2002-03-01,-6.2016
2002-03-04,-4.9587
2002-03-05,-8.6957
2002-03-06,-4.7619
2002-03-07,-10.0
2002-03-08,22.2222
2002-03-11,1.8182
2002-03-12,2.6786
2002-03-13,-14.7826
2002-03-14,17.3469
2002-03-15,-0.8696
2002-03-18,-3.5088
2002-03-19,-2.7273
2002-03-20,2.8037
2002-03-21,5.4545
2002-03-22,6.8966
2002-03-25,12.9032
2002-03-26,-3.5714
2002-03-27,0.0
2002-03-28,0.0
2002-04-01,-1.4815
2002-04-02,-2.2556
