ticker,ARL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-08-04,0.0
2000-08-07,0.0
2000-08-08,0.0
2000-08-09,-1.2346
2000-08-10,0.0
2000-08-11,0.0
2000-08-14,-11.25
2000-08-15,0.7042
2000-08-16,1.3986
2000-08-17,1.3793
2000-08-18,-2.0408
2000-08-21,-1.3889
2000-08-22,0.0
2000-08-23,-1.4085
2000-08-24,-1.4285999999999999
2000-08-25,0.0
2000-08-28,4.3478
2000-08-29,2.7778
2000-08-30,1.3514
2000-08-31,3.3333
2000-09-01,-0.6452
2000-09-05,4.5455
2000-09-06,0.6211
2000-09-07,0.0
2000-09-08,4.9383
2000-09-11,-0.5882
2000-09-12,0.5917
2000-09-13,-0.5882
2000-09-14,0.5917
2000-09-15,6.4706
2000-09-18,0.0
2000-09-19,-0.5525
2000-09-20,4.4444
2000-09-21,-1.0638
2000-09-22,4.3011
2000-09-25,3.6082
2000-09-26,2.9851
2000-09-27,6.2802
2000-09-28,2.2727
2000-09-29,20.8889
2000-10-02,-2.5735
2000-10-03,3.3962
2000-10-04,-2.1898
2000-10-05,1.1194
2000-10-06,0.369
2000-10-09,-1.4706000000000001
2000-10-10,-2.2388
2000-10-11,-6.1068999999999996
2000-10-12,-0.4065
2000-10-13,0.0
2000-10-16,-0.8163
2000-10-17,-2.0576
2000-10-18,-1.2605
2000-10-19,0.0
2000-10-20,0.0
2000-10-23,-0.4255
2000-10-24,0.0
2000-10-25,-0.8547
2000-10-26,0.0
2000-10-27,0.0
2000-10-30,-1.7241
2000-10-31,-0.8772
2000-11-01,0.4425
2000-11-02,-1.3216
2000-11-03,0.0
2000-11-06,-0.8929
2000-11-07,-0.9009
2000-11-08,0.9091
2000-11-09,-0.9009
2000-11-10,0.0
2000-11-13,0.4545
2000-11-14,-0.4525
2000-11-15,-0.9091
2000-11-16,0.0
2000-11-17,0.0
2000-11-20,0.0
2000-11-21,-0.9174
2000-11-22,-0.463
2000-11-24,0.0
2000-11-27,1.8605
2000-11-28,0.4566
2000-11-29,1.8182
2000-11-30,-0.4464
2000-12-01,0.8969
2000-12-04,3.1111
2000-12-05,-1.2931
2000-12-06,4.3668
2000-12-07,0.0
2000-12-08,-0.4184
2000-12-11,-0.8403
2000-12-12,0.0
2000-12-13,0.0
2000-12-14,-1.2711999999999999
2000-12-15,-0.8584
2000-12-18,-0.8658
2000-12-19,-0.8734
2000-12-20,0.4405
2000-12-21,-0.8772
2000-12-22,-1.7699
2000-12-26,0.0
