ticker,UVSP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,-1.9607999999999999
2000-01-05,0.0
2000-01-06,2.5
2000-01-11,0.9756
2000-01-12,-3.3816
2000-01-13,3.0
2000-01-19,1.4563
2000-01-21,-2.3923
2000-01-26,0.0
2000-01-27,2.9412000000000003
2000-02-03,-0.9524
2000-02-08,-1.9231
2000-02-10,0.9804
2000-02-11,0.9709
2000-02-14,-0.9615
2000-02-16,-2.9126
2000-02-22,0.0
2000-02-23,0.0
2000-02-28,-4.0
2000-02-29,-3.125
2000-03-01,1.2688
2000-03-02,2.6738
2000-03-06,-3.125
2000-03-08,-3.2258
2000-03-09,-5.5556
2000-03-10,4.7059
2000-03-13,-7.8652
2000-03-14,2.439
2000-03-15,-2.3810000000000002
2000-03-16,-1.2195
2000-03-17,-1.2346
2000-03-20,2.5
2000-03-22,-1.2195
2000-03-24,3.7037
2000-03-28,2.3810000000000002
2000-03-29,-1.1628
2000-03-31,-3.3824
2000-04-03,7.1537
2000-04-04,-3.4091
2000-04-05,6.4706
2000-04-06,1.6575
2000-04-07,-3.2609
2000-04-11,1.1236
2000-04-12,2.6667
2000-04-13,0.0
2000-04-14,0.0
2000-04-17,9.0909
2000-04-18,0.0
2000-04-19,4.1667
2000-04-20,0.0
2000-04-24,1.0
2000-04-25,-1.9802
2000-04-26,0.0
2000-05-01,-12.1212
2000-05-02,0.0
2000-05-08,0.0
2000-05-10,3.4483
2000-05-11,-3.3333
2000-05-12,3.4483
2000-05-15,-2.2222
2000-05-16,0.0
2000-05-17,0.0
2000-05-18,-4.5455
2000-05-22,0.0
2000-05-23,-1.1905000000000001
2000-05-25,-0.6024
2000-05-30,-1.8182
2000-05-31,0.9383
2000-06-07,1.2346
2000-06-12,-1.2195
2000-06-14,0.0
2000-06-15,0.0
2000-06-16,0.0
2000-06-20,0.6173
2000-06-21,-0.6135
2000-06-23,0.0
2000-06-26,0.0
2000-06-27,-2.4691
2000-06-28,2.5316
2000-06-30,3.0864
2000-07-03,0.0
2000-07-05,-1.7964
2000-07-06,-0.6098
2000-07-10,0.6135
2000-07-12,-1.2195
2000-07-13,0.0
2000-07-14,0.0
2000-07-17,0.0
2000-07-18,0.0
2000-07-19,1.2346
2000-07-21,-2.439
2000-07-24,-2.5
2000-07-25,0.0
2000-07-28,4.4872
2000-08-01,-4.2945
2000-08-04,2.5641
2000-08-07,-0.625
2000-08-08,0.0
2000-08-10,0.6289
2000-08-11,1.25
2000-08-14,0.0
