ticker,DLPX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.6875
2000-01-04,-6.5574
2000-01-05,8.7719
2000-01-06,-2.4194
2000-01-07,5.7851
2000-01-10,4.6875
2000-01-11,2.9851
2000-01-12,4.3478
2000-01-13,-1.3889
2000-01-14,5.6338
2000-01-18,12.0
2000-01-19,-1.1905000000000001
2000-01-20,0.0
2000-01-21,1.2048
2000-01-24,-1.1905000000000001
2000-01-25,0.0
2000-01-26,6.0241
2000-01-27,0.0
2000-01-28,3.4091
2000-01-31,-5.4945
2000-02-01,2.3256
2000-02-02,-1.1364
2000-02-03,8.046
2000-02-04,4.2553
2000-02-07,6.1224
2000-02-08,0.0
2000-02-09,-1.9231
2000-02-10,-1.9607999999999999
2000-02-11,-4.0
2000-02-14,-11.4583
2000-02-15,8.2353
2000-02-16,0.0
2000-02-17,3.2609
2000-02-18,-2.1053
2000-02-22,1.0753
2000-02-23,4.2553
2000-02-24,5.102
2000-02-25,1.9417
2000-02-28,4.7619
2000-02-29,0.9091
2000-03-01,5.4054
2000-03-02,3.4188
2000-03-03,3.3058
2000-03-06,-0.8
2000-03-07,-1.6129
2000-03-08,-1.6393
2000-03-09,0.0
2000-03-10,3.3333
2000-03-13,-0.8065
2000-03-14,1.626
2000-03-15,-2.4
2000-03-16,0.0
2000-03-17,0.0
2000-03-20,-3.2787
2000-03-21,-1.6949
2000-03-22,-6.0345
2000-03-23,3.6696999999999997
2000-03-24,-6.1947
2000-03-27,0.0
2000-03-28,-1.8868
2000-03-29,0.0
2000-03-30,-10.5769
2000-03-31,2.1505
2000-04-03,0.0
2000-04-04,0.0
2000-04-05,-5.2632
2000-04-06,4.4444
2000-04-07,-4.2553
2000-04-10,2.7778
2000-04-11,-3.7838000000000003
2000-04-12,-3.3708
2000-04-13,-3.4884
2000-04-14,-4.8193
2000-04-17,-3.7975
2000-04-18,-5.2632
2000-04-19,11.1111
2000-04-20,1.25
2000-04-24,0.0
2000-04-25,3.7037
2000-04-26,11.9048
2000-04-27,-10.6383
2000-04-28,2.3810000000000002
2000-05-01,-4.6512
2000-05-02,4.878
2000-05-03,4.6512
2000-05-04,0.0
2000-05-05,6.6667
2000-05-08,6.25
2000-05-09,-11.7647
2000-05-10,-2.2222
2000-05-11,2.2727
2000-05-12,-4.4444
2000-05-15,-8.7209
2000-05-16,5.7325
2000-05-17,4.8193
2000-05-18,0.0
2000-05-19,2.2989
2000-05-22,-3.3708
2000-05-23,0.0
2000-05-24,6.9767
