ticker,IDRA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.9901
2000-01-04,0.0
2000-01-05,1.0
2000-01-06,0.0
2000-01-07,0.0
2000-01-10,48.5149
2000-01-11,0.0
2000-01-12,-4.1667
2000-01-13,-8.6957
2000-01-14,2.3810000000000002
2000-01-18,16.2791
2000-01-19,20.0
2000-01-20,21.6667
2000-01-21,-4.1096
2000-01-24,8.5714
2000-01-25,3.9474
2000-01-26,-6.3291
2000-01-27,-13.5135
2000-01-28,0.0
2000-01-31,0.0
2000-02-01,-9.375
2000-02-02,-3.4483
2000-02-03,-7.1429
2000-02-04,7.6923
2000-02-07,-10.7143
2000-02-08,28.0
2000-02-09,0.0
2000-02-10,0.0
2000-02-11,0.0
2000-02-14,-9.375
2000-02-15,-3.4483
2000-02-16,7.1429
2000-02-17,26.6667
2000-02-18,63.1579
2000-02-22,67.7419
2000-02-23,-34.6154
2000-02-24,-8.8235
2000-02-25,26.6129
2000-02-28,1.9108
2000-02-29,-1.25
2000-03-01,-21.519
2000-03-02,0.0
2000-03-03,6.4516
2000-03-06,20.4545
2000-03-07,-4.4025
2000-03-08,-11.8421
2000-03-09,0.0
2000-03-10,-5.2239
2000-03-13,-11.811
2000-03-14,0.0
2000-03-15,-3.5714
2000-03-16,11.1111
2000-03-17,3.3333
2000-03-20,-9.6774
2000-03-21,-19.6429
2000-03-22,-6.6667
2000-03-23,4.7619
2000-03-24,0.0
2000-03-27,2.2727
2000-03-28,-4.4444
2000-03-29,-4.6512
2000-03-30,0.0
2000-03-31,-4.878
2000-04-03,0.0
2000-04-04,-7.6923
2000-04-05,2.7778
2000-04-06,8.1081
2000-04-07,20.0
2000-04-10,2.0833
2000-04-11,-12.2449
2000-04-12,-6.9767
2000-04-13,-17.5
2000-04-14,2.7879
2000-04-17,9.0802
2000-04-18,24.3243
2000-04-19,-17.3913
2000-04-20,-5.2632
2000-04-24,-11.1111
2000-04-25,-6.25
2000-04-26,-6.6667
2000-04-27,-3.5714
2000-04-28,-3.7037
2000-05-01,23.0769
2000-05-02,6.25
2000-05-03,-11.7647
2000-05-04,0.0
2000-05-05,-6.6667
2000-05-08,10.7143
2000-05-09,-22.5806
2000-05-10,16.6667
2000-05-11,0.0
2000-05-12,0.0
2000-05-15,-0.5714
2000-05-16,-20.977
2000-05-17,-15.9091
2000-05-18,2.7027
2000-05-19,10.526299999999999
2000-05-22,-4.7619
2000-05-23,-12.5
2000-05-24,2.8571
2000-05-25,16.6667
