ticker,DMSI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-12-31,167.5497
2004-01-02,23.7624
2004-01-06,60.0
2004-01-07,17.5
2004-01-08,5.9574
2004-01-09,-3.6145
2004-01-12,-2.9167
2004-01-14,0.0
2004-01-15,-5.5794
2004-01-16,0.0
2004-01-22,-9.0909
2004-01-27,12.5
2004-02-02,-4.4444
2004-02-03,2.3256
2004-02-04,6.8182
2004-02-05,-4.2553
2004-02-11,-5.3333
2004-02-13,5.1643
2004-02-18,-6.25
2004-02-19,3.8095
2004-02-23,-4.5872
2004-02-24,5.7692
2004-02-25,-4.5455
2004-02-27,0.0
2004-03-01,11.9048
2004-03-02,0.0
2004-03-04,-3.8298
2004-03-05,-0.4425
2004-03-09,2.2222
2004-03-11,-0.8696
2004-03-12,0.8772
2004-03-17,2.1739
2004-03-24,-10.6383
2004-03-25,2.3810000000000002
2004-03-29,-4.6512
2004-03-31,0.0
2004-04-01,1.4634
2004-04-02,-8.6538
2004-04-05,1.5789
2004-04-06,1.0363
2004-04-08,-7.6923
2004-04-12,-2.7778
2004-04-16,-16.0
2004-04-28,-4.7619
2004-05-17,-5.7143
2004-05-18,0.0
2004-05-25,0.0
2004-06-09,13.6364
2004-06-21,0.0
2004-06-22,-3.3333
2004-06-23,4.8276
2004-06-25,-1.3158
2004-07-08,-6.6667
2004-07-09,7.1429
2004-07-26,-5.3333
2004-07-27,0.0
2004-07-29,5.6338
2004-07-30,0.0
2004-08-03,0.0
2004-08-04,0.0
2004-08-05,-1.3333
2004-08-06,1.3514
2004-08-09,0.0
2004-08-10,0.0
2004-08-11,0.0
2004-08-12,-1.3333
2004-08-13,35.1351
2004-08-16,5.0
2004-08-17,-4.7619
2004-08-18,5.0
2004-08-19,0.0
2004-08-24,-4.7619
2004-08-25,-5.0
2004-09-07,7.8947
2004-09-08,2.439
2004-09-14,0.0
2004-09-15,2.3810000000000002
2004-09-17,3.2558
2004-09-20,-0.9009
2004-09-21,-2.2727
2004-09-22,0.0
2004-09-24,2.3256
2004-09-30,0.0
2004-10-01,2.2727
2004-10-04,2.2222
2004-10-05,0.0
2004-10-06,2.1739
2004-10-07,-5.5319
2004-10-08,4.955
2004-10-11,-1.7167
2004-10-12,2.6201
2004-10-13,-4.2553
2004-10-15,6.6667
2004-10-18,0.0
2004-10-19,-2.0833
2004-10-20,4.2553
2004-10-22,2.0408
2004-10-25,2.0
2004-10-26,1.9607999999999999
2004-10-27,0.0
2004-11-01,0.0
2004-11-03,0.0
