ticker,DPFD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-08-25,200.0
2005-08-26,0.0
2005-08-29,-66.6667
2005-08-30,-50.0
2005-08-31,100.0
2005-09-01,-50.0
2005-09-02,0.0
2005-09-06,0.0
2005-09-07,0.0
2005-09-08,0.0
2005-09-12,700.0
2005-09-13,-37.5
2005-09-14,-60.0
2005-09-15,0.0
2005-09-16,50.0
2005-09-19,0.0
2005-09-20,26.6667
2005-09-21,-47.3684
2005-09-22,0.0
2005-09-23,0.0
2005-09-26,-50.0
2005-09-27,100.0
2005-09-28,0.0
2005-09-29,0.0
2005-09-30,0.0
2005-10-03,0.0
2005-10-04,0.0
2005-10-05,0.0
2005-10-06,0.0
2005-10-07,0.0
2005-10-10,0.0
2005-10-11,10.0
2005-10-12,81.8182
2005-10-13,-17.5
2005-10-14,0.0
2005-10-17,0.0
2005-10-18,0.0
2005-10-19,0.0
2005-10-20,0.0
2005-10-21,0.0
2005-10-24,6.0606
2005-10-25,0.0
2005-10-26,0.0
2005-10-27,0.0
2005-10-28,14.2857
2005-10-31,-12.5
2005-11-01,0.0
2005-11-02,0.0
2005-11-03,0.0
2005-11-04,0.0
2005-11-07,0.0
2005-11-08,0.0
2005-11-09,0.0
2005-11-10,0.0
2005-11-11,0.0
2005-11-14,0.0
2005-11-15,0.0
2005-11-16,0.0
2005-11-17,0.0
2005-11-18,0.0
2005-11-21,0.0
2005-11-22,0.0
2005-11-23,0.0
2005-11-25,0.0
2005-11-28,0.0
2005-11-29,0.0
2005-11-30,0.0
2005-12-01,0.0
2005-12-02,0.0
2005-12-05,0.0
2005-12-06,0.0
2005-12-07,14.2857
2005-12-08,-12.5
2005-12-09,0.0
2005-12-12,0.0
2005-12-13,0.0
2005-12-14,0.0
2005-12-15,14.2857
2005-12-16,-12.5
2005-12-19,0.0
2005-12-20,2.8571
2005-12-21,11.1111
2005-12-22,-12.5
2005-12-23,0.0
2005-12-27,0.0
2005-12-28,0.0
2005-12-29,0.0
2005-12-30,8.5714
2006-01-03,-2.6316
2006-01-04,0.0
2006-01-05,0.0
2006-01-06,-5.4054
2006-01-09,2.8571
2006-01-10,-2.7778
2006-01-11,14.2857
2006-01-12,-12.5
2006-01-13,0.0
2006-01-17,14.2857
2006-01-18,0.0
2006-01-19,650.0
2006-01-20,0.0
2006-01-23,-31.0
2006-01-24,69.0821
2006-01-25,-14.2857
2006-01-26,-10.0
2006-01-27,1.8519
2006-01-30,-5.4545
2006-01-31,7.6923
