ticker,SIVE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-10-13,-68.0
2002-01-31,0.0
2002-08-15,0.0
2002-08-16,0.0
2002-12-16,37800.0
2003-03-17,-99.9736
2003-05-27,0.0
2003-08-20,900.0
2003-11-05,100.0
2003-12-08,1050.0
2003-12-09,8.6957
2003-12-16,-40.0
2003-12-30,0.0
2004-01-02,0.0
2004-01-05,-20.0
2004-01-15,25.0
2004-01-21,0.0
2004-01-23,53.3333
2004-01-28,-8.6957
2004-01-29,0.0
2004-02-05,-4.7619
2004-02-09,0.0
2004-02-10,25.0
2004-02-11,-20.0
2004-02-13,-20.0
2004-02-27,-6.25
2004-03-01,13.3333
2004-03-04,-23.5294
2004-03-08,15.3846
2004-03-09,13.3333
2004-03-15,35.2941
2004-03-17,-30.4348
2004-03-23,275.0
2004-04-05,-66.6667
2004-04-06,15.0
2004-04-12,4.3478
2004-05-26,-37.5
2004-05-27,-20.0
2004-06-01,58.3333
2004-06-18,-31.5789
2004-06-29,-7.6923
2004-06-30,0.0
2004-07-08,0.0
2004-07-22,12.5
2004-07-26,11.1111
2004-08-17,-13.3333
2004-09-07,0.0
2004-09-09,0.0
2004-09-21,7.6923
2004-09-28,-14.2857
2004-10-25,8.3333
2004-11-03,-7.6923
2004-11-10,-8.3333
2005-01-19,0.0
2005-01-25,-45.4545
2005-03-01,83.3333
2005-03-21,0.0
2005-04-15,2.2727
2005-05-23,-2.2222
2005-07-12,9.0909
2005-07-15,0.0
2005-08-03,-16.6667
2005-08-19,0.0
2005-08-24,0.0
2005-09-06,0.0
2005-11-17,0.0
2005-12-07,70.0
2006-01-27,17.647100000000002
2006-02-15,-25.0
2006-02-16,33.3333
2006-02-21,-15.0
2006-03-28,-5.8824
2006-03-30,12.5
2006-04-06,11.1111
2006-04-07,-10.0
2006-04-10,0.0
2006-04-18,-16.6667
2006-04-25,20.0
2006-04-26,11.1111
2006-04-28,0.0
2006-05-02,0.0
2006-05-11,0.0
2006-05-24,-20.0
2006-05-31,0.0
2006-06-02,3.125
2006-06-22,-9.0909
2006-06-26,-20.0
2006-06-27,0.0
2006-07-14,0.0
2006-07-20,66.6667
2006-07-27,-7.5
2006-09-15,-13.5135
2006-09-22,12.5
2006-10-12,-11.1111
2006-10-13,6.25
2006-10-20,-11.7647
2006-10-23,0.0
2006-10-24,13.3333
2006-11-14,0.0
2006-11-15,-11.7647
2006-11-16,0.0
2006-11-20,13.3333
2006-11-28,-11.7647
2006-12-04,0.0
