ticker,ATLO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-24,0.0
2000-03-31,-5.7692
2000-04-03,11.2245
2000-12-20,3.1508
2001-01-08,-2.9304
2001-01-25,0.0
2001-01-31,-11.3208
2001-02-27,0.0
2001-03-05,-14.8936
2001-03-08,0.0
2001-03-15,1.0
2001-03-23,0.0
2001-03-30,5.0
2001-04-02,0.0
2001-04-12,0.0
2001-05-02,5.9524
2001-05-07,-5.618
2001-05-14,0.0
2001-05-15,0.0
2001-05-22,0.0
2001-05-24,-4.7619
2001-05-25,1.875
2001-05-30,-11.0429
2001-05-31,12.4138
2001-06-05,-6.7485
2001-06-13,-4.4737
2001-06-20,14.2698
2001-06-21,-2.439
2001-06-25,0.0
2001-06-27,0.0
2001-07-11,3.75
2001-08-14,-9.4458
2001-08-15,5.1091
2001-08-17,0.0
2001-08-20,-1.2658
2001-08-21,-5.1282
2001-08-23,7.4324
2001-09-18,0.0
2001-09-27,1.7035
2001-10-01,-10.625
2001-10-02,11.1888
2001-11-27,-5.6604
2001-12-03,6.6667
2001-12-04,-6.125
2001-12-07,6.5245999999999995
2001-12-18,-0.625
2001-12-24,-0.8391
2001-12-27,2.5641
2001-12-28,-1.25
2001-12-31,1.2658
2002-01-03,0.0
2002-01-07,0.0
2002-01-10,-0.5
2002-01-11,-0.7538
2002-01-14,-1.2658
2002-01-15,0.0
2002-01-18,2.5641
2002-01-22,0.0
2002-02-07,0.0
2002-03-05,-2.5
2002-03-11,2.5641
2002-04-08,3.5877
2002-05-07,-1.8293
2002-05-08,0.0
2002-05-09,1.2422
2002-05-10,0.0
2002-05-16,-0.6135
2002-05-17,-0.2469
2002-05-24,1.4851
2002-06-06,9.7561
2002-06-10,-5.0
2002-06-24,3.4035
2002-06-26,-3.4286
2002-06-27,1.7751000000000001
2002-07-02,0.0
2002-07-03,1.1628
2002-07-08,1.1494
2002-08-06,0.4362
2002-08-07,-0.5714
2002-08-08,0.0
2002-08-09,-1.1494
2002-08-12,4.6512
2002-08-13,-1.1111
2002-08-14,1.1236
2002-08-15,0.0
2002-08-16,-1.1111
2002-08-19,1.6854
2002-08-26,-1.6575
2002-09-09,1.1236
2002-09-12,3.8889
2002-09-17,-1.6042999999999998
2002-10-14,3.2609
2002-10-15,-1.5789
2002-10-22,-0.6417
2002-11-08,1.065
2002-11-13,1.0753
2002-11-18,0.0
2002-12-12,-2.0213
2002-12-13,0.9772
2002-12-19,0.5376
2002-12-31,0.0
2003-01-07,-0.9626
