ticker,BRN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.9607999999999999
2000-01-04,8.6538
2000-01-05,-3.5398
2000-01-06,0.0
2000-01-07,0.0
2000-01-10,0.0
2000-01-11,-2.7523
2000-01-12,-2.8302
2000-01-13,-0.9709
2000-01-14,1.4706000000000001
2000-01-18,-0.4831
2000-01-20,0.9709
2000-01-27,-0.9615
2000-01-28,2.9126
2000-01-31,2.8302
2000-02-01,0.0
2000-02-02,0.4587
2000-02-03,-1.3699
2000-02-04,-1.8519
2000-02-07,1.8868
2000-02-08,0.9259
2000-02-10,0.0
2000-02-11,0.0
2000-02-15,1.8349
2000-02-17,-2.7027
2000-02-18,0.9259
2000-02-22,0.0
2000-02-24,1.8349
2000-03-01,-0.9009
2000-03-02,1.8182
2000-03-06,-0.4464
2000-03-07,4.4843
2000-03-08,-1.2876
2000-03-09,2.6087
2000-03-10,-2.5423999999999998
2000-03-13,-1.7391
2000-03-14,-3.5398
2000-03-15,1.8349
2000-03-16,-0.9009
2000-03-22,0.0
2000-03-27,0.0
2000-03-29,0.0
2000-03-30,0.0
2000-03-31,0.9091
2000-04-03,-0.4505
2000-04-04,0.0
2000-04-05,-0.4525
2000-04-10,-0.9091
2000-04-11,-1.8349
2000-04-13,0.0
2000-04-20,0.9346
2000-05-01,0.9259
2000-05-03,2.7523
2000-05-08,0.8929
2000-05-09,-1.7699
2000-05-10,-1.8018
2000-05-11,0.0
2000-05-15,0.0
2000-05-16,0.9174
2000-05-17,-1.8182
2000-05-18,1.8519
2000-05-19,0.0
2000-05-22,0.9091
2000-05-23,-1.8018
2000-05-30,0.4587
2000-05-31,-0.9132
2000-06-01,2.765
2000-06-06,-1.3453
2000-06-07,1.8182
2000-06-12,-0.8929
2000-06-14,8.1081
2000-06-16,0.0
2000-06-19,3.3333
2000-06-20,-0.8065
2000-06-21,0.813
2000-06-22,0.0
2000-06-23,-1.6129
2000-06-27,-0.8197
2000-06-28,4.1322
2000-06-30,-0.7937
2000-07-03,-0.8
2000-07-05,1.6129
2000-07-07,-1.5873
2000-07-10,-2.4194
2000-07-11,-0.8264
2000-07-17,-0.4167
2000-07-18,-0.8368
2000-07-19,-0.4219
2000-07-20,0.8475
2000-07-24,-0.8403
2000-08-02,1.6949
2000-08-04,0.0
2000-08-07,6.6667
2000-08-08,10.1563
2000-08-09,-4.9645
2000-08-10,0.0
2000-08-14,-1.4925
2000-08-15,0.7576
2000-08-16,-2.2556
2000-08-17,1.5385
