ticker,CHBH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-19,3.8763
2000-01-20,-1.0
2000-01-21,1.0101
2000-01-25,-4.5
2000-01-27,2.6178
2000-01-28,0.0
2000-02-01,0.0
2000-02-02,-4.0816
2000-02-04,0.0
2000-02-07,0.0
2000-02-08,6.383
2000-02-11,-2.0
2000-03-03,-6.1224
2000-03-24,7.6087
2000-03-29,-32.3232
2000-03-30,1.4925
2000-03-31,2.9412000000000003
2000-04-04,0.0
2000-04-05,0.0
2000-04-06,2.8571
2000-04-11,0.0
2000-04-13,1.3889
2000-04-28,2.4931
2000-05-03,5.4054
2000-05-09,-10.2564
2000-05-19,0.7143
2000-05-22,7.8014
2000-05-23,10.526299999999999
2000-05-31,-13.0952
2000-07-06,0.0
2000-07-07,4.1096
2000-07-13,0.0
2000-08-02,-30.1862
2000-08-08,9.5238
2000-08-11,16.5217
2000-08-15,0.0
2000-08-16,0.0
2000-08-24,-2.9851
2000-08-25,2.3077
2000-08-29,2.2556
2000-09-07,1.4706000000000001
2000-09-08,-1.4493
2000-09-14,-1.4706000000000001
2000-09-19,0.0
2000-09-22,-4.4776
2000-09-29,7.8125
2000-10-03,-5.7971
2000-10-11,0.7692
2000-10-12,0.0
2000-10-13,-2.2901
2000-10-16,9.375
2000-10-19,1.2146
2000-10-24,-4.2857
2000-10-26,0.0
2000-10-27,1.4925
2000-11-06,11.7647
2000-11-07,-10.526299999999999
2000-11-10,16.1765
2000-11-15,-13.2911
2000-11-20,-2.1898
2000-11-27,5.9701
2000-11-28,1.4085
2000-11-30,0.0
2000-12-01,-3.4722
2000-12-06,0.7194
2000-12-07,-1.4285999999999999
2000-12-15,0.7246
2000-12-19,-0.7194
2000-12-20,0.7246
2000-12-21,0.0
2000-12-22,15.1079
2000-12-26,-8.75
2000-12-28,9.589
2000-12-29,-3.75
2001-01-02,-3.8961
2001-01-04,8.1081
2001-01-05,-7.5
2001-01-17,9.2432
2001-01-26,-1.25
2001-02-02,3.7975
2001-02-12,-1.8293
2001-02-14,1.8634
2001-02-28,1.2195
2001-03-12,2.4096
2001-03-16,1.1764999999999999
2001-03-19,-2.3256
2001-03-29,-1.1905000000000001
2001-04-03,0.0
2001-04-09,0.0
2001-04-11,1.2048
2001-04-23,1.0101
2001-04-27,0.0
2001-04-30,0.0
2001-05-10,4.7619
2001-05-14,0.0
2001-05-15,0.0
2001-05-22,-1.1364
2001-06-06,3.4483
2001-06-07,-3.3333
2001-06-08,0.0
