ticker,OIIM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-08-23,130.7292
2000-08-24,-11.2114
2000-08-25,-5.0847
2000-08-28,12.2321
2000-08-29,-1.0342
2000-08-30,16.3987
2000-08-31,12.7072
2000-09-01,0.4902
2000-09-05,-1.9512
2000-09-06,-8.7065
2000-09-07,0.2725
2000-09-08,3.2609
2000-09-11,9.473700000000001
2000-09-12,-11.7788
2000-09-13,-1.6349
2000-09-14,4.1551
2000-09-15,-2.1277
2000-09-18,-13.8587
2000-09-19,0.9464
2000-09-20,-8.125
2000-09-21,-3.4013999999999998
2000-09-22,-4.2254
2000-09-25,6.9853
2000-09-26,-7.2165
2000-09-27,-5.1852
2000-09-28,0.0
2000-09-29,7.5195
2000-10-02,-24.4323
2000-10-03,-1.4423
2000-10-04,2.9268
2000-10-05,3.7915
2000-10-06,2.2831
2000-10-09,-3.5714
2000-10-10,0.0
2000-10-11,-8.3333
2000-10-12,-13.1313
2000-10-13,4.6512
2000-10-16,0.0
2000-10-17,5.0
2000-10-18,-10.0529
2000-10-19,15.2941
2000-10-20,-1.0204
2000-10-23,-5.1546
2000-10-24,2.7174
2000-10-25,-3.7037
2000-10-26,-15.9341
2000-10-27,4.5752
2000-10-30,-0.625
2000-10-31,1.2579
2000-11-01,4.3478
2000-11-02,4.7619
2000-11-03,-1.2784
2000-11-06,0.7194
2000-11-07,-4.0
2000-11-08,-2.3810000000000002
2000-11-09,-1.2195
2000-11-10,-2.4691
2000-11-13,0.6329
2000-11-14,10.0629
2000-11-15,6.8571
2000-11-16,8.5561
2000-11-17,-8.3744
2000-11-20,-3.2258
2000-11-21,-8.3333
2000-11-22,-4.2424
2000-11-24,-1.2658
2000-11-27,-2.5641
2000-11-28,3.9474
2000-11-29,-1.2658
2000-11-30,-2.5641
2000-12-01,5.2632
2000-12-04,-3.125
2000-12-05,10.9677
2000-12-06,-1.1628
2000-12-07,5.8824
2000-12-08,6.6667
2000-12-11,-11.4583
2000-12-12,-18.8235
2000-12-13,-16.3043
2000-12-14,-1.2987
2000-12-15,0.0
2000-12-18,1.7544
2000-12-19,-1.7241
2000-12-20,1.7544
2000-12-21,-6.8966
2000-12-22,7.4074
2000-12-26,1.7241
2000-12-27,-3.3898
2000-12-28,7.0175
2000-12-29,-1.6393
2001-01-02,-3.3333
2001-01-03,-1.7241
2001-01-04,5.2632
2001-01-05,-5.0
2001-01-08,1.7544
2001-01-09,8.6207
2001-01-10,7.9365
2001-01-11,14.7059
