ticker,HKWO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-12-18,-32.0
2001-05-09,0.0
2001-08-20,-1.9607999999999999
2001-09-21,0.0
2001-09-26,0.0
2001-10-25,0.0
2001-10-30,0.0
2002-12-19,-30.0
2006-06-26,900.0
2006-06-27,-18.5714
2006-08-11,-19.2982
2006-08-28,13.0435
2006-08-29,0.0
2006-09-18,-19.2308
2006-09-26,-51.4286
2007-07-16,0.9804
2007-10-02,45.6311
2008-01-11,-0.3984
2008-01-14,-78.2383
2008-01-15,50.0
2008-02-22,266.6667
2008-02-28,-4.5455
2008-03-03,-23.8095
2008-03-04,0.0
2008-03-11,0.0
2008-03-12,0.0
2008-03-18,0.0
2008-03-20,25.0
2008-03-24,-10.0
2008-03-28,0.0
2008-04-07,11.1111
2008-04-15,0.0
2008-04-30,-10.0
2008-05-12,-11.1111
2008-06-16,12.5
2008-07-09,-5.5556
2008-07-16,-2.3529
2008-08-01,-0.6024
2008-08-29,-75.7576
2008-09-02,0.0
2008-09-03,0.0
2008-09-09,10.0
2008-09-15,-31.8182
2008-09-26,-23.3333
2008-09-29,30.4348
2008-09-30,0.0
2008-10-07,-26.6667
2008-10-09,-9.0909
2008-10-10,0.0
2008-10-15,0.0
2008-10-20,0.0
2008-10-22,25.0
2008-10-23,0.0
2008-10-28,0.0
2008-10-29,-20.0
2008-11-25,10.0
2008-12-10,13.6364
2008-12-22,80.0
2008-12-24,11.1111
2008-12-30,0.0
2009-01-21,19.6
2009-02-05,-58.194
2009-02-06,0.0
2009-02-11,12.0
2009-02-18,-60.0
2009-03-06,44.6429
2009-03-16,72.8395
2009-03-19,-28.5714
2009-03-20,0.0
2009-03-24,-19.0
2009-04-01,0.0
2009-04-07,23.4568
2009-04-13,2.0
2009-04-14,61.7647
2009-04-15,9.0909
2009-04-16,11.1111
2009-04-17,7.5
2009-04-20,-2.3256
2009-04-21,2.3810000000000002
2009-04-22,-6.9767
2009-04-24,5.0
2009-04-27,-9.5238
2009-04-29,-2.6316
2009-05-04,-40.5405
2009-05-05,-52.7273
2009-05-07,94.2308
2009-05-11,0.0
2009-05-15,0.0
2009-05-21,-25.7426
2009-05-27,0.0
2009-05-28,73.3333
2009-05-29,15.3846
2009-06-03,-6.6667
2009-06-04,-10.7143
2009-06-15,20.0
2009-06-16,-6.6667
2009-06-17,0.0
2009-06-24,-3.5714
2009-06-26,-11.1111
2009-07-01,1.6667
2009-07-13,14.7541
2009-07-14,-1.4285999999999999
2009-07-28,7.971
