ticker,IEAM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-10-25,0.0
2000-10-26,-80.0
2000-11-01,2280.0
2001-09-05,-94.958
2001-11-09,733.3333
2001-11-12,150.0
2001-11-21,-52.8
2001-11-27,10.1695
2002-01-04,80.0
2002-01-29,-44.4444
2002-02-27,83.0769
2002-02-28,-7.563
2002-06-06,-77.2727
2002-09-16,-40.0
2002-09-30,-33.3333
2002-10-11,0.0
2003-01-09,150.0
2003-01-23,-20.0
2003-03-26,50.0
2003-04-11,36.6667
2003-05-05,2.439
2003-05-14,2.3810000000000002
2003-07-07,32.8904
2003-07-09,0.0
2003-07-14,90.0
2003-07-16,-1.3158
2003-08-04,-4.0
2003-08-21,-30.5556
2003-09-02,-50.0
2003-09-10,-8.0
2003-10-02,0.0
2003-10-27,-8.6957
2003-12-08,4.7619
2003-12-30,-45.4545
2004-01-08,108.3333
2004-01-09,-19.2
2004-01-23,-5.9406
2004-02-03,-42.1053
2004-02-24,27.2727
2004-02-26,14.2857
2004-03-11,-12.5
2004-03-12,-27.1429
2004-03-15,0.0
2004-03-19,47.0588
2004-03-22,0.0
2004-03-23,-6.6667
2004-03-24,7.1429
2004-03-25,-17.3333
2004-03-26,-3.2258
2004-03-30,8.3333
2004-03-31,-23.0769
2004-04-01,30.0
2004-04-02,0.0
2004-04-05,-15.3846
2004-04-06,0.0
2004-04-07,18.1818
2004-04-08,-23.0769
2004-04-12,-10.0
2004-04-13,-33.3333
2004-04-14,16.6667
2004-04-15,14.2857
2004-04-16,0.0
2004-04-19,-12.5
2004-04-20,14.2857
2004-04-21,-25.0
2004-04-22,-16.6667
2004-04-23,60.0
2004-04-27,-50.0
2004-04-28,25.0
2004-04-29,-20.0
2004-04-30,-15.0
2004-05-03,-11.7647
2004-05-04,33.3333
2004-05-05,0.0
2004-05-06,0.0
2004-05-07,0.0
2004-05-10,-10.0
2004-05-11,-5.5556
2004-05-12,5.8824
2004-05-13,-5.5556
2004-05-18,76.4706
2004-05-19,0.0
2004-05-20,-16.6667
2004-05-21,4.0
2004-05-24,-23.0769
2004-05-25,5.0
2004-05-27,42.8571
2004-05-28,20.0
2004-06-01,11.1111
2004-06-02,-25.0
2004-06-03,-26.6667
2004-06-04,36.3636
2004-06-07,0.0
2004-06-08,-16.6667
2004-06-14,20.0
2004-06-15,-13.3333
2004-06-16,-23.0769
2004-06-17,-5.0
2004-06-21,0.0
2004-06-24,-10.526299999999999
2004-06-25,5.8824
2004-06-28,-5.5556
