ticker,CSBB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-20,1.4285999999999999
2000-01-26,-1.4085
2000-01-28,-8.5714
2000-02-01,0.0
2000-02-02,0.0
2000-02-03,9.375
2000-02-04,-5.0
2000-02-07,-12.406
2000-02-08,0.0
2000-02-11,-3.8627000000000002
2000-02-25,10.7143
2000-02-28,-7.2581
2000-02-29,7.8261
2000-03-03,0.0
2000-03-08,0.0
2000-03-09,-3.2258
2000-03-27,-0.7538
2000-03-29,4.6414
2000-03-31,0.0
2000-04-04,-0.8065
2000-04-06,0.0
2000-04-17,-2.439
2000-05-25,0.0
2000-06-07,0.0
2000-06-09,1.6667
2000-06-27,-0.8197
2000-06-30,2.4793
2000-07-06,-3.2258
2000-07-07,2.5
2000-08-02,-0.9395
2000-08-04,-3.9175
2000-08-23,-22.3176
2000-09-08,-20.442
2000-09-15,0.0
2000-09-20,23.0556
2000-09-25,0.0
2000-09-26,4.5455
2000-09-27,-8.6957
2000-10-03,-4.7619
2000-10-06,0.0
2000-10-26,15.0
2000-10-30,-6.5217
2000-10-31,6.9767
2000-11-08,0.0
2000-11-09,-1.087
2000-12-01,-5.4945
2000-12-06,-13.9535
2000-12-15,0.0
2000-12-19,-10.8108
2000-12-20,6.0606
2000-12-21,-7.8571
2000-12-22,-0.7752
2000-12-26,9.375
2000-12-27,-8.5714
2000-12-28,0.0
2000-12-29,-6.25
2001-01-02,0.0
2001-01-05,10.0
2001-01-12,0.0
2001-01-17,1.5152
2001-01-19,-1.4925
2001-01-22,1.5152
2001-01-26,-0.7463
2001-01-31,-2.2556
2001-02-01,1.5385
2001-02-02,-3.7879
2001-02-06,2.3622
2001-02-07,0.0
2001-02-08,-2.3077
2001-02-09,0.7874
2001-02-12,-1.1719
2001-02-21,1.1858
2001-02-22,-1.5625
2001-02-23,0.0
2001-02-26,0.0
2001-02-28,-1.5873
2001-03-05,-3.2258
2001-03-08,1.6667
2001-03-13,3.2787
2001-03-14,0.0
2001-03-20,-1.5873
2001-03-21,3.2258
2001-03-26,3.125
2001-03-27,0.0
2001-03-29,0.7576
2001-04-11,2.2556
2001-05-16,11.7647
2001-05-23,0.0
2001-05-24,-5.2632
2001-06-25,-12.5
2001-06-28,3.1746
2001-07-17,0.0
2001-07-18,-4.4923
2001-07-20,3.0928
2001-07-24,5.9375
2001-07-30,-6.7847
2001-08-02,-3.481
2001-08-13,-1.6393
2001-08-16,1.6667
2001-08-24,-1.6393
2001-08-31,0.0
2001-09-10,0.0
