ticker,LMSMF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-08-05,-3.7325
2004-08-16,-3.3926
2004-08-24,-6.3545
2004-08-31,-0.7143
2004-09-20,29.1367
2004-09-21,0.6964
2004-09-24,7.8838
2004-10-06,-3.0769
2004-10-26,-1.0582
2004-11-05,5.3476
2004-11-10,0.0
2004-11-11,-0.2538
2004-11-12,-1.2723
2004-11-29,-5.1546
2004-11-30,-1.2227999999999999
2004-12-01,-1.238
2004-12-02,4.1783
2004-12-07,-7.3529
2005-02-08,-2.1645
2005-02-09,2.0649
2005-02-10,0.8671
2005-02-15,0.5731
2005-02-16,-0.2849
2005-02-17,1.1429
2005-02-18,-1.4123999999999999
2005-02-22,0.2865
2005-02-23,-1.4285999999999999
2005-02-24,-1.4493
2005-02-25,0.0
2005-02-28,0.0
2005-03-01,0.0
2005-03-02,0.0
2005-03-04,0.2941
2005-03-09,-0.2933
2005-03-11,0.0
2005-03-14,1.4706000000000001
2005-03-15,-2.029
2005-03-16,-3.2544
2005-03-17,0.0
2005-03-21,-2.4465
2005-03-23,0.3135
2005-03-28,2.8125
2005-03-29,-5.7751
2005-03-30,1.6129
2005-03-31,0.0
2005-04-01,-1.5873
2005-04-05,1.6129
2005-04-06,0.0
2005-04-07,0.9524
2005-04-08,-2.5157
2005-04-11,0.0
2005-04-13,0.0
2005-04-14,-3.2258
2005-04-15,4.0
2005-04-18,0.9615
2005-04-19,0.0
2005-04-20,-4.7619
2005-04-21,-0.3333
2005-04-22,0.0
2005-04-27,0.0
2005-05-02,-1.3378
2005-05-03,1.0169
2005-05-04,-0.6711
2005-05-05,1.0135
2005-05-09,-2.0067
2005-05-11,-1.0239
2005-05-16,-13.4483
2005-05-17,0.3984
2005-05-18,-0.3968
2005-05-19,-2.7888
2005-05-20,-1.6393
2005-05-23,0.0
2005-05-24,-1.6667
2005-05-25,-0.4237
2005-05-31,2.9787
2005-06-02,-2.8926
2005-06-03,0.0
2005-06-06,0.0
2005-06-08,-7.6596
2005-06-09,-2.3041
2005-06-10,2.8302
2005-06-16,5.5046
2005-06-17,2.1739
2005-06-20,2.9787
2005-06-21,3.3058
2005-06-22,2.8
2005-06-23,-1.5564
2005-06-24,0.7905
2005-06-27,-1.9607999999999999
2005-06-28,-1.2
2005-06-30,-1.2146
2005-07-01,3.6885
2005-07-05,-3.1621
2005-07-06,0.0
2005-07-08,0.0
2005-07-11,0.0
2005-07-13,-0.8163
2005-07-18,-1.2346
2005-07-20,-2.0833
