ticker,BRID US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,-4.5161
2000-01-05,-1.3514
2000-01-06,-1.3699
2000-01-07,5.5556
2000-01-10,-2.6316
2000-01-11,-1.3514
2000-01-12,1.3699
2000-01-14,-10.8108
2000-01-18,4.5455
2000-01-19,-2.1739
2000-01-20,3.7037
2000-01-21,0.0
2000-01-24,0.0
2000-01-25,0.0
2000-01-26,2.8571
2000-01-27,1.3889
2000-01-28,-1.3699
2000-01-31,0.6944
2000-02-02,-2.7586
2000-02-03,6.383
2000-02-04,0.0
2000-02-07,-1.3333
2000-02-08,-2.7027
2000-02-09,2.4306
2000-02-10,-2.3729
2000-02-11,5.5556
2000-02-14,-3.9474
2000-02-15,-1.3699
2000-02-17,2.7778
2000-02-18,0.0
2000-02-22,1.3514
2000-02-23,-2.0
2000-02-24,-0.6803
2000-02-25,0.6849
2000-02-28,-1.3605
2000-02-29,0.0
2000-03-01,1.3793
2000-03-02,0.0816
2000-03-03,0.0
2000-03-06,-1.3699
2000-03-07,1.0417
2000-03-08,-2.4055
2000-03-09,-1.4085
2000-03-10,0.7143
2000-03-13,-3.5461
2000-03-14,2.9412000000000003
2000-03-15,-2.8571
2000-03-16,2.9412000000000003
2000-03-17,0.7143
2000-03-20,2.1277
2000-03-21,2.4306
2000-03-22,-5.0847
2000-03-23,2.8571
2000-03-27,0.0
2000-03-28,0.0
2000-03-29,0.0
2000-03-30,0.0
2000-03-31,2.4306
2000-04-03,-3.0508
2000-04-04,0.0
2000-04-05,0.0
2000-04-06,0.0
2000-04-07,3.1469
2000-04-10,-3.0508
2000-04-11,0.6993
2000-04-12,2.0833
2000-04-13,-1.3605
2000-04-14,1.3793
2000-04-17,0.6803
2000-04-18,-1.3514
2000-04-19,4.1096
2000-04-20,0.0
2000-04-24,-2.6316
2000-04-25,0.0
2000-04-26,0.0
2000-05-01,5.4054
2000-05-02,-3.8462
2000-05-03,-1.0
2000-05-04,1.6835
2000-05-05,1.3245
2000-05-08,-1.9607999999999999
2000-05-09,1.3333
2000-05-10,-0.6579
2000-05-11,3.3113
2000-05-12,2.5641
2000-05-16,8.75
2000-05-17,-3.4483
2000-05-22,-1.1905000000000001
2000-05-23,0.0
2000-05-24,1.2048
2000-05-26,0.0
2000-05-31,0.0
2000-06-02,3.0681
2000-06-05,-1.1628
2000-06-06,-1.1764999999999999
2000-06-07,0.0
2000-06-08,1.1905000000000001
2000-06-09,-0.5882
2000-06-12,0.5917
