ticker,JALA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-06-04,188.5714
2012-09-21,2009.6787
2012-11-12,0.0
2012-11-16,4.7619
2012-12-26,9.0909
2013-01-07,0.0
2013-01-17,-8.3333
2013-02-04,-50.0
2013-02-05,-54.5455
2013-02-06,-20.8
2013-02-07,-4.0404
2013-02-08,0.0
2013-02-11,0.0
2013-02-12,-15.7895
2013-02-13,-3.125
2013-02-14,-3.2258
2013-02-15,16.6667
2013-02-19,-7.4286
2013-02-20,0.6173
2013-02-21,-11.0429
2013-02-22,5.8621
2013-02-25,-11.4007
2013-02-26,2.2059
2013-02-27,-20.8633
2013-02-28,27.2727
2013-03-01,-20.7143
2013-03-04,0.0
2013-03-05,6.7568
2013-03-06,-2.1097
2013-03-07,3.4483
2013-03-08,29.1667
2013-03-11,32.2581
2013-03-12,-29.2683
2013-03-13,3.4483
2013-03-14,-36.6667
2013-03-15,-19.4737
2013-03-18,-30.5556
2013-03-19,46.8235
2013-03-20,-16.6667
2013-03-21,-10.7692
2013-03-22,6.8966
2013-03-25,-5.9475999999999996
2013-03-26,-10.8253
2013-03-27,7.6923
2013-03-28,-3.5714
2013-04-01,-2.0833
2013-04-02,-14.8936
2013-04-03,-2.2222
2013-04-04,11.3636
2013-04-05,4.7194
2013-04-08,-12.3021
2013-04-09,4.4444
2013-04-10,-3.4574
2013-04-11,1.3774
2013-04-12,-6.5217
2013-04-15,19.0407
2013-04-16,-11.1111
2013-04-17,0.4121
2013-04-18,-12.4487
2013-04-19,12.5
2013-04-22,11.1111
2013-04-23,-0.25
2013-04-24,-5.7644
2013-04-25,-8.1117
2013-04-26,1.8813
2013-04-29,-4.5455
2013-04-30,14.2857
2013-05-01,-11.4583
2013-05-02,8.2353
2013-05-03,17.3913
2013-05-06,-7.4074
2013-05-07,5.625
2013-05-08,0.355
2013-05-09,-1.8868
2013-05-10,-5.4087
2013-05-13,-6.7344
2013-05-14,-4.0872
2013-05-15,2.2727
2013-05-16,-11.1111
2013-05-17,9.2187
2013-05-20,3.0043
2013-05-21,-11.1111
2013-05-22,7.1875
2013-05-23,-6.7055
2013-05-24,-6.5625
2013-05-28,-41.1371
2013-05-29,-18.1818
2013-05-30,18.75
2013-05-31,22.2222
2013-06-03,-4.3062000000000005
2013-06-04,-12.0
2013-06-05,0.0
2013-06-06,0.0
2013-06-07,36.3636
2013-06-10,0.0
2013-06-11,-13.3333
2013-06-12,-3.8462
2013-06-13,0.0
2013-06-14,40.0
