ticker,CHCC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-11-02,0.0
2010-11-03,0.0
2010-11-04,0.0
2010-11-05,0.0
2010-11-08,0.0
2010-11-09,1.7284000000000002
2010-11-10,0.0
2010-11-11,21.3592
2010-11-12,-15.0
2010-11-15,1.1764999999999999
2010-11-18,0.0
2010-11-19,-3.4884
2010-11-22,3.6145
2010-11-23,0.0
2010-11-24,-6.9767
2010-11-26,7.5
2010-11-29,0.0
2010-11-30,-6.9767
2010-12-01,7.5
2010-12-02,0.0
2010-12-03,0.0
2010-12-06,-6.9767
2010-12-07,0.0
2010-12-08,6.25
2010-12-09,1.1764999999999999
2010-12-10,0.0
2010-12-13,0.0
2010-12-14,-6.9767
2010-12-15,12.5
2010-12-16,-2.2222
2010-12-17,-2.2727
2010-12-20,0.0
2010-12-22,-1.1628
2010-12-23,-24.7059
2010-12-28,23.4375
2010-12-29,-1.2658
2010-12-30,-2.5641
2010-12-31,-10.526299999999999
2011-01-03,11.7647
2011-01-04,0.0
2011-01-05,38.1579
2011-01-06,-14.2857
2011-01-07,0.4444
2011-01-10,10.6195
2011-01-11,7.0
2011-01-12,-6.5421
2011-01-13,0.0
2011-01-14,0.0
2011-01-18,1.0
2011-01-19,-5.9406
2011-01-20,-3.1579
2011-01-21,-10.8696
2011-01-24,1.2195
2011-01-25,-1.2048
2011-01-26,0.0
2011-01-27,-2.439
2011-01-28,-4.75
2011-01-31,2.3622
2011-02-01,6.4103
2011-02-02,3.6145
2011-02-03,-7.907
2011-02-04,-1.5152
2011-02-07,-2.5641
2011-02-08,-14.473700000000001
2011-02-09,-5.8462
2011-02-10,14.3791
2011-02-11,0.0
2011-02-14,0.0
2011-02-15,0.0
2011-02-16,0.0
2011-02-18,0.0
2011-02-22,0.0
2011-02-23,0.0
2011-02-28,6.8571
2011-03-01,-6.4171
2011-03-02,0.0
2011-03-03,0.0
2011-03-04,0.0
2011-03-07,-8.5714
2011-03-08,9.375
2011-03-09,0.0
2011-03-10,-7.1429
2011-03-11,7.6923
2011-03-14,-4.0
2011-03-15,1.1905000000000001
2011-03-16,5.8824
2011-03-17,-6.9444
2011-03-18,0.0
2011-03-21,-5.3731
2011-03-22,-0.3155
2011-03-23,1.2658
2011-03-24,-1.25
2011-03-25,-1.8987
2011-03-28,-3.2258
2011-03-29,12.0
2011-03-30,0.5952
2011-03-31,0.0
2011-04-01,0.0
2011-04-06,0.0
2011-04-07,0.0
2011-04-08,0.0
2011-04-13,-8.284
