ticker,NHLI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-12,20.0
2000-01-18,233.3333
2000-01-25,-50.0
2000-01-26,-40.0
2000-01-27,233.3333
2000-01-28,-70.0
2000-01-31,66.6667
2000-02-02,100.0
2000-02-04,50.0
2000-02-07,-63.3333
2000-02-08,0.0
2000-02-22,172.7273
2000-02-25,-63.3333
2000-02-29,172.7273
2000-03-01,-63.3333
2000-03-02,81.8182
2000-03-08,0.0
2000-03-14,0.0
2000-03-15,150.0
2000-03-17,87.5
2000-03-20,0.0
2000-03-23,-84.0
2000-04-13,6.6667
2000-05-01,-6.25
2000-05-08,233.3333
2000-06-05,-70.0
2000-06-06,0.0
2000-06-28,0.0
2000-07-19,-26.6667
2000-07-24,0.0
2000-08-01,0.0
2000-08-02,0.0
2000-08-15,0.0
2000-09-12,-9.0909
2000-09-15,10.0
2000-09-22,-9.0909
2000-10-02,0.0
2000-10-10,-90.0
2000-10-17,900.0
2000-10-31,0.0
2000-11-06,0.0
2000-11-09,0.0
2000-11-10,0.0
2000-11-15,0.0
2000-11-20,0.0
2000-11-21,100.0
2000-11-22,-50.0
2000-11-27,0.0
2000-12-05,0.0
2000-12-06,0.0
2000-12-07,0.0
2000-12-11,-90.0
2000-12-12,900.0
2000-12-13,0.0
2000-12-18,0.0
2000-12-19,-90.0
2000-12-20,0.0
2000-12-21,900.0
2000-12-22,0.0
2000-12-27,0.0
2000-12-28,0.0
2000-12-29,0.0
2001-01-11,0.0
2001-02-22,0.0
2001-03-07,0.0
2001-03-08,-35.0
2001-03-09,0.0
2001-03-14,53.8462
2001-03-22,100.0
2001-04-03,-50.0
2001-04-17,-90.0
2001-04-26,400.0
2001-05-16,100.0
2001-05-18,0.0
2001-06-05,0.0
2001-07-11,0.0
2001-07-18,0.0
2001-07-30,-40.0
2001-08-02,0.0
2001-08-09,-16.6667
2001-08-14,180.0
2001-08-17,-57.1429
2001-08-21,0.0
2001-09-19,-16.6667
2001-10-03,0.0
2001-10-05,0.0
2001-10-16,0.0
2001-10-19,0.0
2001-10-26,0.0
2001-11-05,0.0
2001-11-20,0.0
2001-11-27,0.0
2001-11-30,0.0
2001-12-06,0.0
2001-12-20,0.0
2002-01-03,0.0
2002-01-07,0.0
2002-01-08,0.0
2002-01-11,0.0
2002-01-14,0.0
2002-01-17,0.0
2002-01-30,0.0
2002-02-12,100.0
2002-02-26,-50.0
2002-03-01,0.0
2002-03-28,0.0
2002-04-01,0.0
2002-04-08,0.0
