ticker,GWYT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,400.0
2000-01-05,-74.4
2000-01-10,-21.875
2000-01-11,200.0
2000-01-12,66.6667
2000-01-13,0.0
2000-01-14,-40.0
2000-01-18,0.0
2000-01-19,0.0
2000-01-21,-89.3333
2000-01-24,2200.0
2000-01-26,-95.6522
2000-01-27,0.0
2000-02-04,0.0
2000-02-09,0.0
2000-02-11,0.0
2000-02-14,2300.0
2000-02-15,0.0
2000-02-16,79.1667
2000-02-18,1.7442
2000-02-22,-97.7143
2000-02-23,2300.0
2000-02-24,108.3333
2000-02-25,-52.0
2000-02-28,-95.8333
2000-03-01,0.0
2000-03-02,2400.0
2000-03-03,-96.0
2000-03-10,0.0
2000-03-13,6150.0
2000-03-14,0.0
2000-03-15,-80.0
2000-03-16,0.0
2000-03-20,116.0
2000-03-21,-53.7037
2000-03-23,92.0
2000-03-24,-21.875
2000-03-28,-46.6667
2000-04-07,0.0
2000-04-11,-50.0
2000-04-14,0.0
2000-04-17,0.0
2000-04-20,0.0
2000-04-24,0.0
2000-04-25,0.0
2000-04-28,0.0
2000-05-08,-60.0
2000-05-12,0.0
2000-05-16,0.0
2000-05-18,50.0
2000-05-23,-16.6667
2000-05-24,0.0
2000-05-25,0.0
2000-05-31,20.0
2000-06-06,-16.6667
2000-06-21,0.0
2000-06-26,0.0
2000-06-28,220.0
2000-06-29,-68.75
2000-07-06,150.0
2000-07-12,-60.0
2000-07-13,0.0
2000-08-15,0.0
2000-08-17,0.0
2000-08-21,60.0
2000-08-23,-37.5
2000-08-24,0.0
2000-08-25,-40.0
2000-08-28,100.0
2000-08-29,33.3333
2000-09-15,-25.0
2000-09-20,0.0
2000-09-26,0.0
2000-10-02,0.0
2000-10-04,0.0
2000-10-06,0.0
2000-10-11,0.0
2000-10-13,-33.3333
2000-10-17,0.0
2000-10-19,0.0
2000-10-23,150.0
2000-10-27,-60.0
2000-10-31,0.0
2000-11-01,0.0
2000-11-03,0.0
2000-11-09,0.0
2000-11-10,0.0
2000-11-13,0.0
2000-11-15,0.0
2000-11-16,0.0
2000-11-20,0.0
2000-11-21,0.0
2000-11-22,0.0
2000-11-27,0.0
2000-11-28,0.0
2000-11-29,0.0
2000-11-30,0.0
2000-12-01,0.0
2000-12-04,0.0
2000-12-06,0.0
2000-12-07,0.0
2000-12-08,0.0
2000-12-11,0.0
2000-12-12,50.0
2000-12-13,-33.3333
2000-12-18,0.0
2000-12-19,0.0
2000-12-20,0.0
